Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,0.217316395621677,0.644313523044507,,-1.53140274858598,6.55E-06,Down,-2.04478347253918,5.50E-10,Down,-2.24219366029098,7.47E-12,Down
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,0.573954300048293,0.00439984467302,,0.208744134392505,0.37559883124529,,0.084815720966443,0.758862744537876,,-0.144309320425098,0.560473802517484,
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,-1.66562587566066,0.096685138317635,,0.759634860234387,0.377949159630676,,1.12143267709384,0.145871865223147,,0.600719296044166,0.498387516190084,
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,-0.400413035303944,0.296442823843813,,0.106769148278975,0.818252573424834,,0.326158228120561,0.40080832782372,,0.190513146592621,0.648508378256821,
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,-0.182587062285967,0.441408341139264,,0.294828184882412,0.155218553880425,,0.911117296112416,1.03E-07,,1.37268638893657,1.26E-16,Up
Os01g0108400,NA,LOC_Os01g01840,-1.33916575332581,0.293684721236868,,-3.13261795172116,0.004753700585013,Down,-1.91756910063887,0.097375988137814,,-3.27193320512209,0.002898558771617,Down
Os01g0109000,NA,None,-0.819056538561796,0.189149906962261,,-1.30731895381443,0.020904828854305,Down,-2.11729086024015,0.000102456011569,Down,-1.71354472886003,0.002017984183232,Down
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,1.08273509582043,3.07E-11,Up,0.736290162307089,8.99E-06,,0.700867629691942,2.24E-05,,0.774502779294617,2.05E-06,
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,-0.096026389262574,0.867502453707353,,-0.263924988826862,0.604702617161958,,-0.566214645451833,0.193366569549454,,-0.809164963317322,0.053451162437558,
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,-0.742231905599444,0.636638928664089,,-3.51061121678974,0.007182683075871,Down,-5.91618756465968,0.000208960893722,Down,-3.48738751096454,0.007401078380078,Down
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,1.77475737744578,1.30E-11,Up,3.05512950361364,3.00E-34,Up,3.13883255073452,1.98E-36,Up,2.93265814916756,5.22E-32,Up
Os01g0110700,['not assigned.unknown'],LOC_Os01g02050,-1.86549790565458,0.093219269551009,,-1.98298493214951,0.05953648265025,,-2.25388172176697,0.027482647345013,Down,-2.04651084551556,0.052551840205289,
Os01g0110800,['DNA.unspecified'],LOC_Os01g02060,2.03857418993632,0.025004766559938,Up,1.71367244040048,0.059298207309184,,0.661919209616715,0.555328694113874,,-1.17581946985351,0.327531021069098,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-1.50636186368845,0.000215431826394,Down,-2.57066125812764,4.75E-11,Down,-3.25489872583692,1.64E-16,Down,-3.26735745869971,7.88E-16,Down
Os01g0111300,NA,None,-0.959421033520279,0.153063374821671,,-0.989729744464271,0.123203359081697,,-1.20095957526117,0.049683262501406,Down,-0.988769790658807,0.120479988142323,
Os01g0111700,['not assigned.unknown'],LOC_Os01g02130,1.63673585406852,0.109820858384039,,0.010496337106864,0.994589634559275,,-0.899217595835855,0.456677049075107,,-0.467462036139926,0.721505679227983,
Os01g0111800,['not assigned.unknown'],LOC_Os01g02139,-0.721923695670282,0.407127253101842,,0.017186310460707,0.987840643103251,,0.742628536065959,0.360872188063749,,0.456642742987713,0.601457944939449,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,-0.999229879180527,0.176949641633619,,-1.02612089571485,0.152317910259805,,-0.503983353764235,0.534378279350227,,-0.62803741678513,0.409399475256625,
Os01g0112100,['not assigned.unknown'],LOC_Os01g02170,0.661562798412729,0.607332548212637,,-0.046397784218237,0.97745023469237,,0.479348967865132,0.721771213332349,,0.072549886870752,0.963099293360419,
Os01g0112300,['not assigned.unknown'],LOC_Os01g02180,-0.126468879079537,0.774490788892369,,0.672524310951132,0.031147440803965,,0.44891349250425,0.177203169380138,,0.634666603938014,0.042285777414903,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,0.952174747757183,8.40E-05,,0.286120651886821,0.324656935535369,,0.572385288479456,0.022050666916611,,0.968474462060493,2.87E-05,
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,2.21472024726205,5.99E-07,Up,2.98519765633418,6.53E-13,Up,1.86393395858764,1.93E-05,Up,1.89698307878055,1.46E-05,Up
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,-2.00492195835668,0.000170165260759,Down,-4.72915552066864,5.60E-11,Down,-4.90459778443059,2.00E-12,Down,-3.35269857731644,5.87E-09,Down
Os01g0113400,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02320,-1.02859694931945,0.384383598818999,,-1.162761982402,0.302407314357102,,-1.03744374087699,0.34776205895238,,-1.77808884946538,0.11181599310926,
Os01g0113500,NA,None,-1.70061320490374,0.000621068642967,Down,-3.7357082548645,7.90E-11,Down,-4.52284678286959,4.85E-13,Down,-4.33629136242885,9.05E-11,Down
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,-1.7464958402575,0.106827980365012,,-0.11185915523824,0.924963620557888,,0.900888975428596,0.281371365902776,,1.32768174078661,0.082685758759297,
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,-1.39697513516255,0.000309576266958,Down,-2.22613662769382,1.52E-09,Down,-1.57498711276545,1.58E-05,Down,-0.898099478137676,0.020172666900509,
Os01g0114550,NA,None,-0.475088934749543,0.730644863989676,,-1.34620424902119,0.260977534058622,,-3.3285760789226,0.005375728689237,Down,-2.72732981367759,0.022537763194248,Down
Os01g0115100,['not assigned.unknown'],LOC_Os01g02490,-1.03534347589164,0.114947287434058,,-2.34803912978841,6.58E-05,Down,-2.90163620527102,6.69E-07,Down,-2.4143566145391,3.87E-05,Down
Os01g0115300,NA,None,0.046160585849042,0.956018529119352,,-0.612817082642152,0.323362289698422,,-0.625771710299462,0.30187160533859,,-0.128097114791692,0.866423535416315,
Os01g0115600,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02560,-0.745813120813439,0.354689169332129,,-1.68983304866673,0.014215569238897,Down,-3.99163166181301,5.18E-09,Down,-5.8671909855531,1.14E-10,Down
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-1.83656668871256,0.038136986768657,Down,-2.44962738518811,0.004395466936643,Down,-1.63611401760787,0.042532429229214,Down,-1.56245565068275,0.060578093409589,
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-2.1990912432056,2.73E-06,Down,-3.52395231776851,2.80E-12,Down,-2.91543030712513,1.46E-10,Down,-2.41245642934788,1.12E-07,Down
Os01g0116900,['not assigned.unknown'],"LOC_Os01g02710, LOC_Os01g02750",-1.13890736889747,0.010939867165291,Down,-1.9666895646083,2.18E-06,Down,-2.08146440519626,3.44E-07,Down,-2.19619095022938,1.29E-07,Down
Os01g0117050,NA,None,-1.60448889997262,0.066227064811733,,-1.29787543893278,0.114647238062271,,-1.37830924673112,0.081192723431346,,-2.09778267825715,0.013990773974756,Down
Os01g0117100,"['signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02770,-2.10150588983801,0.001092319596877,Down,-1.85563757183359,0.002515888945747,Down,-2.62110155069272,1.47E-05,Down,-1.6620954360706,0.006671792842543,Down
Os01g0117200,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02780,-1.84785557006188,0.011800499584571,Down,-4.00772940207436,1.09E-08,Down,-6.45531559754859,1.07E-13,Down,-6.67152901376394,1.37E-11,Down
Os01g0117300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02790,-3.41263158095709,0.000719755459594,Down,-4.07698806271044,4.11E-05,Down,-7.61202333465245,3.30E-06,Down,-6.21256284597009,8.56E-06,Down
Os01g0117900,['development.unspecified'],LOC_Os01g02870,-2.38964550703603,2.47E-08,Down,-0.923859605552656,0.04752990695697,,-1.3500986272403,0.001910979400925,Down,-1.91945199814833,4.70E-06,Down
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,-0.889431456546795,0.042365822731031,,-0.523847714967085,0.258097799722292,,-0.325400890429149,0.516297480927345,,0.113805975226879,0.84234173170741,
Os01g0118066,NA,None,0.12254111915681,0.763818560254981,,-0.286493842581089,0.427256055424643,,-0.682790137584676,0.025270347795602,,-0.659043110698084,0.034214699437473,
Os01g0118100,['DNA.synthesis/chromatin structure'],LOC_Os01g02884,0.290534255748008,0.25761852307309,,-0.349604984061275,0.153524171235204,,-0.446442014885982,0.052742428530842,,-0.455999247058355,0.047702430283495,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,2.5745967201647,0.066570470153596,,0.834482258373072,0.648090741215263,,2.2575482137575,0.100083411127539,,2.7584268203049,0.035235999807512,Up
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,1.27638023358886,0.107761178322166,,2.98774389230985,1.03E-05,Up,3.04120056848468,5.84E-06,Up,2.42259545306337,0.000401133110316,Up
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,0.784982786139448,0.464732090087128,,2.33971600384723,0.002693093388949,Up,2.37372203587735,0.001910036332551,Up,2.62998073527841,0.000477487092104,Up
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,2.47642291034287,7.85E-09,Up,2.73760133174988,5.35E-11,Up,2.91999721952967,1.45E-12,Up,2.92666267597107,1.11E-12,Up
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,-0.048140910395197,0.980684278911223,,1.51815324502861,0.230458107523064,,2.29069751191289,0.042809689777623,Up,2.82470052326107,0.009060021375949,Up
Os01g0119050,NA,LOC_Os01g02940,-0.534922510374548,0.674668725994215,,-0.434939669327796,0.736652337605847,,-0.556356445258086,0.653894392063365,,-0.755308757806263,0.523586207774737,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,-0.700267125369189,0.341454435282257,,-1.07266693250547,0.107851678721992,,-1.42054539558892,0.024107005291003,Down,-1.14568515666531,0.077732851178892,
Os01g0120300,['protein.aa activation.leucine-tRNA ligase'],LOC_Os01g03020,-0.401943888634282,0.165790026070274,,-0.968610007662487,8.65E-05,,-1.36804769034477,8.85E-09,Down,-1.40024848332132,3.90E-09,Down
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,0.844127820085208,0.002100061796645,,1.13315696234547,6.94E-06,Up,0.673444213361119,0.012370797870459,,0.965411836111121,0.000157018775654,
Os01g0120500,['not assigned.unknown'],LOC_Os01g03040,-0.868342838461791,0.102984432728183,,-2.3354109709425,2.87E-07,Down,-3.14459431896165,1.76E-12,Down,-3.93050082944753,2.73E-18,Down
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,1.55935597389699,2.24E-06,Up,1.42821237911831,1.00E-05,Up,1.52491296438742,1.50E-06,Up,1.40987771129639,1.13E-05,Up
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,1.28097925287991,1.46E-06,Up,0.772348504026208,0.005182421842,,0.715108016207486,0.009794445337063,,0.902002515896747,0.000716443537831,
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,0.217050762967573,0.554380210952503,,0.082616149159993,0.842326260693791,,0.257082180740442,0.463874043546962,,0.289888970241343,0.387628058611226,
Os01g0121100,['not assigned.unknown'],LOC_Os01g03090,0.790510242510315,0.00102034937519,,0.328241517200864,0.229078218231973,,0.304374029455181,0.264537439563771,,0.394933570688627,0.126094299405256,
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,1.26863858564091,0.137750410163986,,1.46961115988752,0.065645394145516,,1.04865386640103,0.215498719412629,,1.58206252659021,0.041139860453247,Up
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,2.71564048141601,3.73E-11,Up,3.07866465969674,6.62E-15,Up,2.52249735993869,3.01E-10,Up,2.69848417151994,1.40E-11,Up
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.454422693083647,0.120633627582029,,-0.554953238317467,0.042865728822069,,-0.667739861490828,0.011028334468171,,-0.699945118597398,0.007274548137999,
Os01g0121800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g03160,0.797218786824846,0.000966151520069,,0.72096784790921,0.002185644373919,,0.952177319394837,1.78E-05,,1.03314081732553,3.01E-06,Up
Os01g0123700,['development.unspecified'],LOC_Os01g03290,2.37210720170137,0.000277274296651,Up,-0.484934230270111,0.593533738840715,,-1.29974157183422,0.092229214661206,,-1.73717786396054,0.028179834969138,Down
Os01g0123900,['not assigned.unknown'],LOC_Os01g03310,1.47337314516419,5.99E-05,Up,0.319801650615498,0.493585206592662,,-0.737706117814607,0.060321429813888,,-1.25276840837517,0.000524301115605,Down
Os01g0124000,['not assigned.unknown'],LOC_Os01g03320,1.18783414495301,0.00263344462606,Up,0.953728593860855,0.015916356460583,,0.47902988318005,0.282967362793925,,0.033152338760864,0.956246879221912,
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,3.33679481023382,1.19E-06,Up,3.06654159652831,5.94E-06,Up,2.04796476446778,0.003678287406251,Up,1.70617483662782,0.017912223345666,Up
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,2.96351281088115,4.48E-09,Up,3.32305978022584,1.48E-11,Up,2.90069437860717,4.13E-09,Up,2.96154184806254,1.59E-09,Up
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,6.32935036097391,4.28E-49,Up,7.92551524619122,1.06E-77,Up,7.13415546100068,3.76E-63,Up,6.34830634821749,3.45E-50,Up
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,2.17744061157503,1.21E-10,Up,3.3569489860681,2.05E-27,Up,3.94336639344449,6.04E-39,Up,4.34754395665079,1.49E-47,Up
Os01g0125600,['transport.metal'],LOC_Os01g03490,-0.457468416641762,0.644277838997066,,1.4978420742896,0.036429203632755,Up,1.07430405949468,0.156100302725615,,1.33545220201904,0.064710899307347,
Os01g0125800,['development.unspecified'],LOC_Os01g03510,0.978175499577489,0.078941444066354,,1.49543480625193,0.00215703720712,Up,2.14653637347477,2.24E-06,Up,2.49366673597762,2.26E-08,Up
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,0.317236347747405,0.132935347834657,,0.525762098550563,0.004938946720254,,0.708110196576366,6.87E-05,,0.780719889190327,8.84E-06,
Os01g0126200,['not assigned.unknown'],LOC_Os01g03549,-1.98671135413025,3.59E-06,Down,-4.38069673171172,6.15E-20,Down,-4.52550517686844,5.39E-22,Down,-5.08119111586372,1.57E-20,Down
Os01g0126401,NA,None,-1.59671826405722,0.091189915005906,,-2.43978823404371,0.008402979658541,Down,-2.32140721754189,0.008205947793717,Down,-2.01684198967298,0.026120781697222,Down
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,-1.09137169325825,0.03805552019069,Down,-1.10256563722113,0.028417330365327,Down,-1.92487755468531,4.90E-05,Down,-2.4192771175469,7.37E-07,Down
Os01g0127450,['not assigned.unknown'],LOC_Os01g03660,-1.25783855265902,0.392927533365327,,-1.5139183502554,0.280696523652352,,-2.21474076828849,0.095924333394204,,-2.67913187130402,0.054037044624314,
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,3.37143455281794,1.52E-05,Up,2.10059974944525,0.010236128914833,Up,0.467935414478188,0.678068779597382,,0.35030159935746,0.763826658121347,
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,1.24662006929084,0.032042059695769,Up,1.0513332116189,0.069644458710293,,1.19536287878364,0.031960965760415,Up,2.00358712949311,9.28E-05,Up
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,1.67391051056254,0.001343535064422,Up,1.93586629725513,8.41E-05,Up,2.25030508960011,2.54E-06,Up,2.87927244050843,6.33E-10,Up
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,2.12352248582142,0.038057695929978,Up,3.50758972854433,4.88E-05,Up,4.87522542266999,2.12E-09,Up,5.30709154962462,4.53E-11,Up
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,2.23259884873813,1.58E-05,Up,2.06111690182475,4.86E-05,Up,1.69946150456919,0.000994867867268,Up,1.21506493862045,0.027677187827194,Up
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,1.18755730927794,0.021229241794783,Up,5.10133382641093,7.34E-35,Up,5.41920709752142,1.08E-39,Up,5.37106871947385,3.79E-39,Up
Os01g0128250,NA,None,3.65741688438515,6.26E-06,Up,4.06409705939538,1.45E-07,Up,4.6694364318422,5.21E-10,Up,4.92729456616945,4.18E-11,Up
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,4.51320838946479,1.89E-16,Up,3.46513859792011,4.09E-10,Up,3.01646376085606,6.18E-08,Up,2.78574496779778,6.81E-07,Up
Os01g0128400,['not assigned.unknown'],LOC_Os01g03760,1.35042660197242,1.18E-09,Up,1.0064340545117,6.81E-06,Up,1.111226952031,4.12E-07,Up,1.0722223427721,1.07E-06,Up
Os01g0128800,['not assigned.unknown'],LOC_Os01g03820,-0.754417459613557,0.033306335933661,,-0.873647590391608,0.008943026748953,,-0.294007891493815,0.468197680459589,,0.039514548748501,0.93875329912641,
Os01g0129500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34'],LOC_Os01g03870,-0.778662128451236,0.334549181674481,,-1.47918828128362,0.045712395122814,Down,-1.25373046343328,0.079099231407775,,-0.913395425141769,0.226512961165905,
Os01g0130000,['transport.metal'],LOC_Os01g03914,2.41145203106129,2.38E-18,Up,3.47005601702521,2.50E-38,Up,3.4950975971847,2.95E-39,Up,3.60772303515521,6.08E-42,Up
Os01g0130200,['not assigned.unknown'],LOC_Os01g03940,0.235172094711001,0.761843964085346,,-0.080772215774757,0.924963620557888,,-1.08981516183773,0.081459346257382,,-0.680357603446218,0.313323238684249,
Os01g0130400,"['misc.gluco-, galacto- and mannosidases.alpha-galactosidase']",LOC_Os01g03950,2.19707929148984,1.34E-06,Up,2.82798107648386,2.25E-11,Up,2.74671499840512,5.78E-11,Up,1.8301614421845,5.18E-05,Up
Os01g0130900,['not assigned.unknown'],LOC_Os01g03980,2.02182651419914,8.17E-05,Up,1.99052878973152,5.87E-05,Up,1.16712440708427,0.031481256469582,Up,1.06157289754111,0.059395539810845,
Os01g0131450,NA,None,0.615250257061175,0.054430952400273,,0.086036263065883,0.841986978959324,,-0.038256477955447,0.932177281099146,,-0.292728399029305,0.417308772490471,
Os01g0131600,"['hormone metabolism.ethylene.signal transduction', 'RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os01g04020,0.136313489539152,0.905434911410297,,0.068438457260775,0.953818920644781,,-0.11727357589347,0.918040583039923,,-0.275023362879751,0.7999767321487,
Os01g0131800,['protein.targeting.secretory pathway.unspecified'],LOC_Os01g04030,-0.277535662129239,0.572609619378243,,0.540063185912791,0.180465850394521,,0.444091226149456,0.28199613594706,,0.132835390634203,0.796074842348032,
Os01g0132000,['not assigned.unknown'],LOC_Os01g04050,3.68685568649764,4.90E-19,Up,4.11672440913071,7.45E-24,Up,4.22427887981172,2.40E-25,Up,4.61963025688748,2.47E-30,Up
Os01g0132500,['not assigned.unknown'],LOC_Os01g04100,1.50350808069205,0.004264821289749,Up,1.32260512068128,0.010678050826001,Up,1.82515361765809,0.000167266183902,Up,2.36454287166131,4.56E-07,Up
Os01g0132800,['protein.synthesis.misc ribosomal protein'],LOC_Os01g04130,-0.356001017004807,0.447693407817529,,0.572160798516315,0.161251401997082,,0.923346637777323,0.011861020217596,,0.540439928385707,0.182349087969413,
Os01g0133100,['not assigned.unknown'],LOC_Os01g04160,3.04409967461467,0.000183697232773,Up,2.51908020160809,0.002063982680544,Up,2.79436151545672,0.000385982874149,Up,3.54371135311297,2.85E-06,Up
Os01g0133400,['transport.sugars'],LOC_Os01g04190,-0.122330725331608,0.635310428700276,,0.208665044241155,0.367752733567733,,0.609669631324559,0.001167451228054,,0.898825902254964,5.44E-07,
Os01g0133500,['not assigned.unknown'],LOC_Os01g04200,-0.653743892482765,0.024532229755417,,-0.080575549109185,0.831568205828192,,0.584578379415402,0.025334726075424,,0.729118195123752,0.00387488995906,
Os01g0134200,['not assigned.unknown'],LOC_Os01g04250,0.934415830387668,0.51465786148364,,0.612474412593633,0.693101496581072,,-0.238040587206968,0.894800637776552,,1.25825717604799,0.323646511796611,
