Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os01g0103100,['transport.peptides and oligopeptides'],LOC_Os01g01360,1.8466894038712,NA,,1.15300234362772,0.601398738858346,,0.206485514931538,0.926646346869706,,1.27432148239114,0.471607069908851,,0.737333808091984,0.681774906964229,
Os01g0103400,NA,None,-0.373500532617372,0.809952256881064,,0.126471892044498,0.91571218560008,,-0.223096214885815,0.804999134469667,,-0.137234907532353,0.883212356101529,,-0.505708343274264,0.502225238287794,
Os01g0103700,['not assigned.unknown'],LOC_Os01g01380,-0.071180311194056,0.944314581367231,,-0.132541349453644,0.829128337261374,,-0.447537567207294,0.279011880832554,,-0.335436173462277,0.426589042075814,,-0.709250162092817,0.057862699362635,
Os01g0103800,['not assigned.unknown'],LOC_Os01g01390,0.00723774259258,0.994537504840793,,-0.027785456641741,0.962569582179595,,-0.237353243009709,0.541051769591553,,-0.065512290672483,0.881950711753132,,-0.495224218096972,0.132760142709646,
Os01g0103900,['not assigned.unknown'],LOC_Os01g01400,-1.15606886851562,NA,,0.141685641869237,0.938218545343145,,-0.779556708007111,0.536016006957919,,0.616723013815842,0.600382574507095,,0.20259786653947,0.868189475266728,
Os01g0104000,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g01410,0.536218972744196,0.132526960900379,,0.6687394714911,0.015493030910622,,0.913920362396242,0.000200210508714,,0.884305649571794,0.00029870984204,,0.883651030824924,0.000249259174605,
Os01g0104350,NA,None,-0.202045801168431,0.907429274136997,,-0.014965354139287,0.989452608927093,,0.39681016745013,0.632323044577887,,0.306221552869271,0.713663653087807,,-0.150983725716176,0.855057096385632,
Os01g0104400,['not assigned.unknown'],LOC_Os01g01450,-0.224646518540626,0.590586826108668,,-0.345694028997956,0.216428906782384,,-0.764364840759905,0.000652870502298,,-0.851558401583868,0.000103981508757,,-1.2843433946476,1.65E-09,Down
Os01g0104600,['development.unspecified'],LOC_Os01g01484,-0.496799326673866,0.105576305253582,,-0.911407119490464,7.55E-05,,-0.984550025102775,5.97E-06,,-1.35793598261434,2.80E-10,Down,-1.06359583841247,6.56E-07,Down
Os01g0104800,['not assigned.unknown'],LOC_Os01g01510,-0.384730095889304,0.426445303433556,,0.548420410716779,0.086797201590584,,1.53549529482699,1.38E-09,Up,1.96351829355756,2.12E-15,Up,2.38738839383106,1.01E-22,Up
Os01g0105400,['not assigned.unknown'],LOC_Os01g01570,0.161081276352778,0.872514858984484,,0.009699164643864,0.989029718299653,,0.106230998141822,0.847553924616729,,0.402790432361208,0.376180995695363,,-0.273645969808331,0.556076439272581,
Os01g0105800,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os01g01610,-0.432106404960039,0.688803223079041,,0.918537205734304,0.11212408487867,,1.38420666278913,0.004416144673614,Up,1.57840735382846,0.00083162322702,Up,1.81717049368978,7.34E-05,Up
Os01g0105900,['minor CHO metabolism.others'],LOC_Os01g01620,0.260227078475735,0.40517405837007,,0.203661241549017,0.428611966389479,,-0.058187288796509,0.823973747200833,,-0.500750804411994,0.009391322836667,,-0.797866937048948,1.44E-05,
Os01g0106300,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01650,1.12359899109259,0.008728763621072,Up,-0.023151318141285,0.972506409649302,,-2.97416810750183,4.79E-17,Down,-3.19069585632654,1.00E-18,Down,-6.47303365707897,3.12E-35,Down
Os01g0106400,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01660,2.60109239564315,7.63E-09,Up,2.42116565075525,2.50E-08,Up,1.72585264960365,6.61E-05,Up,1.85961928079565,1.18E-05,Up,-0.850185172811208,0.072461588112903,
Os01g0106500,['not assigned.unknown'],LOC_Os01g01670,0.67120974460766,0.391108450154856,,1.00161273732529,0.062041538801746,,1.42869315253881,0.001963513956583,Up,2.08365722875671,1.74E-06,Up,2.06769827662365,1.70E-06,Up
Os01g0106600,['not assigned.unknown'],LOC_Os01g01680,1.94863180961912,0.07729676044721,,2.51659743389121,0.003383587604804,Up,2.33068155076968,0.004270455668941,Up,2.3101936580801,0.004225945347609,Up,1.98993505192919,0.014061961299763,Up
Os01g0106700,NA,LOC_Os01g01689,-0.410542372216967,0.354293769094694,,-0.094721136767462,0.842609209772012,,0.177928877369799,0.610117293546719,,-0.253559093225571,0.429804341482545,,-0.041755155752012,0.906318231555805,
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,-0.600534930344861,0.162440171550924,,-0.964452450272397,0.002402336207787,,-1.32124905152192,5.61E-06,Down,-2.3018305433219,2.54E-16,Down,-2.3516856705542,4.06E-17,Down
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,-0.199804776183517,0.586847783842108,,-0.143589124454797,0.621892512360396,,-0.372769486739708,0.076794414578034,,-0.686952346547468,0.000435277801412,,-0.832988726999327,1.27E-05,
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,0.745816158202568,0.397670591799994,,1.44981869321629,0.010215946980937,Up,0.834771588822013,0.149924497476266,,0.65714751366965,0.270610538482851,,-0.095310107538147,0.892634725157986,
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,-0.387002709773531,0.144034581412137,,-0.805651929770904,2.31E-05,,-1.00155158559994,2.30E-08,Down,-0.841324465961815,2.83E-06,,-1.14917105686179,6.22E-11,Down
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,0.184847206931857,0.734611964673363,,0.039330464050626,0.934524272904485,,0.297869603912512,0.313154185949514,,0.841526446132223,0.000693044755163,,1.66301188915212,9.80E-13,Up
Os01g0108400,NA,LOC_Os01g01840,0.322926393615091,0.847848063647926,,-1.36224356347115,0.118314367047857,,-3.83445899415248,5.82E-06,Down,-3.82026362241086,1.52E-05,Down,-4.17602068731987,1.84E-06,Down
Os01g0109000,NA,None,-0.332724895833597,0.783064371100231,,-0.384757185216162,0.628210422493104,,-1.2003039398814,0.036771679306822,Down,-1.64668410660833,0.003825293191233,Down,-2.92796545954071,9.76E-07,Down
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,0.1690212879462,0.756436655574353,,0.380914633384079,0.221841404674265,,0.519802484015009,0.049598632978551,,0.585970850838051,0.021452659343262,,0.695352104233064,0.004609390776676,
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,-0.195078673518045,0.833233670785647,,-0.451959802783795,0.387256437016272,,-0.964059985769237,0.018912679566912,,-1.22113628215104,0.002674221810743,Down,-2.01439619503905,7.14E-07,Down
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,0.934405198333129,0.067520047841683,,-0.48655973187279,0.352608690763509,,-3.52686336578022,6.31E-14,Down,-3.53103808177834,1.69E-12,Down,-9.36789946804788,1.66E-09,Down
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,0.578025438932704,0.005269033482187,,1.81154624825746,1.46E-29,Up,2.37726628479894,2.31E-52,Up,2.29177921863592,5.90E-49,Up,2.03775839853367,6.37E-39,Up
Os01g0110700,['not assigned.unknown'],LOC_Os01g02050,-0.778545189511295,NA,,-0.599427093861097,0.631390950185159,,-1.82403303462516,0.05098983476038,,-1.50267755623799,0.10862968362123,,-1.65218692221905,0.066833982218201,
Os01g0110800,['DNA.unspecified'],LOC_Os01g02060,1.13450066400831,0.273075043045069,,2.36725768652827,0.000485851529432,Up,0.650688565481982,0.423226086372813,,1.0183596092878,0.161523087341138,,-0.718342343602954,0.369713422979133,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-0.17820550184688,0.84363640796739,,-1.1358325689497,0.006069491949453,Down,-3.42420890651636,2.87E-20,Down,-4.27218177669202,1.90E-28,Down,-4.7547303212038,1.17E-33,Down
Os01g0111300,NA,None,0.184732428811461,0.872410203293519,,-0.169614832301933,0.832119442671189,,-0.517374508659751,0.344740921653021,,-0.520392130830901,0.332671312243568,,-1.25163071263876,0.010073055271394,Down
Os01g0111700,['not assigned.unknown'],LOC_Os01g02130,0.068638844972835,NA,,-0.934569152380794,0.689494354324994,,-1.74504203983962,0.339194801278914,,-2.05081038218225,0.25633822283245,,-0.686405230118944,0.699695658190336,
Os01g0111800,['not assigned.unknown'],LOC_Os01g02139,-0.029187299238091,0.979956151631603,,-0.576459993967632,0.211043808013946,,-0.635307897785987,0.114938019747738,,-0.234227498208907,0.605145678072178,,-0.773638565369972,0.04069660593076,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,0.133001741818128,0.883551418200168,,-0.537831830470087,0.24658482489061,,-1.01758123751651,0.006895981579951,Down,-0.698987795572584,0.070751627356565,,-1.74154964951079,9.17E-07,Down
Os01g0112100,['not assigned.unknown'],LOC_Os01g02170,-0.25163559495399,0.910129817815917,,0.665729382531465,0.563692862803099,,1.5577017405182,0.057231897820412,,1.72189311999497,0.029687632758898,Up,2.41418674614024,0.00110673990733,Up
Os01g0112300,['not assigned.unknown'],LOC_Os01g02180,0.366041365760895,0.501232337636377,,0.762977604155991,0.023752835392476,,0.681461527527352,0.031296694403692,,1.24474667124846,1.61E-05,Up,1.42537650519138,4.19E-07,Up
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,-0.113864700084049,0.84137102008385,,-0.233862743284171,0.480626699441519,,-0.159779728729646,0.594261957392404,,0.034522831859666,0.919477594568431,,0.177813275246912,0.505223731166168,
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,0.835494716938409,0.354676836315867,,0.652474771571359,0.385144064288335,,0.068917724475401,0.933055232598657,,0.366062412913627,0.598817192243412,,-0.335198434991499,0.615851009849966,
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,-0.752887468306904,0.381567401683862,,-1.67225529109745,0.004161775087794,Down,-2.52566028796641,5.14E-06,Down,-2.14115888939493,0.000106313424173,Down,-2.90992285292821,2.72E-07,Down
Os01g0113400,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02320,-0.405692876679134,NA,,0.178826998862537,0.926283961890946,,-1.69222536659762,0.189267059892833,,-0.746325780986981,0.578455756590105,,-0.884948985928237,0.474231721479945,
Os01g0113500,NA,None,-0.212273690521159,0.878363424041398,,-1.11795319597567,0.094003330733032,,-2.13575708316666,0.000324116169788,Down,-2.93950693277415,6.98E-06,Down,0.428664084195092,0.479964939055518,
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,-1.48573130101102,0.226167555420947,,-0.597677443967985,0.577598385148566,,0.848271973865796,0.278638948434388,,1.76030590986759,0.008942342791897,Up,1.60824954266213,0.016130543406431,Up
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,-1.80414844151071,6.39E-07,Down,-1.87393267388409,3.57E-08,Down,-0.966301068604721,0.003891919365375,,-0.635434630126639,0.065813010524098,,-0.403290892964461,0.251487509158772,
Os01g0114550,NA,None,-1.41780637843677,NA,,-1.66018445301759,0.340659139263537,,-3.10826814534528,0.04444060969155,Down,-1.68283753675403,0.257790103883158,,-3.42824712902816,0.02610093024555,Down
Os01g0115100,['not assigned.unknown'],LOC_Os01g02490,-1.50601417930657,0.019712716849219,Down,-1.92723826224404,0.000411331358913,Down,-1.4601805124138,0.004167946567069,Down,-1.16240957482586,0.023844708496376,Down,-1.59242941045642,0.001408988089674,Down
Os01g0115300,NA,None,-0.745816138883985,0.850366737024702,,-0.50662540933555,0.861541732717592,,-0.806708815159057,0.714132605966896,,0.748058052215829,0.724108959094316,,1.11120361480049,0.555303339426541,
Os01g0115600,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02560,-1.67567649716495,NA,,-2.04739813818435,0.065625884545157,,-1.33018494040603,0.195948836210412,,-3.37676705474186,0.002387230446048,Down,-2.68940602893387,0.006882492215931,Down
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-2.07312993795738,NA,,-1.96138325558755,0.090073738418877,,-2.03601486562782,0.049633311499143,Down,-1.33573782551701,0.200292309967613,,-1.29894283173434,0.193784905636517,
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-1.53613870431906,NA,,-3.88437000462274,0.001706229912704,Down,-4.80960276325752,0.00014914870268,Down,-3.62577977590301,0.001536465956771,Down,-2.48452039188691,0.017006317929218,Down
Os01g0116900,['not assigned.unknown'],"LOC_Os01g02710, LOC_Os01g02750",-0.414610988647519,0.929413525730373,,0.106600867985348,0.973363906967253,,-0.191757527452233,0.939594368732771,,0.536942416885746,0.818612334028707,,0.809348775646118,0.692670372403566,
Os01g0117050,NA,None,0.046843079018936,NA,,0.044970538741941,0.978187401570933,,0.328916138994185,0.78278128550404,,-0.141784004221756,0.912751390589323,,-0.450857183611582,0.675770808918639,
Os01g0117100,"['signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02770,-1.20759350887483,0.113164741482197,,-1.16041436173038,0.064722269688418,,-1.20393538501239,0.034125063915019,Down,-1.59983971607613,0.004093934342563,Down,-2.3671774232065,2.11E-05,Down
Os01g0117200,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02780,-2.58262462882405,NA,,-3.11058015645338,0.054050738600464,,-4.15342732355996,0.006996414489559,Down,-7.17789959980579,0.000343817036322,Down,-6.12049921400869,0.000827966771665,Down
Os01g0117300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02790,-4.02969721993611,NA,,-5.55646918990531,NA,,-5.772309918904,NA,,-5.41197006553536,0.136341527245275,,-4.38448113801362,0.211309489542844,
Os01g0117900,['development.unspecified'],LOC_Os01g02870,-0.038907005831013,0.959275713445185,,0.108696681806208,0.804677043734464,,-0.616835396836351,0.024138836109479,,-2.23645898570548,4.47E-19,Down,-4.10919339237402,3.05E-53,Down
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,0.164831592019667,0.797933733778742,,-0.265047311194602,0.507798452526918,,-0.251717544065792,0.46192693549025,,0.189436754431712,0.578455756590105,,0.554009341562837,0.048400217961928,
Os01g0118066,NA,None,0.297838427476988,0.753761124601871,,-0.365052616245303,0.570188982969975,,-0.256433324667684,0.651270618779876,,0.006505193621889,0.991288824613112,,0.620835269818459,0.171871155453046,
Os01g0118100,['DNA.synthesis/chromatin structure'],LOC_Os01g02884,0.289659540355392,0.426445303433556,,-0.057424937888461,0.882502525581179,,-0.03341662672594,0.91591082068329,,0.365859633681716,0.112643204003741,,0.575412766308908,0.00691714242012,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,0.495915281799676,0.792951260697467,,0.170130193742678,0.910744449739478,,1.10014620363743,0.225630761002824,,0.814783941800403,0.385059020324197,,-0.472335196525594,0.639809765043536,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,0.551710357656242,0.180602395804175,,1.57519596038012,1.10E-08,Up,1.7900363535599,1.09E-11,Up,1.79966897594865,6.01E-12,Up,1.83134733792892,1.83E-12,Up
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,0.722516656198521,0.534334787700277,,0.811791820422723,0.332442989382081,,0.518797913819825,0.515279285797295,,0.580857415227707,0.444684413114609,,-0.600311228061752,0.43059054910086,
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,0.546758658309125,0.171680243231215,,1.1590682246386,2.77E-05,Up,1.54566395551194,1.81E-09,Up,1.49581949231724,5.22E-09,Up,1.93945178986191,9.07E-15,Up
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,0.346605405813102,0.793494852460299,,0.499417218903917,0.545315055485883,,0.315574185839699,0.674017016798017,,0.397952979181837,0.571015424087222,,-0.344989536463192,0.61693923679777,
Os01g0119050,NA,LOC_Os01g02940,0.134206949281945,0.936393837952612,,-0.678166994893255,0.415984101869051,,-1.15488199513248,0.085509612655649,,-1.34836171060878,0.043233570081176,Down,-4.1207276604036,1.18E-06,Down
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,0.094367816444889,0.934196858467378,,-0.616126916195014,0.236357261231424,,-1.59577846663068,0.000117768807822,Down,-1.66599848284282,5.11E-05,Down,-3.55283509409692,1.98E-16,Down
Os01g0120300,['protein.aa activation.leucine-tRNA ligase'],LOC_Os01g03020,-0.14213192094191,0.744992491137661,,-0.914311225040087,9.76E-06,,-1.62023736799778,4.67E-17,Down,-1.98242191665052,1.35E-24,Down,-2.1801942275302,1.87E-29,Down
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,0.362023739409783,0.65208277945468,,0.593127993918564,0.245055851986029,,1.1800674014329,0.003539936325598,Up,1.40706667478745,0.000320182770363,Up,2.39823186160049,9.61E-11,Up
Os01g0120500,['not assigned.unknown'],LOC_Os01g03040,-0.64459899827889,0.18738665459056,,-1.12738160573187,0.001428946120622,Down,-1.70241758333945,1.45E-07,Down,-2.96295698930903,4.70E-20,Down,-2.59683279064089,4.02E-16,Down
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,0.211751871113619,0.785368432866904,,0.934234882693181,0.009250130568214,,1.31593078176713,3.48E-05,Up,1.4527795061461,3.34E-06,Up,1.71317309700597,1.85E-08,Up
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,0.216473496625023,0.639808456564195,,0.161745288516487,0.652956958795633,,0.44472076649799,0.080157869866486,,0.486943396823134,0.047468875874803,,0.271139761677544,0.290668706656236,
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,0.574906085478111,0.020059072868358,,0.750244832900963,0.000241209886565,,1.25770305890438,1.41E-11,Up,1.65669013304891,9.91E-20,Up,1.93972949513751,6.12E-27,Up
Os01g0121100,['not assigned.unknown'],LOC_Os01g03090,-0.301171858960018,0.370564880467934,,-0.401311830492602,0.098749464514293,,-0.444183293052564,0.040657605965463,,-0.536892675344335,0.010447275219259,,-0.23590225069727,0.288471350307289,
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,-0.399963991143686,NA,,-1.83847636421651,0.238931775283105,,-2.60272817414137,0.059516296792033,,-3.75126547496121,0.019881939523436,Down,-2.12002197517277,0.104935713609921,
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,0.768602632055903,NA,,1.49585986697577,0.145632133509607,,1.57079876469702,0.085268756824345,,1.39438914807659,0.129279660392937,,0.809278109065073,0.402403833396501,
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,0.072519398382021,0.88273864902251,,-0.176366979251711,0.529718847634428,,-0.376465782011344,0.074452142653916,,-0.552728135855892,0.005215340971003,,-0.656270131659441,0.000637213338218,
Os01g0121800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g03160,0.350531093296783,0.504327490676188,,0.260441365495586,0.543062844593258,,0.346122740092086,0.31426609752926,,0.48409385178923,0.126771993796201,,0.845820882367129,0.003255258334947,
Os01g0123700,['development.unspecified'],LOC_Os01g03290,-0.523284168663549,0.717522667870258,,-3.51531921487189,2.24E-05,Down,-7.32619625770756,2.04E-06,Down,-6.89366785657367,3.19E-05,Down,-6.43887680142759,3.17E-07,Down
Os01g0123900,['not assigned.unknown'],LOC_Os01g03310,-0.675849550576981,0.21556545549541,,-0.991685453146766,0.01376107383162,,-3.03379836216922,2.54E-18,Down,-5.46995160023429,1.04E-48,Down,-7.21634686876692,8.78E-63,Down
Os01g0124000,['not assigned.unknown'],LOC_Os01g03320,-0.75714393375077,0.120080590006343,,-1.16030548512999,0.001774578496137,Down,-2.9368216345785,6.83E-18,Down,-4.6818201516467,1.66E-33,Down,-5.05800315343437,4.95E-38,Down
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,0.417868655590807,0.554636867835824,,0.569628530490585,0.241586117474736,,-0.233346861685369,0.643504668672846,,-0.087743091885667,0.874041044097118,,1.4484876246183,8.27E-05,Up
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,0.875742697958609,0.000780261119395,,1.47758597227633,2.67E-11,Up,0.442561749808022,0.071798721353353,,0.734705286248108,0.001156486271907,,1.81050573522011,9.11E-18,Up
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,2.76534157102623,7.39E-05,Up,4.22609103135703,4.37E-12,Up,2.03145713217813,0.001546565619782,Up,2.31790093554182,0.000199909750315,Up,0.942034800497926,0.173431645301927,
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,0.149487175658768,0.914879582829068,,1.43334409787944,0.007548831240504,Up,1.92384288782366,5.86E-05,Up,3.39584543120532,3.47E-14,Up,3.80280488202064,8.37E-18,Up
Os01g0125600,['transport.metal'],LOC_Os01g03490,0.093800560465816,0.963957539442059,,0.342160148904962,0.758729926693333,,0.347780905548053,0.700610260884294,,0.042762130301825,0.965462232953699,,-0.671836257693987,0.387782339003481,
Os01g0125800,['development.unspecified'],LOC_Os01g03510,0.554847061179353,0.537719706643658,,0.72125356222721,0.243423345974883,,1.84920161682336,6.31E-05,Up,2.3159249144549,2.14E-07,Up,2.36873051180556,8.27E-08,Up
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,0.407166283467084,0.379785334359548,,0.609231522369531,0.062067806562402,,0.663814174093605,0.024572239561361,,0.876929003131666,0.001766026663659,,1.23127285331493,4.78E-06,Up
Os01g0126200,['not assigned.unknown'],LOC_Os01g03549,-1.58977857502632,0.004839628361827,Down,-2.15093573267072,1.02E-05,Down,-3.05830855476959,1.07E-10,Down,-4.1620769215032,6.33E-15,Down,-4.90785576714175,3.00E-18,Down
Os01g0126401,NA,None,-1.50934144846127,NA,,-0.702026694046496,0.59939827788601,,-0.068109589189664,0.95825535007674,,0.09969694520784,0.937385219287264,,-0.11645675014839,0.918070354692711,
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,-0.180318360897961,0.841529676251675,,-1.11861739660088,0.007781360288833,Down,-2.14484396268444,3.61E-08,Down,-2.27448635867902,1.27E-08,Down,-2.69556351811987,1.90E-11,Down
Os01g0127450,['not assigned.unknown'],LOC_Os01g03660,0.18886784292765,NA,,-0.692471178690854,0.591591089050822,,-1.81741208906283,0.068776300154115,,-1.91167186824255,0.059629937837516,,-1.97249465886019,0.04186991354103,Down
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,1.76024947301672,NA,,3.8754416318996,0.007883522613861,Up,-1.40360061743966,0.477987950022557,,-1.7424259885418,0.393863359694512,,-4.37293819851886,0.039270627978337,Down
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,-0.375488481780413,0.626965276697204,,-0.224153450372404,0.719297307596569,,0.013220986682547,0.98175737385569,,0.054912685387401,0.922754996583094,,0.796228658033813,0.040226390585812,
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,0.022056137795644,0.987591064002767,,1.00627046660412,0.03796936558757,Up,1.45612910281921,0.000571706922756,Up,1.50851143760288,0.000286207377898,Up,1.3611637938221,0.001029409820212,Up
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,0.526544648846908,0.764596036557581,,1.55122076958842,0.072318378532373,,2.5833921501117,0.000278639771508,Up,3.16135772268068,3.88E-06,Up,5.03396154875801,9.99E-15,Up
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,1.46915320599529,0.092350967073217,,0.656490153868123,0.469065030086715,,-1.12702557629353,0.15089932700317,,-1.34133437223461,0.089658284301419,,-2.38488524421557,0.002957436688165,Down
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,0.301886657356201,0.659923010493245,,0.690255844369758,0.079440975771651,,1.92228184544843,7.09E-10,Up,2.56115239128206,3.13E-17,Up,2.94105053106777,9.71E-23,Up
Os01g0128250,NA,None,0.160903722063451,NA,,-0.463723562661754,0.828068901118476,,1.00447983158937,0.46484207810358,,1.83569082125206,0.120919975975136,,2.21759812914453,0.046700230693991,Up
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,0.264875865765438,0.807567556535276,,0.005345304204915,0.99434374496589,,-0.283865580132716,0.640884643084398,,-0.728042990313447,0.169496140304924,,-1.47416694851846,0.003117245244932,Down
