Gene,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os01g0104600,['development.unspecified'],LOC_Os01g01484,-0.006773572,0.999997499,,-0.725354381,0.015619596,,-1.410623175,1.59E-07,Down,-1.939662091,3.47E-16,Down,-1.668022419,5.96E-10,Down
Os01g0104800,['not assigned.unknown'],LOC_Os01g01510,0.153415953,0.999997499,,-0.553064024,0.332536548,,-1.669450441,9.43E-05,Down,-2.132599728,1.10E-08,Down,-2.520746682,3.99E-08,Down
Os01g0105400,['not assigned.unknown'],LOC_Os01g01570,0.090664149,0.999997499,,-0.250412768,0.730881433,,-1.032649715,0.017806909,Down,-1.875418917,7.51E-07,Down,-2.195573177,4.88E-06,Down
Os01g0105800,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os01g01610,-0.020258743,0.999997499,,-0.199739866,0.820119476,,1.879249717,5.75E-07,Up,1.537283926,9.46E-06,Up,2.28210939,4.29E-10,Up
Os01g0105900,['minor CHO metabolism.others'],LOC_Os01g01620,-0.357988889,0.999997499,,0.828467028,0.175947476,,2.002408817,1.45E-05,Up,1.756331947,2.27E-05,Up,1.721346878,0.000172583,Up
Os01g0106300,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01650,-0.06707414,0.999997499,,-0.47362705,0.522958978,,-6.095684747,1.41E-18,Down,-7.044035335,4.93E-27,Down,-7.026353406,1.30E-15,Down
Os01g0106400,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01660,0.040183654,0.999997499,,-0.457243914,0.722006694,,-4.178018919,2.31E-07,Down,-6.278858507,1.90E-12,Down,-3.157127972,2.55E-05,Down
Os01g0106500,['not assigned.unknown'],LOC_Os01g01670,0.611091419,NA,,-0.535570251,0.673238976,,-1.985676977,0.024326389,Down,-1.568435299,0.025866361,Down,-1.287508204,0.120422631,
Os01g0106600,['not assigned.unknown'],LOC_Os01g01680,-1.013273325,0.999997499,,0.201157854,0.899100345,,0.600553802,0.463107294,,1.350580375,0.030129236,Up,1.209931725,0.086198382,
Os01g0106700,NA,LOC_Os01g01689,-0.064272877,0.999997499,,0.55679976,0.303916794,,0.243932646,0.603628143,,0.197749662,0.62638535,,-0.032168569,0.944996424,
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,0.134079198,0.999997499,,-0.586406277,0.374851516,,-1.457682624,0.001350633,Down,-1.156263194,0.004675453,Down,-0.6517862,0.167312848,
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,0.135400729,0.999997499,,0.087864947,0.85467096,,0.761961669,0.000601345,,1.052344312,4.28E-08,Up,1.313521611,3.97E-10,Up
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,0.292487338,0.999997499,,-0.213156936,0.886426886,,0.9928839,0.151638116,,2.025400448,0.000203549,Up,1.592487392,0.010647138,Up
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,0.130968975,0.999997499,,-0.544939109,0.215432038,,1.131892109,0.000590744,Up,1.265241878,1.26E-05,Up,1.791316756,1.10E-08,Up
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,-0.137408509,0.999997499,,-0.194869571,0.613198947,,1.387548551,6.86E-11,Up,1.87274479,2.70E-23,Up,2.268833716,2.43E-28,Up
Os01g0108400,NA,LOC_Os01g01840,-0.563650996,0.999997499,,-2.37804425,0.210672668,,-5.316906417,0.000381577,Down,-5.054766894,0.000103709,Down,-4.45003287,0.002319463,Down
Os01g0109000,NA,None,-0.432601834,0.999997499,,-0.170179002,0.822605665,,-1.257322251,0.00267106,Down,-1.854254188,3.22E-07,Down,-1.403522912,0.000950741,Down
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,-0.044685457,0.999997499,,0.410340906,0.272135378,,1.212712448,4.95E-06,Up,0.869041363,0.000324928,,1.162829775,8.91E-06,Up
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,0.106041159,0.999997499,,0.00340862,0.997315444,,-0.925825649,0.025168827,,-0.830673312,0.017875986,,-1.89461417,1.79E-05,Down
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,-0.098974305,0.999997499,,0.248482699,0.900403408,,-8.271047001,3.33E-06,Down,-7.627760113,8.06E-08,Down,-5.142329497,3.45E-05,Down
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,0.157374902,0.999997499,,0.769698097,0.15049102,,3.251278073,2.33E-16,Up,3.373361883,2.33E-21,Up,3.473996756,5.38E-19,Up
Os01g0110700,['not assigned.unknown'],LOC_Os01g02050,-0.245360719,NA,,-1.127865963,0.312541653,,-2.218967021,0.022584052,Down,-2.770691698,0.000870633,Down,-3.355965234,0.004215613,Down
Os01g0110800,['DNA.unspecified'],LOC_Os01g02060,-0.992462406,NA,,0.297304184,NA,,-1.170401962,0.312128228,,-2.772690971,0.010013596,Down,-2.981951181,0.04150845,Down
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-0.226000179,0.999997499,,-0.331174655,0.793277731,,-3.634098155,3.50E-08,Down,-4.08327428,2.48E-12,Down,-6.593699222,8.74E-13,Down
Os01g0111300,NA,None,-0.551536313,0.999997499,,-0.843615231,0.264197565,,-1.744974848,0.0049213,Down,-2.136357427,5.80E-05,Down,-1.257460688,0.038045927,Down
Os01g0111700,['not assigned.unknown'],LOC_Os01g02130,-0.286475594,NA,,-0.279193128,0.895748937,,-1.868595445,0.115710348,,-2.02021101,0.038335527,Down,-1.976175346,0.094210464,
Os01g0111800,['not assigned.unknown'],LOC_Os01g02139,-0.311511231,0.999997499,,-0.406542593,0.648936754,,-1.234823118,0.026893143,Down,0.137481684,0.803774928,,-0.657527644,0.241032004,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,0.028928982,0.999997499,,-0.141224601,0.885941806,,-2.096485397,4.83E-06,Down,-0.806499645,0.052308688,,-1.221306366,0.007562578,Down
Os01g0112100,['not assigned.unknown'],LOC_Os01g02170,1.019642266,NA,,0.141501994,NA,,-0.788958731,0.601747615,,-2.542398869,0.066007902,,-0.705690212,0.62024002,
Os01g0112300,['not assigned.unknown'],LOC_Os01g02180,-0.035461576,0.999997499,,-0.272295088,0.649035315,,0.466585978,0.210534178,,0.265672024,0.431127805,,0.33215929,0.373287487,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,0.09072809,0.999997499,,0.184433667,0.705047915,,0.747146368,0.005711569,,1.483786137,6.93E-11,Up,1.549199899,6.31E-10,Up
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,0.126476363,0.999997499,,1.442194647,0.052992302,,1.131334305,0.099010038,,1.553393688,0.007026529,Up,0.382973531,0.607352995,
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,0.40627583,0.999997499,,-0.290522821,0.777648,,-4.123815838,3.21E-07,Down,-6.680132973,3.22E-09,Down,-5.581840964,2.82E-06,Down
Os01g0113400,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02320,0.11499092,NA,,-0.745961403,NA,,-2.055903818,0.080097348,,-2.513857669,0.010622905,Down,-2.182685815,0.064654368,
Os01g0113500,NA,None,-0.177718253,0.999997499,,-0.349874635,0.728945119,,-5.400380459,1.82E-07,Down,-5.885214966,1.08E-11,Down,-5.298056028,2.24E-07,Down
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,-0.137606603,0.999997499,,0.442963918,0.75018718,,0.796049062,0.33565869,,2.810344391,1.42E-06,Up,2.633828965,3.42E-05,Up
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,0.094272335,0.999997499,,0.201669553,0.687519576,,-1.858310474,1.39E-09,Down,-1.142964474,8.65E-06,Down,-0.334381147,0.282282331,
Os01g0114550,NA,None,-0.955429522,NA,,-0.772015404,0.58718021,,-6.451325727,0.00029149,Down,-3.209510009,0.000659959,Down,-4.854508653,0.002507596,Down
Os01g0115100,['not assigned.unknown'],LOC_Os01g02490,0.251049318,0.999997499,,-0.231621682,0.768428557,,-3.677403768,2.00E-09,Down,-3.504595724,4.64E-14,Down,-2.957593181,4.97E-08,Down
Os01g0115300,NA,None,0.419324816,0.999997499,,0.304990234,0.796271528,,-1.667632525,0.020225617,Down,-1.029769761,0.080928526,,-2.371028869,0.002257707,Down
Os01g0115600,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02560,-0.668910453,0.999997499,,0.557850251,0.66903514,,-5.306410406,3.70E-06,Down,-5.931556756,3.13E-09,Down,-3.824305518,2.53E-05,Down
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,-0.112779608,NA,,-0.270867264,0.896960121,,-2.129660316,0.062912987,,-2.899803241,0.003587771,Down,-3.333367581,0.012297261,Down
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,0.216558074,0.999997499,,-0.798189976,0.364431246,,-5.092031211,1.31E-07,Down,-4.830073707,1.14E-11,Down,-4.323024116,2.57E-07,Down
Os01g0116900,['not assigned.unknown'],"LOC_Os01g02710, LOC_Os01g02750",-0.072035769,0.999997499,,-0.538578239,0.535340549,,-2.91055871,4.93E-07,Down,-3.605794422,2.94E-12,Down,-4.240459705,1.61E-10,Down
Os01g0117050,NA,None,-0.518909854,NA,,-0.477279905,NA,,-2.154824438,0.041550784,Down,-2.645763689,0.002858339,Down,-2.087884352,0.045095808,Down
Os01g0117100,"['signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02770,0.041955193,0.999997499,,-0.325483416,0.680440903,,-3.886432051,1.06E-08,Down,-4.89017963,4.23E-14,Down,-5.801047203,5.30E-07,Down
Os01g0117200,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02780,-0.916167049,0.999997499,,-0.398903022,0.795917065,,-9.310431473,6.34E-08,Down,-8.665561907,2.38E-10,Down,-5.686247503,7.77E-08,Down
Os01g0117300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like']",LOC_Os01g02790,-0.466347881,NA,,-0.899744549,0.556626039,,-7.672578536,2.37E-05,Down,-7.972259626,7.17E-08,Down,-7.416095224,3.29E-05,Down
Os01g0117900,['development.unspecified'],LOC_Os01g02870,-0.120873833,0.999997499,,-0.13810831,0.882690085,,-1.996738819,1.97E-06,Down,-4.09794026,8.59E-27,Down,-5.68768752,5.69E-28,Down
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,0.003651409,0.999997499,,-0.586814747,0.043165857,,-0.782470865,0.002952371,,-0.483271163,0.036560105,,0.143042493,0.609159819,
Os01g0118066,NA,None,0.36619246,0.999997499,,-0.020888101,0.986642492,,-0.082150488,0.87751795,,-0.754810644,0.042711586,,-1.044956552,0.013718496,Down
Os01g0118100,['DNA.synthesis/chromatin structure'],LOC_Os01g02884,0.100646552,0.999997499,,-0.248317009,0.494876369,,-0.294747191,0.262227071,,-0.628297534,0.002999268,,-0.557361459,0.020810384,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,-0.157616121,NA,,1.366217357,0.418967058,,0.793851009,0.567007333,,1.31586066,0.229187289,,1.735844421,0.137322796,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,-0.128615038,0.999997499,,0.862265076,0.183368527,,3.187341597,1.52E-11,Up,2.524583708,3.67E-09,Up,2.624747135,2.44E-08,Up
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,0.734410118,NA,,0.849397165,0.594457978,,2.245586914,0.015295781,Up,2.160339929,0.009774632,Up,2.607792886,0.003318006,Up
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,-0.237208603,0.999997499,,1.488704449,0.025115701,Up,3.216975505,1.11E-08,Up,3.079632349,1.08E-09,Up,2.823436054,4.38E-07,Up
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,0.41988494,0.999997499,,-0.525580659,0.660423285,,2.214541495,6.22E-05,Up,3.440290164,8.69E-13,Up,3.686625819,4.44E-13,Up
Os01g0119050,NA,LOC_Os01g02940,0.269953089,NA,,-1.674895287,0.052145001,,-1.985294052,0.015664466,Down,-1.708793425,0.01167718,Down,-1.493209881,0.060097489,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,0.486517356,0.999997499,,-1.064148584,0.314177217,,-1.97757877,0.011635309,Down,-2.035503714,0.002914536,Down,-1.506742746,0.052165708,
Os01g0120300,['protein.aa activation.leucine-tRNA ligase'],LOC_Os01g03020,-0.212882682,0.999997499,,-0.130849136,0.733795976,,-0.944448309,4.03E-06,,-0.808220178,9.01E-06,,-0.767100147,0.000185633,
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,0.169161187,0.999997499,,0.482805472,0.49092933,,1.851718581,2.06E-05,Up,2.013439569,1.83E-07,Up,2.505372722,2.29E-09,Up
Os01g0120500,['not assigned.unknown'],LOC_Os01g03040,0.217671498,0.999997499,,-0.364486755,0.779903367,,-1.368967967,0.052714802,,-1.618981681,0.007808099,Down,-0.731955908,0.306334851,
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,0.105502431,0.999997499,,0.483366565,0.515898046,,1.60305987,0.000502541,Up,1.482246809,0.000326695,Up,1.73317906,0.000118565,Up
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,-0.062616369,0.999997499,,0.958598719,3.25E-05,,1.472119165,3.39E-11,Up,1.98393482,6.91E-24,Up,2.223750456,5.68E-25,Up
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,0.252161525,0.999997499,,-0.248847381,0.384551636,,-0.052947634,0.83619986,,-0.322775837,0.077029707,,0.232884901,0.261021589,
Os01g0121100,['not assigned.unknown'],LOC_Os01g03090,0.041041778,0.999997499,,0.276956161,0.482874647,,0.900974464,0.00034214,,1.083991058,8.44E-07,Up,1.057326055,1.57E-05,Up
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,1.114350703,NA,,1.227372299,0.326098401,,1.687546343,0.064818923,,1.725923416,0.031904983,Up,1.975342909,0.023046531,Up
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,0.018987169,0.999997499,,1.966582123,0.044603106,Up,2.962613433,0.000298909,Up,2.977618859,5.20E-05,Up,2.779145415,0.000617723,Up
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.158885758,0.999997499,,-0.500410456,0.056803046,,-0.957195204,1.86E-05,,-1.239959282,2.30E-10,Down,-1.194901207,7.54E-08,Down
Os01g0121800,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os01g03160,0.124209105,0.999997499,,0.403101239,0.246349554,,1.620656986,9.03E-12,Up,1.604712925,6.96E-14,Up,1.958322594,4.15E-17,Up
Os01g0123700,['development.unspecified'],LOC_Os01g03290,0.589244306,0.999997499,,1.790272897,0.113182718,,0.327719897,0.782956567,,1.694503142,0.045327105,Up,1.748988125,0.060331202,
Os01g0123900,['not assigned.unknown'],LOC_Os01g03310,-0.23205623,0.999997499,,-0.18611966,0.860900505,,-0.589219781,0.283758841,,-0.196006699,0.706617209,,-0.094529933,0.871089813,
Os01g0124000,['not assigned.unknown'],LOC_Os01g03320,-0.668362536,0.999997499,,0.04621392,0.965180985,,0.83709326,0.041218707,,0.893450265,0.012309038,,1.053917365,0.006719195,Up
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,-1.226896273,0.999997499,,1.873922929,0.284172741,,2.669673063,0.044093495,Up,2.399760411,0.040293326,Up,2.096583645,0.107390275,
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,-0.914558439,0.999997499,,1.489803816,0.122603887,,3.22901928,2.06E-05,Up,3.433066934,3.34E-07,Up,3.431285888,3.75E-06,Up
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,-3.182366342,0.087442623,,2.451852059,0.004489673,Up,4.528263037,5.62E-09,Up,5.399633608,5.71E-15,Up,4.911827221,1.18E-10,Up
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,-0.692066885,0.999997499,,1.304169148,0.082294918,,3.61730442,1.83E-10,Up,5.123014098,8.73E-24,Up,5.623502228,7.87E-25,Up
Os01g0125600,['transport.metal'],LOC_Os01g03490,-0.271979783,NA,,-0.284587487,0.877329099,,0.596480686,0.540875643,,-0.032743002,0.971922684,,-2.599285406,0.025512328,Down
Os01g0125800,['development.unspecified'],LOC_Os01g03510,-0.095510352,0.999997499,,0.043148757,0.973265692,,1.918202734,3.99E-06,Up,2.477435908,1.47E-11,Up,3.030847909,1.46E-14,Up
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,0.091704088,0.999997499,,-0.019389304,0.978735442,,1.23407535,2.43E-07,Up,1.067085716,7.06E-07,Up,1.586902273,8.80E-12,Up
Os01g0126200,['not assigned.unknown'],LOC_Os01g03549,0.512626893,0.999997499,,-0.397718279,0.676633295,,-3.807100557,3.04E-10,Down,-4.155056347,2.74E-15,Down,-3.312983927,1.62E-08,Down
Os01g0126401,NA,None,0.43165161,NA,,0.051750798,0.985808079,,-3.254334691,0.026660315,Down,-2.464125597,0.014493161,Down,-5.461934683,0.002301127,Down
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,-0.148573031,0.999997499,,0.058974837,0.965475474,,-1.206367957,0.030761279,Down,-1.932864182,5.62E-05,Down,-5.20374074,2.31E-07,Down
Os01g0127450,['not assigned.unknown'],LOC_Os01g03660,-0.905398671,NA,,0.02257706,NA,,-4.209374179,0.025715136,Down,-2.463300256,0.021023903,Down,-2.529308285,0.060387279,
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,-0.412944482,0.999997499,,0.792151989,0.565823142,,-0.117569866,0.919763662,,0.086686721,0.927501075,,1.550731477,0.070521824,
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,0.188592031,0.999997499,,2.094544054,0.000586519,Up,1.181585719,0.063118709,,1.898982098,0.000348102,Up,1.93358715,0.00095668,Up
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,0.13569502,0.999997499,,1.694940544,0.000826455,Up,3.849347709,1.66E-17,Up,4.338961062,4.00E-26,Up,4.908189394,1.15E-28,Up
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,-0.372434975,0.999997499,,0.566200166,0.74542169,,3.413408862,2.13E-05,Up,3.548535505,1.50E-06,Up,3.576840282,5.88E-06,Up
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,0.283536869,0.999997499,,-0.402361162,0.684294356,,1.633733262,0.00146699,Up,0.839596806,0.088943902,,1.355157494,0.009302562,Up
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,-0.594558072,0.999997499,,0.459321736,0.563337819,,4.42838135,1.23E-23,Up,4.39074597,6.30E-28,Up,4.315280953,5.09E-23,Up
Os01g0128250,NA,None,0.767528778,0.999997499,,3.031319406,0.000315402,Up,4.063490269,4.85E-08,Up,4.516231089,1.18E-10,Up,4.580961354,2.79E-10,Up
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,0.292656732,0.999997499,,3.029312882,1.12E-11,Up,3.862271556,1.01E-17,Up,4.139076052,5.81E-24,Up,4.328461305,1.44E-22,Up
Os01g0128400,['not assigned.unknown'],LOC_Os01g03760,0.295407945,0.999997499,,0.478386514,0.197323316,,1.372247711,4.68E-07,Up,1.253617485,2.97E-07,Up,1.685816119,2.17E-10,Up
Os01g0128800,['not assigned.unknown'],LOC_Os01g03820,0.177028206,0.999997499,,-0.651338914,0.126190255,,-0.92636628,0.008071266,,-0.558731344,0.07990049,,0.304315572,0.409195287,
Os01g0129500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34'],LOC_Os01g03870,-0.923782497,0.999997499,,0.124403994,0.938217619,,-0.245769656,0.777386445,,1.259507358,0.025685418,Up,1.810024701,0.002432862,Up
Os01g0130000,['transport.metal'],LOC_Os01g03914,-0.038363145,0.999997499,,1.544242471,0.005217764,Up,3.691280827,4.43E-14,Up,3.969442313,1.40E-19,Up,4.033193073,5.09E-17,Up
Os01g0130200,['not assigned.unknown'],LOC_Os01g03940,0.442611938,0.999997499,,-0.16615032,0.939268022,,-1.029518234,0.31093657,,-0.322787283,0.729311958,,-0.097877706,0.926903434,
Os01g0130400,"['misc.gluco-, galacto- and mannosidases.alpha-galactosidase']",LOC_Os01g03950,0.88818024,0.999997499,,1.398943886,0.068929953,,2.313286433,0.000196255,Up,1.498004296,0.010657925,Up,1.302784145,0.050057791,
Os01g0130900,['not assigned.unknown'],LOC_Os01g03980,0.748430888,0.999997499,,0.824279964,0.454095109,,1.641685246,0.026083813,Up,0.930972076,0.177603107,,0.813471558,0.299810782,
Os01g0131450,NA,None,-0.178423768,0.999997499,,0.418667162,0.388498649,,0.086594847,0.84558733,,-0.635575473,0.04564013,,-0.614339751,0.094733393,
Os01g0131600,"['hormone metabolism.ethylene.signal transduction', 'RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os01g04020,-0.466211643,NA,,0.295055305,0.85098882,,-0.201126052,0.845965274,,-0.266752057,0.74444962,,0.207730255,0.819214152,
Os01g0131800,['protein.targeting.secretory pathway.unspecified'],LOC_Os01g04030,-0.181653169,0.999997499,,-0.295022638,0.733058876,,-0.113760857,0.853573367,,-0.544749872,0.229245444,,-1.069265436,0.038736386,Down
Os01g0132000,['not assigned.unknown'],LOC_Os01g04050,0.071761862,0.999997499,,0.909812407,0.173171009,,3.100798413,3.32E-10,Up,3.620667329,1.75E-16,Up,4.468593317,1.29E-20,Up
Os01g0132500,['not assigned.unknown'],LOC_Os01g04100,0.741056551,0.999997499,,1.528067833,4.48E-05,Up,2.715835861,1.91E-15,Up,3.270275285,5.49E-26,Up,3.626633074,5.04E-28,Up
Os01g0132800,['protein.synthesis.misc ribosomal protein'],LOC_Os01g04130,-0.122499637,0.999997499,,0.392101485,0.3837249,,1.404327906,1.34E-06,Up,1.265244877,1.41E-06,Up,1.270386025,1.37E-05,Up
Os01g0133100,['not assigned.unknown'],LOC_Os01g04160,0.569590803,0.999997499,,2.340459134,0.020206395,Up,2.934503542,0.000728238,Up,4.500813757,3.19E-09,Up,5.576851883,2.65E-12,Up
Os01g0133400,['transport.sugars'],LOC_Os01g04190,-0.089057111,0.999997499,,-0.319495793,0.150066963,,0.393973514,0.028370415,,1.063683548,3.95E-13,Up,1.175494909,3.36E-13,Up
Os01g0133500,['not assigned.unknown'],LOC_Os01g04200,0.136657207,0.999997499,,-0.351289663,0.356146042,,0.253591485,0.400086199,,0.754735403,0.001000231,,1.402155482,7.45E-09,Up
Os01g0134200,['not assigned.unknown'],LOC_Os01g04250,0.483930003,NA,,-1.286789909,NA,,-0.907606382,0.615790073,,-1.865865791,0.210860627,,-4.401924753,0.035352956,Down
