id,Label
735,Os03g0214200
736,Os01g0120700
737,Os03g0331700
738,Os07g0684900
739,Os01g0822200
740,Os01g0639900
741,Os07g0687900
742,Os05g0510100
743,Os03g0300900
744,Os05g0227600
745,Os04g0556400
746,Os06g0220500
747,Os07g0520100
748,Os12g0582700
749,Os11g0148000
750,Os05g0346200
751,Os03g0806500
752,Os10g0477600
753,Os01g0153300
754,Os05g0253200
755,Os02g0153200
756,Os10g0105700
757,Os01g0920100
758,Os01g0626500
759,Os12g0631200
760,Os03g0110600
761,Os07g0224900
762,Os03g0847900
763,Os01g0343300
764,Os07g0169600
765,Os11g0551800
766,Os02g0614500
767,Os06g0644200
768,Os01g0152300
769,Os01g0901900
770,Os09g0372900
771,Os01g0919500
772,Os03g0750000
773,Os02g0324700
774,Os01g0192900
775,Os03g0595800
776,Os10g0162400
777,Os02g0766700
778,Os05g0530400
779,Os01g0673800
780,Os09g0543900
781,Os09g0113000
782,Os07g0671400
783,Os02g0713250
784,Os03g0858700
785,Os01g0131300
786,Os01g0127700
787,Os01g0855600
788,Os01g0716200
789,Os07g0596000
790,Os05g0381700
791,Os06g0661500
792,Os01g0389200
793,Os03g0239200
794,Os04g0447800
795,Os09g0472100
796,Os01g0832900
797,Os02g0125300
798,Os11g0148101
799,Os02g0727300
800,Os11g0154500
801,Os01g0845000
802,Os02g0291000
803,Os07g0684100
804,Os02g0805100
805,Os01g0566050
806,Os02g0774200
807,Os03g0817200
808,Os06g0115600
809,Os05g0125200
810,Os01g0507000
811,Os03g0726500
812,Os01g0719000
813,Os01g0823100
814,Os03g0640000
815,Os06g0599200
816,Os07g0537250
817,Os03g0338200
818,Os01g0198500
819,Os01g0821600
820,Os05g0438800
821,Os09g0511200
822,Os10g0514901
823,Os03g0784700
824,Os06g0683950
825,Os04g0448900
826,Os07g0637000
827,Os03g0325500
828,Os01g0865400
829,Os08g0514000
830,Os01g0948200
831,Os02g0712400
832,Os06g0591200
833,Os06g0716000
834,Os09g0508500
835,Os03g0674300
836,Os05g0566400
837,Os10g0565150
838,Os09g0369050
839,Os04g0488700
840,Os12g0134000
841,Os01g0314800
842,Os05g0358400
843,Os04g0527700
844,Os01g0218100
845,Os02g0119600
846,Os03g0102700
847,Os01g0962100
848,Os04g0521700
849,Os02g0255500
850,Os07g0410300
851,Os02g0747900
852,Os12g0548800
853,Os03g0179400
854,Os08g0184800
855,Os02g0818900
856,Os01g0513400
857,Os02g0780700
858,Os03g0118450
859,Os08g0331000
860,Os09g0399800
861,Os04g0550866
862,Os04g0406600
863,Os01g0111300
864,Os03g0270000
865,Os12g0150200
866,Os04g0275950
867,Os11g0256900
868,Os03g0618300
869,Os08g0248100
870,Os07g0239200
871,Os05g0148800
872,Os03g0610650
873,Os07g0295800
874,Os05g0154600
875,Os04g0461600
876,Os06g0679200
877,Os01g0925400
878,Os01g0511000
879,Os05g0186300
880,Os01g0359600
881,Os01g0869200
882,Os06g0147200
883,Os03g0254800
884,Os07g0535800
885,Os01g0934400
886,Os01g0823900
887,Os09g0549450
888,Os05g0408300
889,Os03g0152200
890,Os12g0182500
891,Os01g0739200
892,Os03g0187400
893,Os02g0619600
894,Os12g0472366
895,Os06g0693000
896,Os01g0119100
897,Os02g0164800
898,Os12g0552400
899,Os01g0227100
900,Os10g0500600
901,Os01g0940000
902,Os01g0627500
903,Os02g0134400
904,Os09g0468300
905,Os11g0506800
906,Os09g0568000
907,Os06g0692600
908,Os05g0560900
909,Os02g0572400
910,Os04g0598900
911,Os03g0318400
912,Os02g0453800
913,Os06g0730300
914,Os02g0574500
915,Os07g0264000
916,Os08g0243100
917,Os02g0131050
918,Os06g0657500
919,Os04g0605300
920,Os03g0650700
921,Os01g0708900
922,Os01g0192000
923,Os02g0799300
924,Os05g0215300
925,Os06g0708200
926,Os03g0247900
927,Os02g0716500
928,Os09g0115500
929,Os02g0653300
930,Os03g0678800
931,Os05g0257100
932,Os06g0350200
933,Os09g0371200
934,Os06g0650700
935,Os08g0171700
936,Os07g0179500
937,Os01g0773700
938,Os10g0415300
939,Os01g0508100
940,Os08g0492100
941,Os04g0259200
942,Os09g0451400
943,Os11g0148800
944,Os01g0803300
945,Os06g0231600
946,Os05g0127500
947,Os05g0176300
948,Os11g0157400
949,Os08g0514033
950,Os02g0193000
951,Os05g0302916
952,Os01g0292200
953,Os08g0480100
954,Os12g0169000
955,Os12g0603800
956,Os07g0638100
957,Os06g0288100
958,Os04g0594400
959,Os03g0816500
960,Os02g0294100
961,Os04g0636400
962,Os11g0649600
963,Os07g0106200
964,Os02g0704500
965,Os09g0439200
966,Os02g0103900
967,Os06g0247900
968,Os04g0530400
969,Os01g0740600
970,Os12g0562400
971,Os09g0313500
972,Os06g0109100
973,Os05g0370200
974,Os09g0400600
975,Os03g0243700
976,Os07g0593000
977,Os09g0361100
978,Os08g0135900
979,Os02g0189500
980,Os05g0331200
981,Os03g0301700
982,Os01g0965000
983,Os03g0185700
984,Os02g0301100
985,Os10g0167700
986,Os04g0581100
987,Os01g0733200
988,Os03g0766800
989,Os11g0247000
990,Os04g0602300
991,Os02g0740600
992,Os03g0322800
993,Os04g0527000
994,Os08g0554400
995,Os05g0419600
996,Os06g0308100
997,Os01g0826400
998,Os02g0327500
999,Os08g0446301
1000,Os12g0639800
1001,Os04g0489600
1002,Os02g0472700
1003,Os04g0403701
1004,Os01g0375200
1005,Os09g0382200
1006,Os04g0372750
1007,Os06g0294600
1008,Os01g0609000
1009,Os01g0667700
1010,Os01g0623500
1011,Os05g0559316
1012,Os08g0289000
1013,Os02g0527200
1014,Os02g0747600
1015,Os01g0128300
1016,Os03g0431600
1017,Os01g0689900
1018,Os07g0550900
1019,Os01g0914000
1020,Os05g0305700
1021,Os02g0620400
1022,Os01g0729900
1023,Os01g0612600
1024,Os04g0571300
1025,Os02g0435400
1026,Os04g0401700
1027,Os01g0748600
1028,Os01g0704400
1029,Os07g0671800
1030,Os01g0747400
1031,Os07g0614250
1032,Os06g0649000
1033,Os12g0405400
1034,Os03g0849800
1035,Os06g0713300
1036,Os12g0612300
1037,Os03g0429000
1038,Os07g0597400
1039,Os06g0699301
1040,Os03g0759000
1041,Os04g0688100
1042,Os04g0224900
1043,Os09g0445600
1044,Os01g0172400
1045,Os02g0734300
1046,Os11g0232100
1047,Os06g0652600
1048,Os07g0162400
1049,Os04g0585050
1050,Os03g0198600
1051,Os11g0184900
1052,Os02g0624400
1053,Os02g0539100
1054,Os10g0508100
1055,Os05g0534000
1056,Os12g0527700
1057,Os09g0403300
1058,Os01g0194300
1059,Os03g0159900
1060,Os04g0418500
1061,Os01g0765400
1062,Os01g0521600
1063,Os01g0521400
1064,Os12g0151500
1065,Os03g0218400
1066,Os03g0338400
1067,Os07g0257200
1068,Os09g0412700
1069,Os01g0948600
1070,Os02g0711400
1071,Os05g0563550
1072,Os05g0586500
1073,Os03g0140200
1074,Os11g0153700
1075,Os09g0380050
1076,Os04g0119800
1077,Os09g0571100
1078,Os03g0358200
1079,Os01g0971200
1080,Os10g0517500
1081,Os07g0568300
1082,Os06g0361500
1083,Os11g0213733
1084,Os03g0104100
1085,Os05g0461600
1086,Os06g0594600
1087,Os03g0857900
1088,Os12g0197200
1089,Os07g0655900
1090,Os04g0152500
1091,Os08g0108700
1092,Os04g0128700
1093,Os02g0532900
1094,Os01g0895200
1095,Os10g0547500
1096,Os07g0604000
1097,Os09g0553300
1098,Os11g0537300
1099,Os11g0149900
1100,Os01g0771200
1101,Os02g0126500
1102,Os12g0511600
1103,Os11g0629600
1104,Os03g0719400
1105,Os08g0364900
1106,Os04g0565900
1107,Os08g0433500
1108,Os02g0148000
1109,Os07g0100300
1110,Os04g0323800
1111,Os06g0157000
1112,Os03g0194900
1113,Os10g0554900
1114,Os01g0139900
1115,Os09g0309500
1116,Os01g0275950
1117,Os11g0664500
1118,Os01g0138500
1119,Os04g0372775
1120,Os07g0586800
1121,Os02g0173800
1122,Os10g0521400
1123,Os10g0394200
1124,Os03g0788500
1125,Os07g0636000
1126,Os08g0557600
1127,Os10g0561800
1128,Os03g0729300
1129,Os03g0577500
1130,Os01g0559600
1131,Os03g0649000
1132,Os04g0531100
1133,Os03g0182400
1134,Os07g0619500
1135,Os12g0114000
1136,Os04g0482900
1137,Os07g0622200
1138,Os08g0110300
1139,Os10g0437500
1140,Os09g0379600
1141,Os06g0725200
1142,Os06g0668200
1143,Os05g0440100
1144,Os04g0540900
1145,Os04g0457800
1146,Os08g0446800
1147,Os08g0408200
1148,Os04g0456700
1149,Os02g0608600
1150,Os02g0145200
1151,Os10g0571600
1152,Os07g0164900
1153,Os08g0260400
1154,Os04g0400800
1155,Os10g0442950
1156,Os01g0260100
1157,Os02g0579000
1158,Os08g0500700
1159,Os09g0518750
1160,Os06g0193400
1161,Os07g0122000
1162,Os05g0215700
1163,Os12g0187500
1164,Os01g0929200
1165,Os07g0112700
1166,Os10g0577600
1167,Os01g0112500
1168,Os05g0493800
1169,Os08g0526400
1170,Os12g0174100
1171,Os04g0415000
1172,Os07g0617100
1173,Os02g0648300
1174,Os10g0554100
1175,Os08g0102700
1176,Os06g0661800
1177,Os07g0294800
1178,Os09g0431200
1179,Os02g0260200
1180,Os11g0533800
1181,Os04g0691400
1182,Os10g0457600
1183,Os10g0189600
1184,Os06g0199000
1185,Os03g0751800
1186,Os04g0689400
1187,Os07g0537000
1188,Os05g0468700
1189,Os08g0158400
1190,Os03g0187600
1191,Os10g0509401
1192,Os08g0395700
1193,Os06g0112100
1194,Os08g0414500
1195,Os03g0340700
1196,Os01g0206300
1197,Os02g0168400
1198,Os09g0484300
1199,Os11g0235200
1200,Os02g0676800
1201,Os01g0882400
1202,Os04g0506900
1203,Os03g0219100
1204,Os06g0724900
1205,Os05g0527000
1206,Os01g0253900
1207,Os04g0508500
1208,Os02g0511400
1209,Os08g0446200
1210,Os02g0541300
1211,Os01g0641000
1212,Os08g0359100
1213,Os06g0529900
1214,Os07g0587500
1215,Os09g0539000
1216,Os02g0471500
1217,Os02g0607700
1218,Os02g0651900
1219,Os05g0569300
1220,Os11g0676500
1221,Os10g0516800
1222,Os11g0114300
1223,Os02g0118850
1224,Os10g0162100
1225,Os09g0447300
1226,Os01g0946700
1227,Os02g0144300
1228,Os11g0604900
1229,Os07g0533800
1230,Os12g0152900
1231,Os02g0139000
1232,Os06g0468400
1233,Os11g0703600
1234,Os06g0717100
1235,Os11g0137200
1236,Os09g0548400
1237,Os05g0442400
1238,Os08g0540900
1239,Os07g0573200
1240,Os08g0519400
1241,Os03g0773300
1242,Os03g0370500
1243,Os03g0860100
1244,Os02g0823900
1245,Os12g0548501
1246,Os09g0565300
1247,Os06g0291800
1248,Os04g0438200
1249,Os06g0625700
1250,Os12g0581900
1251,Os07g0572000
1252,Os03g0386500
1253,Os03g0437200
1254,Os06g0267500
1255,Os12g0530000
1256,Os09g0367900
1257,Os02g0154200
1258,Os10g0544600
1259,Os04g0483200
1260,Os04g0653600
1261,Os03g0665200
1262,Os01g0752200
1263,Os02g0628800
1264,Os01g0574800
1265,Os05g0192100
1266,Os07g0127500
1267,Os09g0311600
1268,Os01g0158500
1269,Os01g0510100
1270,Os11g0141400
1271,Os09g0310800
1272,Os02g0618100
1273,Os12g0116700
1274,Os12g0152750
1275,Os03g0733000
1276,Os03g0709300
1277,Os01g0629900
1278,Os06g0218300
1279,Os07g0556300
1280,Os03g0298700
1281,Os08g0376500
1282,Os01g0678800
1283,Os06g0216300
1284,Os10g0552400
1285,Os04g0286400
1286,Os02g0799600
1287,Os01g0261200
1288,Os07g0613800
1289,Os01g0152900
1290,Os06g0662550
1291,Os01g0586800
1292,Os02g0324400
1293,Os09g0372700
1294,Os03g0180900
1295,Os04g0381700
1296,Os05g0531000
1297,Os07g0648000
1298,Os02g0451900
1299,Os02g0673100
1300,Os04g0543600
1301,Os07g0241500
1302,Os05g0182600
1303,Os01g0775400
1304,Os05g0319700
1305,Os01g0740650
1306,Os12g0442800
1307,Os06g0587300
1308,Os07g0635900
1309,Os11g0569800
1310,Os11g0661800
1311,Os01g0388200
1312,Os02g0555832
1313,Os03g0419100
1314,Os10g0147200
1315,Os01g0362100
1316,Os11g0112400
1317,Os05g0453700
1318,Os01g0716400
1319,Os02g0696700
1320,Os02g0102300
1321,Os06g0687200
1322,Os07g0517000
1323,Os03g0654400
1324,Os04g0387600
1325,Os01g0628700
1326,Os01g0710800
1327,Os08g0192800
1328,Os06g0203600
1329,Os03g0188100
1330,Os02g0670900
1331,Os09g0400500
1332,Os02g0823300
1333,Os01g0783500
1334,Os04g0564700
1335,Os01g0674000
1336,Os04g0649500
1337,Os07g0162600
1338,Os05g0552700
1339,Os08g0465700
1340,Os08g0107400
1341,Os08g0512700
1342,Os07g0548800
1343,Os07g0633400
1344,Os01g0159200
1345,Os01g0305300
1346,Os07g0174400
1347,Os04g0111200
1348,Os12g0194900
1349,Os05g0305900
1350,Os06g0524400
1351,Os01g0767600
1352,Os10g0560000
1353,Os02g0656600
1354,Os04g0416100
1355,Os04g0644900
1356,Os07g0693500
1357,Os10g0467000
1358,Os10g0124100
1359,Os03g0284100
1360,Os07g0674800
1361,Os05g0119100
