Gene,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
Os01g0104800,['not assigned.unknown'],LOC_Os01g01510,-0.178712911263398,0.885979486632371,,-0.635419249534475,0.517887657085125,,-1.0871320069247,0.015728163363733,Down,-0.889295512897216,0.050677634258976,,-1.30148733688823,0.002589015686315,Down
Os01g0104900,"['secondary metabolism.phenylpropanoids', 'stress.biotic']",LOC_Os01g01520,0.219847253180437,0.842249284683181,,-0.000578014322634,0.999899816465086,,-0.5309288894593,0.299595236633467,,-0.470590005615305,0.349337049297782,,-0.286734313883718,0.618180870964882,
Os01g0105400,['not assigned.unknown'],LOC_Os01g01570,0.178963156211257,0.871045791464227,,0.233580012116744,0.954386948227459,,-0.281526685037406,0.618475527996144,,-0.426265511874181,0.388375751372485,,-0.05609675185226,0.933366979375142,
Os01g0105800,['Co-factor and vitamine metabolism.iron-sulphur clusters'],LOC_Os01g01610,-1.29379554757618,0.547868155848111,,-0.435510211213793,0.987310057522749,,-0.224753204985549,0.903028775055656,,-0.285836603192172,0.864735726351283,,-0.023191584482582,0.989067018230572,
Os01g0105900,['minor CHO metabolism.others'],LOC_Os01g01620,0.324894030293448,0.644709426404593,,0.483114136200679,0.592696032156678,,1.2357762500069,0.000163468942775,Up,1.25987656494123,9.67E-05,Up,1.14985918297538,0.000525562625152,Up
Os01g0106300,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01650,-0.626820601073386,0.788059490745083,,0.052645834534454,0.997885281785442,,0.056137164238234,0.972186653892551,,0.634312146467567,0.588606724002954,,-0.676356138224181,0.618908290228731,
Os01g0106400,['secondary metabolism.flavonoids.isoflavones.isoflavone reductase'],LOC_Os01g01660,-0.796847291968102,0.761149859162753,,-1.0182344449965,0.864993814058403,,-0.984436475562695,0.504762297161644,,-1.30617040465029,0.329313300554476,,-2.87021598264142,0.0231338179815,Down
Os01g0106500,['not assigned.unknown'],LOC_Os01g01670,-0.316494608821208,0.826658525787275,,-0.542276336588046,0.828129045780089,,-1.90610492241519,0.002432685034469,Down,-1.11299949445334,0.071055608606705,,-1.60516222313663,0.009239515458433,Down
Os01g0106600,['not assigned.unknown'],LOC_Os01g01680,0.603842262157188,0.79327578080728,,-0.166788725582785,0.997024584631436,,-1.24939000433544,0.379631554754977,,-1.01017406549896,0.444153199502543,,-0.320013009624527,0.838883962908577,
Os01g0106750,['protein.postranslational modification.kinase'],LOC_Os01g01689,0.820183426264714,0.389005016845116,,-0.411585622293371,0.937408001434523,,0.113766473799178,0.913774088696983,,0.278293519715692,0.753251966371804,,0.565032582511677,0.474353920274538,
Os01g0106900,['secondary metabolism.isoprenoids.non-mevalonate pathway.DXR'],LOC_Os01g01710,-0.20899723189155,0.896564131531294,,0.20690325203792,0.98740587113306,,2.01835164736914,4.71E-05,Up,2.13667352803176,1.19E-05,Up,1.71363080468217,0.000800068745022,Up
Os01g0107000,['protein.targeting.peroxisomes'],LOC_Os01g01720,0.088679698211098,0.947755892704151,,0.265031321517925,0.935890260988204,,1.18331945772669,0.002032497317839,Up,1.32046455855451,0.000337385110097,Up,1.33385126363124,0.000331665479769,Up
Os01g0107400,['protein.postranslational modification'],LOC_Os01g01740,0.180653904215928,0.924592104091621,,-0.408756683981852,0.936921017928862,,-0.601397438129814,0.480187879134761,,-0.463645314271506,0.578551126033865,,-0.545973560077654,0.518459662802062,
Os01g0107900,['not assigned.unknown'],LOC_Os01g01790,-0.302728961080878,0.700970500001453,,0.152999864681548,0.98496838564308,,0.350009889712697,0.452064529016796,,0.288427568703887,0.536973217027046,,0.499452001393356,0.23552501100793,
Os01g0108000,['not assigned.unknown'],LOC_Os01g01800,-0.562809891167923,0.174556539381644,,-0.052865131098749,0.997024584631436,,0.052440613201253,0.918234683771596,,0.038551718892162,0.937311908009124,,-0.062135795165876,0.903080781150212,
Os01g0108800,['not assigned.unknown'],LOC_Os01g01890,0.476248605631505,0.833326150118094,,-1.16119622055085,0.636888417082725,,-0.80596784174562,0.488969609738427,,-0.445132169783751,0.717171818303564,,-0.273980917243605,0.840777784211272,
Os01g0109700,['RNA.regulation of transcription.unclassified'],LOC_Os01g01960,-0.165654134895312,0.875797460355987,,0.031784401631541,0.997024584631436,,0.151276481794396,0.78840524355966,,0.291488300484652,0.545659220379705,,0.096402043567231,0.870710924221884,
Os01g0109750,['not assigned.unknown'],LOC_Os01g01970,0.018970029140128,0.990997302915938,,0.257655707058416,0.956697211683468,,0.479938722809853,0.382237354620694,,0.091595057444873,0.893251962022018,,0.316824290600362,0.597061809891441,
Os01g0110100,['transport.phosphate'],LOC_Os01g02000,-0.435105579032762,0.851389953444939,,0.338233129912617,0.987310057522749,,-1.3050075163415,0.230873080022107,,-1.53087365655714,0.129470239063661,,-1.47931331213673,0.160791547247054,
Os01g0110200,['not assigned.unknown'],LOC_Os01g02010,0.429343234518784,0.782660116004173,,0.868430280100886,0.60428872421876,,0.103052507025218,0.92282441168183,,0.002950770742121,0.998068339010184,,-0.117843334450226,0.912061887828712,
Os01g0110400,['secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase'],LOC_Os01g02020,-0.123046077074076,0.952251144348848,,0.627100235336217,0.777050879949647,,1.32747299514367,0.026549097575427,Up,1.30441921635264,0.027276883118341,Up,1.38203511461811,0.018773904558359,Up
Os01g0110500,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02040,0.550083646396301,0.657076716651216,,-0.000299621226182,0.999960129004444,,1.1129957385334,0.093037498533972,,0.968164919978206,0.144641280288963,,0.502725768686176,0.536918359848551,
Os01g0111100,['cell.cycle.peptidylprolyl isomerase'],LOC_Os01g02080,-2.00557411587409,0.159338208939539,,-0.421619810251658,0.983898916089559,,-3.53521594545559,0.014371036013121,Down,-2.87497055240237,0.018515020985306,Down,-2.59614209919628,0.039071498120738,Down
Os01g0111300,NA,None,-2.00087340950728,0.00194609318858,Down,-1.25406290841287,0.154302762058733,,-2.21763968097145,0.000521710822911,Down,-2.1868491911522,0.000329317553912,Down,-3.29054833698739,1.14E-06,Down
Os01g0111500,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os01g02110,-0.45685586020755,0.821769261720551,,0.14588553840396,0.997024584631436,,1.28968056357551,0.110212383548866,,1.27826121165023,0.100753182661392,,0.993951666181,0.248091541147522,
Os01g0111900,['not assigned.unknown'],LOC_Os01g02150,0.390180419097758,0.659312505344289,,-0.167235653720493,0.98740587113306,,-0.247936158650842,0.691474487868502,,-0.609966543612538,0.222984324717679,,-0.498822084371507,0.349149546062013,
Os01g0112000,['not assigned.unknown'],LOC_Os01g02160,0.972757238510623,0.536054990239509,,-0.931264955841872,0.821699262317295,,0.709797141253394,0.558241810939267,,0.769430344201877,0.491473841431631,,0.075662454404824,0.95953225261952,
Os01g0112500,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g02200,1.74914468216689,0.005818567767565,Up,1.07907714705079,0.303255775994749,,1.70897437184598,0.003888342119889,Up,1.89524198660648,0.000923966013337,Up,1.97496646809775,0.00054040883012,Up
Os01g0113200,['signalling.receptor kinases.misc'],LOC_Os01g02290,2.01453901619055,4.93E-05,Up,1.43870958780314,0.01843549059472,Up,2.88675052221166,1.18E-10,Up,2.8146267340931,2.91E-10,Up,2.71869087566912,1.91E-09,Up
Os01g0113350,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g02310,0.297454151797412,0.923895788113753,,1.35561375405569,0.531678968783874,,-0.139973953255517,0.937252787175392,,-0.050396220788915,0.975245969627023,,-0.760416134846052,0.617855232229051,
Os01g0114100,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g02390,0.665266006361816,0.80433919789273,,1.14497911270043,0.753667863009542,,1.50087881564711,0.221696968007129,,1.7644433665579,0.112265875439128,,1.78775853695949,0.11519952321494,
Os01g0114300,"['protein.postranslational modification', 'signalling.receptor kinases.S-locus glycoprotein like', 'signalling.receptor kinases.misc']",LOC_Os01g02400,0.446858572214092,0.741900602431081,,0.548908063111181,0.853171826790446,,0.280974383882163,0.759417707562869,,0.189983180810693,0.833358165217562,,-0.193286318931834,0.845061317403121,
Os01g0114550,NA,None,0.958903806091052,0.495211848791998,,0.654865365362022,0.902483659116289,,1.55727709490426,0.074281834150621,,1.57568698330819,0.059070039308513,,0.500804631697852,0.679203813328389,
Os01g0115300,NA,None,-0.25005068076146,0.906989814930567,,0.014640923194742,0.998534966831598,,-0.377871564226214,0.724141657613139,,-0.143876356608071,0.894662515772629,,-0.484562849896478,0.631706346753227,
Os01g0115800,['not assigned.unknown'],LOC_Os01g02590,0.360265150712063,0.903219620829238,,0.012816485422735,0.999303910523371,,-0.595295745776314,0.706383663758771,,-0.599263225370861,0.678523620255539,,-0.503171651061453,0.749628608118212,
Os01g0115900,['signalling.receptor kinases.misc'],LOC_Os01g02600,-1.48946837711592,0.281880800528891,,0.182082742273786,0.997024584631436,,-0.781079746026392,0.531176376651582,,-1.22930523144794,0.263928440286274,,-1.44270650047169,0.203077042027295,
Os01g0118000,['PS.calvin cycle.aldolase'],LOC_Os01g02880,0.393958104695997,0.495211848791998,,-0.131411182873671,0.98740587113306,,0.025537812905524,0.964065899409628,,0.165392911199589,0.723723927503099,,0.071703023834106,0.89471321677137,
Os01g0118300,['lipid metabolism.Phospholipid synthesis'],LOC_Os01g02890,0.312200940969303,0.861676589677958,,-0.26857158922508,0.985720844940423,,0.223153724854402,0.830524445480044,,0.335508443634624,0.713185940204629,,-0.240859105713562,0.820523701903234,
Os01g0118400,['not assigned.unknown'],LOC_Os01g02900,-0.556209150111809,0.732119293785683,,-1.00371380155885,0.594489058931165,,-0.377126629587074,0.719515231054539,,-0.637419769655669,0.484987264007671,,-1.4309939288974,0.068216656559033,
Os01g0118600,['not assigned.unknown'],LOC_Os01g02910,-0.799680603915054,0.659017986415201,,-0.693202726774469,0.909198944212213,,-1.25493326648547,0.258026568821566,,-0.729025161974702,0.520671949991208,,-2.57939077995924,0.0173304542743,Down
Os01g0118700,['not assigned.unknown'],LOC_Os01g02920,-0.019103446060038,0.991529392027447,,0.0786855724704,0.997024584631436,,1.10787315981714,0.01934409329375,Up,1.04332461101067,0.02684192517627,Up,0.52716465710697,0.346420032212208,
Os01g0119000,['not assigned.unknown'],LOC_Os01g02930,-1.08179524383606,0.156473276706881,,-0.128228764858064,0.997024584631436,,-0.638425115629575,0.382260648165922,,-1.03121395631393,0.106437841644633,,-1.0324904168201,0.120296551492656,
Os01g0119050,NA,LOC_Os01g02940,1.19257446696462,0.123598512291901,,-0.7679290484953,0.718592987365207,,1.20551113958563,0.073142878865709,,1.33019676913718,0.034961381706619,Up,1.21079848117906,0.067568321966266,
Os01g0119100,['not assigned.unknown'],LOC_Os01g02940,0.876651619796425,0.006524180179327,,0.07355535525698,0.997024584631436,,1.20562626206557,1.90E-05,Up,1.43346552840647,9.57E-08,Up,1.33520683246166,1.26E-06,Up
Os01g0119500,['not assigned.unknown'],LOC_Os01g02960,-0.608230297974357,0.185027487409747,,0.066323922739594,0.997024584631436,,-0.368924643151795,0.396277359014999,,-0.26402285378441,0.546816493343241,,-0.505650903780567,0.207907332304297,
Os01g0120400,['protein.aa activation.alanine-tRNA ligase'],LOC_Os01g03030,0.145887373082611,0.90239354466446,,0.798106019143985,0.168302940086082,,1.45084876005978,5.93E-05,Up,1.64191459093736,2.57E-06,Up,1.45833137124646,5.14E-05,Up
Os01g0120600,['PS.lightreaction.other electron carrier (ox/red).ferredoxin oxireductase'],LOC_Os01g03050,0.310283674442231,0.786058060418136,,0.252411043825003,0.966109096519404,,0.598764946134098,0.291445234672549,,0.743033977489941,0.145887215292962,,0.634644039083497,0.246779356290272,
Os01g0120700,['not assigned.unknown'],LOC_Os01g03060,0.444391997306392,0.593073852670294,,0.40654153126364,0.85708399327296,,1.40042406744887,0.000770330199788,Up,1.56742812629459,9.97E-05,Up,1.75796887601422,9.70E-06,Up
Os01g0120800,['protein.synthesis.initiation'],LOC_Os01g03070,-0.017999799931557,0.986564667542191,,-0.337660087168776,0.728041574690398,,-0.559717271718049,0.072935494453081,,-0.267524577565772,0.456411034640068,,-0.551285926377264,0.075396506363438,
Os01g0121200,['protein.degradation.ubiquitin.E3.RING'],LOC_Os01g03100,-1.08174198411884,0.175508061288975,,-0.181140154457865,0.993376623382136,,-1.36694826731304,0.040554370876607,Down,-1.01249354425357,0.125373170098565,,-1.58513200788485,0.014318488059301,Down
Os01g0121300,['not assigned.unknown'],LOC_Os01g03110,2.20506823019589,0.000627475755653,Up,1.11583848433714,0.355269339321067,,1.58472012456462,0.022235545171271,Up,2.22385713624631,0.000240580737199,Up,2.20002605497875,0.000374347807985,Up
Os01g0121500,['not assigned.unknown'],LOC_Os01g03130,1.89916266879092,0.067746788636153,,0.380334861230973,0.982621905842845,,3.22211208099071,5.60E-05,Up,2.81074749858303,0.000556143367833,Up,2.77041561112849,0.00079986639261,Up
Os01g0121700,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g03144,-0.517518298700688,0.254599384790603,,-0.378032575469417,0.710165909307617,,-0.398372809005134,0.307505998951801,,-0.441421959516509,0.228763196627578,,-0.309250878312929,0.446638365583163,
Os01g0124100,['not assigned.unknown'],LOC_Os01g03330,0.427721085548673,0.795138379198715,,0.596706737525868,0.877420442787648,,1.78449982518068,0.007141751289855,Up,1.60963339723404,0.016122524733441,Up,1.58183224991344,0.01942093168189,Up
Os01g0124200,['not assigned.unknown'],LOC_Os01g03340,0.956391228771508,0.4077521100795,,1.49523684011003,0.163642984625137,,2.62378501694382,8.97E-05,Up,2.70251787815698,4.45E-05,Up,3.05241387891753,2.89E-06,Up
Os01g0124401,['not assigned.unknown'],LOC_Os01g03360,1.55416966971616,0.116307011022915,,1.95671613356648,0.052298464373655,,3.48098158900003,8.79E-07,Up,3.57959941094769,3.42E-07,Up,4.14152379002683,2.21E-09,Up
Os01g0124650,['not assigned.unknown'],LOC_Os01g03390,0.780212185469159,0.711835096640643,,1.00819390292601,0.791821401856857,,2.80968516884812,0.002289158760276,Up,3.17330744329335,0.000330756860876,Up,3.19555625381071,0.000329958986888,Up
Os01g0125600,['transport.metal'],LOC_Os01g03490,0.120989240573931,0.927163448772787,,-0.142251253372483,0.992431988146686,,-0.347287657656895,0.550511000675485,,-0.05977325498022,0.930409273900944,,0.393104287263697,0.467324363465368,
Os01g0125900,['protein.degradation.ubiquitin'],LOC_Os01g03520,-0.298498833084816,0.676971227002225,,0.014683834167437,0.997885281785442,,-0.182269621768466,0.712846087616629,,0.002436840160364,0.996672679291759,,-0.141227412874406,0.782877594517411,
Os01g0126100,['not assigned.unknown'],LOC_Os01g03530,-0.186102975737562,0.954053396483037,,-1.40299266315618,0.490106833813193,,-0.579508099546879,0.657855964934743,,-0.881000803993333,0.448516013035775,,-2.18956411319876,0.044506553658831,Down
Os01g0127000,['not assigned.unknown'],LOC_Os01g03630,0.698692749995164,0.887194266768931,,-5.0329381509581,0.068789327189757,,0.727897962096029,0.772850095599727,,0.25068933499548,0.926234554974406,,-4.8749777176249,0.047894614023252,Down
Os01g0127400,['not assigned.unknown'],LOC_Os01g03660,-1.18568869729573,0.462757097613867,,-0.006539839458455,0.999697299159416,,-0.697412736123054,0.595000869076253,,-0.620252143049243,0.613606715664811,,0.281729999772069,0.836509701415617,
Os01g0127600,['not assigned.unknown'],LOC_Os01g03680,1.06623105488158,0.228445847315851,,-0.81448616422957,0.669752766606592,,0.256572705310605,0.788878133201421,,0.415116330546137,0.625318420789361,,0.377045421279833,0.671598498639814,
Os01g0127700,['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os01g03690,2.17526414873581,0.004540131751505,Up,1.26914164479343,0.346791369262319,,3.01382510067405,5.83E-06,Up,3.17392210846314,1.10E-06,Up,2.99440837526634,6.78E-06,Up
Os01g0127900,['cell wall.precursor synthesis.phosphomannose isomerase'],LOC_Os01g03710,-0.118412032195217,0.937402123992368,,-0.168299166152754,0.988169972505986,,0.987618546759492,0.036935527325067,,1.38533720764457,0.000987693068356,Up,0.931628409308394,0.050322974573301,
Os01g0128000,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g03720,-0.158630729352258,0.963122725165237,,-0.854229295774274,0.860396327248191,,-0.794320948821934,0.557077580022922,,-0.327947210638015,0.812118562416131,,0.046564280246374,0.974286195893333,
Os01g0128100,['DNA.synthesis/chromatin structure'],LOC_Os01g03740,2.42161469089394,0.18897419921868,,2.01748637343865,0.522288419618246,,3.28723603604495,0.01852479603389,Up,3.5329556621085,0.008413152505382,Up,2.35358091626824,0.122013598223658,
Os01g0128200,['DNA.synthesis/chromatin structure'],LOC_Os01g03730,2.15041637628667,0.080784177490999,,0.398747740422594,0.987526665955465,,2.73416681292562,0.006868167398387,Up,3.16856203174964,0.000846653161382,Up,2.3008042157121,0.029760386082595,Up
Os01g0128250,NA,None,5.25803103945816,0.013034772782679,Up,3.2164874688111,0.422424064976344,,6.80073357360197,0.000189678980902,Up,7.63017528720282,1.53E-05,Up,6.81618234978792,0.000175464596887,Up
Os01g0128300,['not assigned.unknown'],LOC_Os01g03750,3.11808088323116,1.99E-08,Up,1.57691112564232,0.041082797054328,Up,3.92853030324675,6.98E-14,Up,4.53577918104267,1.34E-18,Up,4.30995678679121,1.24E-16,Up
Os01g0128700,['not assigned.unknown'],LOC_Os01g03810,-1.11116729913276,0.186272286470106,,0.198179747981427,0.991135553790868,,-0.191332836245757,0.840404810942417,,-0.858090876028653,0.229124666633553,,-1.14347588508637,0.111166167132441,
Os01g0128800,['not assigned.unknown'],LOC_Os01g03820,-0.673619194461315,0.041926931919827,,0.024635200018319,0.997024584631436,,-0.11728760093697,0.786230055172276,,-0.187034380148737,0.623574179630653,,-0.349191661528789,0.308895347684157,
Os01g0129500,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34'],LOC_Os01g03870,0.292049436592745,0.922769273641697,,0.914516629439183,0.832608202627437,,0.472564821176324,0.738015769597058,,0.271629220369654,0.849975575648087,,1.45133610527481,0.170305696926736,
Os01g0129600,"['RNA.regulation of transcription.AS2,Lateral Organ Boundaries Gene Family']",LOC_Os01g03890,-1.58281392059307,0.161105350476968,,-1.7477793564092,0.155649757447588,,-0.730033546360761,0.508316769057157,,-0.28185301633258,0.813705782153173,,-1.03264081541254,0.312381539851783,
Os01g0130000,['transport.metal'],LOC_Os01g03914,-0.950258798271751,0.13610803612534,,-0.22656227006939,0.976929953644583,,-0.243265082164849,0.736188732152253,,-0.29858537757926,0.6553681916466,,-0.000866191585243,0.998862966720127,
Os01g0130400,"['misc.gluco-, galacto- and mannosidases.alpha-galactosidase']",LOC_Os01g03950,-0.449101739166444,0.783715233114623,,-0.279839251830174,0.984306086554859,,-0.367250281922679,0.706697805040941,,-0.514153356068125,0.556862343931345,,-0.6215150409192,0.476144486738357,
Os01g0130900,['not assigned.unknown'],LOC_Os01g03980,-0.566931676016374,0.847846335059793,,-0.807016918654992,NA,,-1.35765204741157,0.381953691505643,,-1.91551329692235,0.183409402569376,,-0.626644968471635,0.701373369261907,
Os01g0131300,['not assigned.unknown'],LOC_Os01g04010,0.034455196015862,0.985689009279988,,0.176548513808953,0.991135553790868,,-1.48632067535914,0.003809182290765,Down,-1.31896204980316,0.010063614518723,Down,-1.32281915874572,0.011055315217931,Down
Os01g0131450,NA,None,0.207192062479225,0.895251117444722,,0.804165026826139,0.467009616500195,,0.088293710362271,0.921325683269137,,0.059130635089399,0.944730824774779,,0.187718435728866,0.820417207133938,
Os01g0131600,"['hormone metabolism.ethylene.signal transduction', 'RNA.regulation of transcription.AP2/EREBP, APETALA2/Ethylene-responsive element binding protein family']",LOC_Os01g04020,-0.438345436581764,0.872859412120172,,-0.283651734807123,0.994771424048891,,-1.81493363252797,0.205836196034452,,-0.388852790393095,0.783985991197108,,0.378976182011951,0.790765735323673,
Os01g0131800,['protein.targeting.secretory pathway.unspecified'],LOC_Os01g04030,-0.079014552960545,0.965195149918975,,-0.158254121455292,0.992431988146686,,-0.023614662962432,0.977075506963462,,-0.677245114657579,0.231968840997701,,-0.429099524000383,0.502222513381885,
Os01g0132000,['not assigned.unknown'],LOC_Os01g04050,2.47951014537793,0.0039622597028,Up,2.63797787378758,0.004186233817105,Up,4.71471129456605,5.64E-11,Up,4.61471519969558,1.40E-10,Up,4.49592868276306,5.43E-10,Up
Os01g0132500,['not assigned.unknown'],LOC_Os01g04100,0.21410904663088,0.902262935413216,,-0.196962860314228,0.991135553790868,,1.03802416901659,0.095644592569796,,1.41374006082028,0.010289948723943,Up,0.935358842699451,0.139470067066824,
Os01g0132766,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g04120,0.090203335413508,0.970649268213437,,-0.176031384584841,0.997024584631436,,-0.023913427007918,0.98192484688465,,0.518550595578731,0.513700241444383,,0.95222704974175,0.176444950558388,
Os01g0133100,['not assigned.unknown'],LOC_Os01g04160,0.787496129584195,0.278196359437327,,-0.055247616899022,0.997024584631436,,1.11976319827277,0.033048509101761,Up,1.23178546247645,0.013829365543029,Up,1.01756242151889,0.056554038348038,
Os01g0133200,['not assigned.unknown'],LOC_Os01g04170,1.28506459256958,0.269861958344709,,-0.298818678938937,0.990490361131471,,-0.171682591416247,0.904339104179619,,0.094611075952722,0.944176951234929,,-0.453685362075468,0.726307466157654,
Os01g0133400,['transport.sugars'],LOC_Os01g04190,-0.191948332420006,0.844943034961312,,-0.123982633263571,0.992431988146686,,0.248147523564774,0.623522350308999,,0.140460918310969,0.792089279946584,,0.339850067680381,0.466359052514901,
Os01g0133500,['not assigned.unknown'],LOC_Os01g04200,-0.694504183402985,0.151596559520108,,-0.242937208318061,0.937400870723942,,-0.47818001981541,0.287955763064129,,-0.496076750719141,0.245842099800025,,-0.622102047496605,0.138054512382776,
Os01g0134500,['hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF7'],LOC_Os01g04260,0.240083507456859,0.851240402004791,,-0.54135982167993,0.747025967829628,,-0.267749005732488,0.696964105858288,,0.041467638867232,0.955987437439325,,-0.061009929221921,0.938964552232396,
