Gene,WGCNA_Modules, IntraModular Connectivity
Os01g0131450,Yellow,1.1013600154046
Os01g0131600,Yellow,5.22435880170563
Os01g0131800,Brown,32.404945090728
Os01g0132000,Turquoise,17.5449848162015
Os01g0132500,Turquoise,29.1064394096148
Os01g0132800,Red,3.25448935824309
Os01g0133100,Turquoise,60.8544227837903
Os01g0133400,Red,13.057973298712
Os01g0133500,Turquoise,25.1785974644553
Os01g0134200,Brown,2.47385640884227
Os01g0134500,Tan,6.01777576252188
Os01g0134900,Magenta,12.2434506575605
Os01g0135600,Blue,0.839241284243775
Os01g0136400,Turquoise,48.0905814836955
Os01g0136450,Turquoise,17.5804324447906
Os01g0136500,Turquoise,36.6740663826963
Os01g0136700,Brown,0.724153898740296
Os01g0137300,GreenYellow,0.335648209352332
Os01g0137700,Pink,20.6551829666431
Os01g0137800,Pink,23.2173679109302
Os01g0137875,Pink,22.8193089819798
Os01g0138500,Salmon,20.5102842285807
Os01g0138800,Yellow,0.178074578341554
Os01g0138900,Turquoise,3.63894739509093
Os01g0139000,Turquoise,4.71257578670152
Os01g0139200,Red,19.1165341219885
Os01g0139700,Turquoise,11.1813809527527
Os01g0140100,Magenta,1.52359078940872
Os01g0140400,Magenta,1.07720987526781
Os01g0140500,Brown,87.0067796063342
Os01g0140700,Pink,1.70701379644475
Os01g0141100,Turquoise,57.7526677558237
Os01g0141600,Blue,68.0324404608521
Os01g0141700,Blue,0.733224583378898
Os01g0141900,Midnightblue,1.35721037959775
Os01g0142100,Black,25.9645862363364
Os01g0142200,Brown,3.72918328246161
Os01g0142300,Green,3.75553715269115
Os01g0142500,Turquoise,39.2504642720681
Os01g0142600,Red,15.4265239576466
Os01g0142800,Red,35.9898418148544
Os01g0143100,Blue,0.907169435947388
Os01g0143300,Brown,65.1141306818205
Os01g0143800,Brown,13.0031048758198
Os01g0143900,Red,2.15634612320525
Os01g0144100,Blue,26.0146711374922
Os01g0144700,Brown,13.8931193156172
Os01g0145200,Pink,5.10825641231149
Os01g0146101,Pink,7.10628839790749
Os01g0147700,Brown,48.3095864870494
Os01g0148000,Cyan,14.6514776816077
Os01g0148500,LightGreen,3.29104236411351
Os01g0148700,Brown,72.7270002585287
Os01g0149350,Red,2.01107083793045
Os01g0149500,Red,5.14286207839445
Os01g0149600,Turquoise,46.1031495939941
Os01g0149800,Salmon,22.7100923560034
Os01g0149900,Turquoise,28.7200027632843
Os01g0150000,Blue,14.1230548028606
Os01g0150200,Grey,0.012048690035077
Os01g0150900,Tan,0.552855403568476
Os01g0150950,GreenYellow,1.23056913203308
Os01g0151100,Turquoise,44.2786560935386
Os01g0151200,Blue,154.420164147668
Os01g0151400,Turquoise,61.7314709534298
Os01g0151500,Salmon,2.49931682265373
Os01g0151600,Salmon,28.7316441474529
Os01g0151700,Green,25.9014127772202
Os01g0151900,Brown,48.6183738518
Os01g0152000,Grey,0.109686870707938
Os01g0152500,Turquoise,10.4890543649724
Os01g0152600,Turquoise,1.60367231710599
Os01g0153700,GreenYellow,6.8010698307217
Os01g0154600,Blue,1.34396395095548
Os01g0155400,Turquoise,128.695095088308
Os01g0155500,Yellow,0.957697426371801
Os01g0157900,Yellow,25.1512534732223
Os01g0158000,Turquoise,32.9816282348845
Os01g0158200,Green,3.80605930605193
Os01g0158400,Turquoise,5.18193888026836
Os01g0158500,Yellow,7.83403775853395
Os01g0158900,Red,6.2885672878515
Os01g0159000,Turquoise,14.6346867850514
Os01g0159200,Turquoise,0.79329234940008
Os01g0159300,Turquoise,95.0542310225185
Os01g0159400,Red,16.7790461404137
Os01g0159800,Turquoise,47.2405843240548
Os01g0160100,Turquoise,46.1709239901504
Os01g0160800,Turquoise,104.048744040669
Os01g0161300,Green,1.11037972084668
Os01g0162200,Yellow,6.16694141474091
Os01g0162300,Yellow,12.8679638997449
Os01g0162400,Yellow,19.6708822162793
Os01g0162500,Turquoise,38.4658545476357
Os01g0162800,Turquoise,0.552620429702038
Os01g0164400,Turquoise,69.5338198002305
Os01g0164600,Green,49.6381363443045
Os01g0164800,Turquoise,110.529867367237
Os01g0164900,Turquoise,75.197920756969
Os01g0165000,Turquoise,103.70105776643
Os01g0165200,Turquoise,0.29610873784284
Os01g0165800,Brown,61.4655924596882
Os01g0166100,Turquoise,122.307350513656
Os01g0166500,Magenta,5.14528145051625
Os01g0166700,Blue,2.11631588618629
Os01g0166800,Blue,57.2037343513033
Os01g0167100,Black,8.85660282291914
Os01g0167400,Turquoise,52.4587833836308
Os01g0167500,Black,5.25435937875481
Os01g0167700,Salmon,0.060945714609615
Os01g0167800,Grey,0.006293755316222
Os01g0167900,Yellow,7.25715643735223
Os01g0168200,Turquoise,6.83398369024655
Os01g0168400,Turquoise,9.61436750289391
Os01g0168800,Magenta,6.63050441070946
Os01g0169800,Black,3.02414787018486
Os01g0170600,Turquoise,8.10930627306673
Os01g0170700,Blue,3.77014692599644
Os01g0170800,Brown,34.9023479726427
Os01g0171000,Magenta,12.7192916923842
Os01g0171800,Purple,11.0371024419532
Os01g0172100,Turquoise,6.86259239933215
Os01g0172300,Turquoise,20.3839844181797
Os01g0172400,Turquoise,19.4202810403918
Os01g0172600,Blue,14.6647488315845
Os01g0172800,Salmon,2.92315397032297
Os01g0173000,Purple,8.6466580224712
Os01g0173900,Brown,2.79236099291859
Os01g0174000,Salmon,0.167933220773488
Os01g0174100,Pink,0.808642633551274
Os01g0174300,Brown,0.962987828579038
Os01g0174900,Red,22.0189335094056
Os01g0175000,Blue,78.2983653975392
Os01g0175100,Grey,0.063970460860956
Os01g0175400,Brown,31.8152976071072
Os01g0175500,Brown,10.5320310038592
Os01g0176000,LightCyan,5.56366234977409
Os01g0176100,Brown,18.2103460689548
Os01g0176200,Brown,7.06651166114005
Os01g0176300,Brown,0.876825978976373
Os01g0176400,Yellow,0.868212589338198
Os01g0177900,Magenta,1.08999912126932
Os01g0178000,Red,6.28882771934602
Os01g0178100,Blue,1.85372303880608
Os01g0178200,Turquoise,6.62331208235544
Os01g0178300,GreenYellow,0.409573226588264
Os01g0178400,Blue,40.2485155395923
Os01g0178900,Red,9.46017496578521
Os01g0179000,Grey,0.057642257777922
Os01g0179300,Turquoise,97.1029820705769
Os01g0179400,Turquoise,32.494921676355
Os01g0179600,LightCyan,1.0792558766071
Os01g0179800,Green,37.0095368001915
Os01g0180000,Turquoise,12.9310429287277
Os01g0180300,Blue,50.5910195148648
Os01g0180600,Brown,2.09223804451523
Os01g0180700,Turquoise,22.7171865987264
Os01g0180800,Turquoise,36.9882310592091
Os01g0182200,Turquoise,0.713576487533214
Os01g0182400,Turquoise,148.559244305409
Os01g0182500,Yellow,19.7613434448385
Os01g0182832,Cyan,9.1517950951817
Os01g0182900,Turquoise,64.1157016215621
Os01g0183000,Red,11.1074019626149
Os01g0183100,Brown,91.3057358645304
Os01g0183300,Purple,8.2430605297638
Os01g0183600,Turquoise,58.6491123169682
Os01g0184000,Brown,84.2237442774806
Os01g0184200,Brown,40.4368888431206
Os01g0184500,Brown,15.582524093689
Os01g0184700,Turquoise,1.29884408254076
Os01g0184800,Turquoise,134.225459720026
Os01g0184900,Turquoise,20.0911540531451
Os01g0185250,Turquoise,2.38356105931639
Os01g0185300,Turquoise,44.9300872664958
Os01g0185350,Turquoise,56.9786653311771
Os01g0185400,Turquoise,159.816906368975
Os01g0185500,Yellow,0.222535065818006
Os01g0185900,Pink,1.31460037851796
Os01g0186000,Red,1.56514665221458
Os01g0186200,Yellow,1.59457948875421
Os01g0186700,Turquoise,70.7310272112025
Os01g0187500,Purple,6.25625891391967
Os01g0187900,Turquoise,62.744558256409
Os01g0188100,Purple,1.00486861106355
Os01g0188200,Blue,33.7610240287684
Os01g0188400,Yellow,13.3924490775169
Os01g0188900,Brown,15.7406740938725
Os01g0189100,Brown,49.9604599982826
Os01g0189700,Pink,4.37193445876282
Os01g0189800,Red,14.2288229954231
Os01g0190000,Red,2.24156265656925
Os01g0190300,Green,3.05578836637247
Os01g0190400,Grey,0.008960364936607
Os01g0191100,Brown,106.617165586017
Os01g0191200,Magenta,0.653202734097034
Os01g0191300,Turquoise,1.8646585456087
Os01g0192000,Grey,0.091111600847896
Os01g0192300,Turquoise,65.874019850282
Os01g0192900,Pink,6.18202642987609
Os01g0193600,Brown,9.27716358788808
Os01g0193900,LightGreen,0.350210694933571
Os01g0194000,Yellow,26.9447815703823
Os01g0194300,Black,2.16388365098862
Os01g0194600,Purple,0.700267386873398
Os01g0195000,Grey60,3.22528501930871
Os01g0195200,Magenta,4.68890840683378
Os01g0195400,Magenta,47.2159104203536
Os01g0196600,Brown,1.73189396197037
Os01g0197100,Grey,0.041453010851359
Os01g0197350,Turquoise,0.213010371891259
Os01g0197400,Yellow,2.09841732304163
Os01g0197500,Blue,35.0794366136972
Os01g0197700,Grey,0.003397315712076
Os01g0197900,Turquoise,69.7624140683446
Os01g0198000,Salmon,10.2161495178689
Os01g0198900,Blue,68.8249785218842
Os01g0199400,Purple,10.501280995002
Os01g0199900,Brown,69.6229891096816
Os01g0200000,Turquoise,162.095761828091
Os01g0200350,Turquoise,60.2071739642463
Os01g0200500,Brown,71.0613191674496
Os01g0200700,Green,5.16385143156417
Os01g0201100,Turquoise,17.6402139332036
Os01g0201200,Green,3.20710536526429
Os01g0201900,Cyan,0.742685713212379
Os01g0203400,Turquoise,0.918559721315873
Os01g0203800,Salmon,5.10814274783216
Os01g0205200,Blue,25.3404209637838
Os01g0205300,Blue,175.644875754814
Os01g0205500,Brown,8.82962621098461
Os01g0205600,Turquoise,2.02285637827684
Os01g0206200,Brown,27.4438654671933
Os01g0206700,Grey,0.373821754329923
Os01g0207200,Magenta,2.94750743646895
Os01g0207400,Magenta,1.51925235464559
Os01g0208600,GreenYellow,2.88469224684438
Os01g0209200,Red,14.6352159144691
Os01g0209400,Tan,0.443591727736304
Os01g0209800,Blue,5.82580256025502
Os01g0210500,Blue,18.3272808256499
Os01g0210800,Salmon,0.696559297182864
Os01g0211600,Blue,0.269199082747914
Os01g0212400,Yellow,0.227938161367648
Os01g0213400,Grey,0.316138163635345
Os01g0214200,Grey60,6.07043453756657
Os01g0214400,Blue,44.7691219291454
Os01g0214500,Turquoise,148.31428996851
Os01g0214600,Magenta,9.61903226029811
Os01g0214800,Turquoise,2.05754581017553
Os01g0215000,Blue,1.84716491361796
Os01g0215750,Pink,11.4589746527373
Os01g0217500,Tan,0.496874799081952
Os01g0218100,Turquoise,82.0673546006545
Os01g0218700,Purple,8.95232002509091
Os01g0218900,Grey,0.05133886480024
Os01g0220300,Brown,28.8511913235484
Os01g0221000,Blue,5.23490995435768
Os01g0221100,Black,14.4004567961883
Os01g0221300,Brown,4.33151353408171
Os01g0221400,Green,1.0231249318204
Os01g0221500,Turquoise,58.5567566401768
Os01g0221600,Green,10.1534425835292
Os01g0221700,Blue,176.605983125153
Os01g0221800,Blue,156.115874652606
Os01g0221900,Blue,6.05380075334864
Os01g0222500,Grey,0.093777316798767
Os01g0222600,Pink,0.496278511198114
Os01g0222700,Red,2.70617771887152
Os01g0223000,GreenYellow,4.32966147753949
Os01g0223200,Blue,2.02979561145986
Os01g0223500,Brown,1.53073763383203
Os01g0223600,Blue,0.916173354876884
Os01g0223700,Black,1.02847984510548
Os01g0223900,Red,4.61683198629271
Os01g0224000,Turquoise,110.415083954769
Os01g0224300,Brown,1.09706520526738
Os01g0224400,Turquoise,122.135604101061
Os01g0224700,Grey,0.012018285004655
Os01g0225000,Turquoise,158.307904853725
Os01g0225100,Purple,10.5434492701776
Os01g0225400,Pink,2.49467182318269
Os01g0226300,Salmon,0.38814836801002
Os01g0226600,Grey,0.021640179451074
Os01g0227100,Turquoise,114.586566496988
Os01g0227200,Turquoise,3.72312573780243
Os01g0227300,Turquoise,40.1888855151763
Os01g0227350,Green,3.82914240609539
Os01g0227400,Green,7.82688385766069
Os01g0227500,Purple,2.98628366932201
Os01g0227700,Red,14.6426645592825
Os01g0227800,Green,21.4899366758403
Os01g0228500,Turquoise,172.045520032991
Os01g0228600,Green,13.1469316068036
Os01g0228901,Brown,0.949690221137944
Os01g0229300,Turquoise,3.09616233438654
Os01g0229400,Blue,5.83490258657206
Os01g0229600,Green,13.6656817211565
Os01g0230200,Salmon,1.18961638220286
Os01g0231000,Blue,4.86684004249448
Os01g0231700,Brown,60.5199781644977
Os01g0231800,Blue,0.125865716522404
Os01g0232100,Red,12.7561803974043
Os01g0232300,Brown,52.6705470347979
Os01g0232700,Brown,11.2461860959825
Os01g0233000,Turquoise,64.1509903434826
Os01g0233900,Turquoise,140.323063072272
Os01g0234100,Brown,0.823471736368945
Os01g0234300,Blue,0.633383954546155
Os01g0234900,Yellow,21.2649334739976
Os01g0235350,Purple,13.4518647555194
Os01g0235400,Grey60,6.89761484026541
Os01g0235900,Green,2.11508659513212
Os01g0236000,Yellow,5.14321249914788
Os01g0236300,Green,9.81699143958162
Os01g0236700,Green,17.9568320113303
Os01g0237100,Blue,2.54806160401348
Os01g0238200,Blue,7.65076950154058
Os01g0238500,Green,9.65244986249156
Os01g0238800,Brown,4.99274833749633
Os01g0238900,Brown,23.5768681912135
Os01g0239000,Green,11.0634698251438
Os01g0239100,Turquoise,2.64168638054025
Os01g0239200,Blue,55.5220570986349
Os01g0239700,Pink,10.1253886930153
Os01g0241000,Salmon,2.59633474450139
Os01g0242300,Green,0.829240290648473
Os01g0242600,Salmon,6.58515617971507
Os01g0242900,Turquoise,31.8481388984428
Os01g0243000,Turquoise,21.1253929407837
Os01g0243100,Salmon,1.42960503624172
Os01g0243200,Turquoise,56.3016240111694
Os01g0243400,Yellow,8.76874351000839
Os01g0243450,Turquoise,9.55838676283225
Os01g0246500,Turquoise,4.08327934038135
Os01g0246700,Yellow,19.9851416043109
Os01g0247500,Purple,4.28983533265323
Os01g0247600,Blue,1.31383016135462
Os01g0248400,Turquoise,1.18899535278257
Os01g0248500,Turquoise,1.52121866060932
Os01g0248600,Brown,5.54255953113641
Os01g0248701,Salmon,0.368429979750504
Os01g0249200,Magenta,39.8996137768488
Os01g0250600,Brown,25.0636624996867
Os01g0250900,Black,15.2622714811752
Os01g0251100,Brown,120.409692261545
Os01g0252200,Yellow,9.17560247881341
Os01g0252600,Blue,114.596380156829
Os01g0253500,Red,0.639399136482382
Os01g0253600,Brown,1.03530549949696
Os01g0253900,Turquoise,35.3312653938619
Os01g0254000,Turquoise,79.487517629479
Os01g0254100,Brown,7.51031308555051
Os01g0254200,Turquoise,25.5748891407251
Os01g0254950,Turquoise,7.15936320063933
Os01g0255000,Purple,0.852048898992025
Os01g0256400,Turquoise,55.6968562080842
Os01g0256500,Turquoise,29.327693803832
Os01g0256900,Turquoise,86.9791375707644
Os01g0257100,Magenta,36.8611335904153
Os01g0257300,Turquoise,96.2571128076409
Os01g0257400,Turquoise,74.7249586396919
Os01g0257900,Grey,0.001799602578224
Os01g0259200,Red,4.08835789677969
Os01g0259300,Blue,42.9510632728503
Os01g0259400,Yellow,3.29280698404899
Os01g0259933,Pink,13.8108946668391
Os01g0259966,Brown,5.40777869002233
Os01g0260000,Grey,0.024651331066784
Os01g0260100,Tan,0.670268669461481
Os01g0260800,Blue,0.583198323794397
Os01g0261100,Turquoise,49.8011092239708
Os01g0261200,Yellow,22.8876705651436
Os01g0262700,Tan,5.39343058366893
Os01g0263300,Magenta,5.21566342253779
Os01g0263400,Brown,25.0623914714218
Os01g0263600,Green,1.02974817258884
Os01g0264400,Magenta,2.59427012853704
Os01g0264500,LightCyan,0.421381155582662
Os01g0264900,Turquoise,1.76065552832968
Os01g0265100,Magenta,18.6482539148275
Os01g0265400,Black,7.67938767813357
Os01g0265700,Turquoise,2.25412890345671
Os01g0265900,Brown,25.0156050935025
Os01g0266000,Brown,118.243451820135
Os01g0266100,Turquoise,1.08669229440824
Os01g0266200,GreenYellow,4.43086575066836
Os01g0266500,LightCyan,3.74238960807955
Os01g0266600,Blue,2.81037487909226
Os01g0266800,Red,0.129899608269863
Os01g0267200,Turquoise,138.621830146207
Os01g0267600,Turquoise,89.2918857166726
Os01g0268300,Blue,8.72109710696545
Os01g0268600,Red,1.05870446656275
Os01g0268800,Turquoise,185.172811426965
Os01g0268900,Brown,1.88344876085969
Os01g0269000,Red,63.3142838670449
Os01g0270100,Turquoise,164.18161382448
Os01g0270300,Blue,1.87555810481295
Os01g0271000,Brown,19.3675007514343
Os01g0271200,Turquoise,0.976099075263923
Os01g0271400,Black,23.8015878217753
Os01g0271700,Brown,2.65308400750286
Os01g0272600,Turquoise,0.281733464280862
Os01g0272850,Brown,0.825479758353131
Os01g0273300,Red,8.95930655950978
Os01g0274800,Grey,0.058388542400581
Os01g0275300,Tan,2.52361374201562
Os01g0275600,Brown,2.95324578135683
Os01g0275800,Blue,0.90675808580984
Os01g0275900,Black,4.96317915400319
Os01g0275950,Black,4.62005160181136
Os01g0276000,Brown,66.7086373890884
Os01g0276100,Turquoise,118.336559225571
Os01g0276200,Brown,120.798820991779
Os01g0276400,Turquoise,2.50198723230304
Os01g0276500,Brown,10.5662139852989
Os01g0276700,Turquoise,17.37903330677
Os01g0276900,Purple,4.50949444456061
Os01g0277500,Blue,7.57200025901516
Os01g0278200,Blue,21.508425825824
Os01g0278600,Blue,9.62567406712976
Os01g0278900,Blue,168.712703527014
Os01g0279300,Red,33.1255722591217
Os01g0279400,Blue,9.88404141837645
Os01g0279800,Brown,30.1297931947836
Os01g0280400,Brown,80.0561003613803
Os01g0281000,Green,31.8286140381196
Os01g0281600,Magenta,15.2966977126006
Os01g0282800,Magenta,14.7120940452732
Os01g0283500,Turquoise,33.8176177086414
Os01g0283700,Salmon,1.85117707515913
Os01g0284500,Turquoise,9.54117761813922
Os01g0284700,Blue,31.1066850637974
Os01g0284900,Turquoise,74.0895454557149
Os01g0285300,Magenta,18.5855612408826
Os01g0286000,Blue,4.09190935520009
Os01g0286100,Turquoise,14.7359504702794
Os01g0286600,Blue,121.853837490515
Os01g0286900,Pink,0.967879980715564
Os01g0287600,Tan,0.148721290773941
Os01g0289600,Turquoise,4.9935006880333
Os01g0290000,Grey,0.410219635222596
Os01g0290700,Grey,0.06984602575062
Os01g0290800,Brown,1.61360557248174
Os01g0291500,Magenta,11.7444646223689
Os01g0292200,Green,8.74402746597466
Os01g0292250,Green,0.579938176834026
Os01g0292900,Grey,0.344864259823145
Os01g0293200,Brown,30.1488159419333
Os01g0294700,Magenta,17.3192508081635
Os01g0295700,Turquoise,70.5649447902219
Os01g0295900,Blue,58.3462949428161
Os01g0296100,Turquoise,20.7036587506355
Os01g0298301,Yellow,12.3994365542685
Os01g0299300,Turquoise,5.38443097009259
Os01g0299400,Brown,9.75226404288614
Os01g0300600,Midnightblue,4.3530705105697
Os01g0301000,Brown,83.1483480776449
Os01g0301700,Brown,33.637385387545
Os01g0301900,Green,8.19729491726528
Os01g0302000,Green,16.9898795938404
Os01g0302800,Turquoise,0.312396190171116
Os01g0303600,Turquoise,124.776642813928
Os01g0303800,Grey,0.256988183398196
Os01g0304000,Brown,46.0361013302433
Os01g0305200,Turquoise,66.4285135410326
Os01g0305300,Turquoise,9.94489959064191
Os01g0305900,Salmon,2.7036605143188
Os01g0306800,Tan,9.12141499311003
Os01g0306900,Blue,1.88974847318409
Os01g0307624,Turquoise,120.722991835669
Os01g0307686,Turquoise,94.3002013291036
Os01g0309451,Pink,0.545138718435092
Os01g0309800,Black,20.8878763523651
Os01g0310100,Turquoise,18.7367082087565
Os01g0310500,Black,11.2003770627293
Os01g0310550,Blue,8.57109296824618
Os01g0310600,Black,5.15956323253067
Os01g0311100,Blue,0.382199559657804
Os01g0311400,Turquoise,39.1531498201429
Os01g0311500,Red,24.1985193511031
Os01g0313300,LightCyan,0.457541800246347
Os01g0314000,Turquoise,150.867953528261
Os01g0314100,Red,33.0195423489913
Os01g0314800,Purple,12.3935719897099
Os01g0315800,Red,31.4293006885767
Os01g0316500,Turquoise,132.014840859733
Os01g0316600,Purple,4.50160290481906
Os01g0316900,Salmon,7.9390907243627
Os01g0317800,Blue,2.17474853894505
Os01g0319000,Turquoise,38.775878231318
Os01g0320700,Black,2.67418743200718
Os01g0321300,Blue,158.8930870991
Os01g0323000,Magenta,6.91269279223176
Os01g0323300,Grey,0.182636777807044
Os01g0323600,Purple,4.25130919837577
Os01g0324400,Brown,89.9461826534675
Os01g0326000,Blue,1.53193665441486
Os01g0326100,Pink,30.949225423556
Os01g0326300,Pink,29.4193837091539
Os01g0327100,Turquoise,64.8997140374647
Os01g0327400,Turquoise,4.93614239626613
Os01g0327900,Brown,1.13898373120894
Os01g0328300,Brown,74.470775591095
Os01g0328600,Purple,14.0622733666025
Os01g0328700,Green,2.44053786325267
Os01g0329400,Turquoise,30.6123144757469
Os01g0329800,Turquoise,4.87872396585427
Os01g0329900,Magenta,46.7137404290969
Os01g0330100,Magenta,0.58877976829717
Os01g0331100,Blue,18.0489171781737
Os01g0332100,Turquoise,9.63230779111695
Os01g0332150,Green,0.297714344082559
Os01g0332800,Blue,119.936802782576
Os01g0332900,Black,4.6810410565496
Os01g0337160,Grey,0.017429040463771
Os01g0337500,Brown,0.328749922939496
Os01g0337900,Red,21.4796309024983
Os01g0338200,Turquoise,68.1518767767524
Os01g0338600,Blue,96.3379569352107
Os01g0339500,Blue,22.5213862051792
Os01g0339900,Brown,17.3961994519747
Os01g0342500,Salmon,0.212256044284906
Os01g0342750,LightCyan,0.139103156815867
Os01g0343300,Green,4.18036081164236
Os01g0343500,Blue,84.2122933374099
Os01g0346250,Tan,0.354244992278968
Os01g0346600,Green,0.153995920678395
Os01g0346700,Purple,3.91706496573827
Os01g0347100,Red,5.4061808349097
Os01g0347200,GreenYellow,2.06703902908034
Os01g0348600,Red,23.8431969805994
Os01g0348700,Brown,116.445445000028
Os01g0348900,Red,30.9874052701594
Os01g0349000,Turquoise,80.8346595677841
Os01g0349400,Yellow,21.9371780219554
Os01g0349600,Blue,20.8583851428425
Os01g0351800,Brown,20.2856786663191
Os01g0352100,Green,33.8240746131481
Os01g0354200,Midnightblue,1.40273109836053
Os01g0355500,Turquoise,45.5993275515382
Os01g0356400,Purple,5.72795937440535
Os01g0357100,Black,0.224346915684237
Os01g0357800,GreenYellow,9.20278521211085
Os01g0357900,Yellow,16.0598081760762
Os01g0358100,Grey,0.021867044795752
Os01g0358300,Blue,160.481132719843
Os01g0358400,Brown,8.87757535911513
Os01g0359400,GreenYellow,9.90036063082518
Os01g0359600,Cyan,5.35133207660814
Os01g0359800,Brown,3.42962294715933
Os01g0360100,Green,4.43269576703789
Os01g0360200,Grey,0.243305784468967
Os01g0361000,Blue,66.4556504231899
Os01g0361500,Purple,2.49660510287784
Os01g0361800,Cyan,0.358711854819673
Os01g0362000,Midnightblue,1.93157143693512
Os01g0362100,Purple,18.0758129827031
Os01g0362400,Blue,0.461592133109716
Os01g0363300,Grey,0.069244099752185
