id,Label,Description,GO,Symbol,KEGG,MapMan,MSU_LOC,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity
19,Os02g0205500,Similar to Fatty acid elongase 1.,"Biological Process: fatty acid biosynthetic process (GO:0006633), Biological Process: metabolic process (GO:0008152), Biological Process: lipid biosynthetic process (GO:0008610), Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824), Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",,"Fatty acid elongation, Metabolic pathways, Biosynthesis of secondary metabolites, Plant-pathogen interaction",['lipid metabolism.FA synthesis and FA elongation.beta ketoacyl CoA synthase'],LOC_Os02g11070,,13.1976504228034,5180,royalBlue,4.3053581472752
20,Os02g0807900,Conserved hypothetical protein.,,,,"['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII', 'signalling.receptor kinases.misc']",LOC_Os02g56380,,8.83603038895627,6790,royalBlue,4.27433962635928
21,Os07g0685700,"Transcription factor, Response to ethylene stimulus, Wound signaling","Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Cellular Component: nucleus (GO:0005634)","EIL2, OsEIL2","MAPK signaling pathway - plant, Plant hormone signal transduction",['RNA.regulation of transcription.EIN3-like(EIL) transcription factor family'],LOC_Os07g48630,EIL,10.5086333644101,6126,royalBlue,4.18116958712377
22,Os08g0376500,Similar to Patatin-like protein.,"Biological Process: lipid metabolic process (GO:0006629), Biological Process: metabolic process (GO:0008152)",OspPLAIIgamma,,,LOC_Os08g28880,,7.89918358369772,7238,royalBlue,4.10563691172199
23,Os03g0833900,"Similar to Cytosine deaminase (EC 3.5.4.1)., Similar to Cytidine/deoxycytidylate deaminase family protein.",", Molecular Function: catalytic activity (GO:0003824), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: hydrolase activity (GO:0016787)",,,['nucleotide metabolism.degradation'],LOC_Os03g61810,,13.2158606189334,5170,royalBlue,3.95598713872395
24,Os08g0376550,Similar to Patatin-like protein 1.,Biological Process: metabolic process (GO:0008152),,,['development.storage proteins'],LOC_Os08g28880,,6.9585970072893,7728,royalBlue,3.76381343045823
25,Os01g0675500,"Similar to Glycoprotein-specific UDP-glucuronyltransferase-like protein., Similar to galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1.","Cellular Component: membrane (GO:0016020), Molecular Function: galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity (GO:0015018)",OsIRX9L,,['protein.glycosylation'],LOC_Os01g48440,,11.5062491998585,5748,royalBlue,3.64717149236235
26,Os01g0664200,Similar to Ser Thr specific protein kinase-like protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os01g47470,,7.40670470945465,7472,royalBlue,3.62617214114791
27,Os05g0159300,Similar to Alpha-L-fucosidase 2.,,"DARX1, GELP62",,['misc.GDSL-motif lipase'],LOC_Os05g06720,,13.7317055162728,4994,royalBlue,3.50049312943004
28,Os03g0437200,"C2H2-type zinc finger protein, Abscisic acid-induced antioxidant defence, Water stress and oxidative stress tolerance","Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: metal ion binding (GO:0046872)",ZFP36,,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os03g32230,C2H2,17.4196698469787,3960,royalBlue,3.45573612943324
29,Os11g0455500,Similar to Adenosylhomocysteinase.,"Biological Process: one-carbon metabolic process (GO:0006730), Molecular Function: adenosylhomocysteinase activity (GO:0004013)",,"Cysteine and methionine metabolism, Metabolic pathways",['not assigned.unknown'],LOC_Os11g26850,,8.18894818773279,7104,royalBlue,3.43900051616263
30,Os03g0767000,"Allene oxide synthase (CYP74A1), Biosynthesis of jasmonic acid (JA)","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: monooxygenase activity (GO:0004497), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)","AOS1, OsAOS, OsAOS1, CYP74A1","alpha-Linolenic acid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",['hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase'],LOC_Os03g55800,,6.94198449221407,7736,royalBlue,3.34222435056671
31,Os12g0548501,Similar to CI2C.,"Biological Process: response to wounding (GO:0009611), Molecular Function: serine-type endopeptidase inhibitor activity (GO:0004867)",,,['not assigned.unknown'],LOC_Os12g36220,,7.93914527045257,7217,royalBlue,3.31586547963526
32,Os09g0323000,"Similar to UDP-galactose 4-epimerase-like protein., Similar to UDP-D-glucose epimerase 2.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662), Biological Process: galactose metabolic process (GO:0006012), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978)",OsUGE4,"Galactose metabolism, Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars",['cell wall.precursor synthesis.UGE'],LOC_Os09g15420,,8.15892782425492,7117,royalBlue,3.16042446977477
33,Os02g0751800,Phosphoglycerate mutase 1 family protein.,"Biological Process: glycolysis (GO:0006096), Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: intramolecular transferase activity, phosphotransferases (GO:0016868)",,"Glycolysis / Gluconeogenesis, Glycine, serine and threonine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism, Biosynthesis of amino acids",['glycolysis.unclear/dually targeted.phosphoglycerate mutase'],LOC_Os02g51590,,7.57765605639126,7387,royalBlue,3.07976424577399
34,Os09g0475400,"Helix-loop-helix DNA-binding domain containing protein., Similar to cDNA clone:J023084K14, full insert sequence.",,"OsBIM1, OsbHLH032",,"['RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family']",LOC_Os09g29930,bHLH,9.98029882363814,6320,royalBlue,3.07875507393303
35,Os07g0622200,"3-Deoxy-D-arabino-heptulosonate 7-phosphate synthase, Chorismate biosynthesis","Biological Process: aromatic amino acid family biosynthetic process (GO:0009073), Molecular Function: 3-deoxy-7-phosphoheptulonate synthase activity (GO:0003849)","OsDAHP1, DAHP1, DAHPS, OsDAHPS2, DAHPS2","Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids",['amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase'],LOC_Os07g42960,,10.6548876194565,6066,royalBlue,3.03833368250642
36,Os10g0146901,Hypothetical protein.,,,,,None,,9.15040772133227,6645,royalBlue,2.86624991011234
37,Os03g0242200,Ras GTPase family protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: small GTPase mediated signal transduction (GO:0007264), Cellular Component: intracellular (GO:0005622), Molecular Function: ATP binding (GO:0005524), Molecular Function: GTP binding (GO:0005525), Molecular Function: transcription factor binding (GO:0008134)",,,['signalling.G-proteins'],LOC_Os03g13860,,5.94250032970076,8327,royalBlue,2.83515735602456
38,Os02g0778400,Similar to UMP/CMP kinase a (EC 2.7.1.48).,"Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Biological Process: nucleotide phosphorylation (GO:0046939), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleotide kinase activity (GO:0019201), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)",,"Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism, Biosynthesis of cofactors",['nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase'],LOC_Os02g53790,,14.596371728397,4722,royalBlue,2.82962567488225
39,Os01g0357900,Similar to RALF.,,,,['signalling.misc'],LOC_Os01g25540,,12.127016197856,5524,royalBlue,2.82618919362183
40,Os07g0694600,Prephenate dehydratase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Biological Process: L-phenylalanine biosynthetic process (GO:0009094), Molecular Function: prephenate dehydratase activity (GO:0004664), Molecular Function: amino acid binding (GO:0016597)",PDT,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids",['amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase'],LOC_Os07g49390,,6.40757247162021,8041,royalBlue,2.81277134964005
41,Os10g0147200,Similar to Thaumatin-like protein.,,,,['stress.biotic'],LOC_Os10g05660,,9.6462844948943,6433,royalBlue,2.80752560035078
42,Os09g0423600,Similar to Monogalactosyldiacylglycerol synthase (EC 2.4.1.46).,"Biological Process: carbohydrate metabolic process (GO:0005975), Biological Process: glycolipid biosynthetic process (GO:0009247), Biological Process: lipid glycosylation (GO:0030259), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758), Molecular Function: carbohydrate binding (GO:0030246)",,"Glycerolipid metabolism, Metabolic pathways",['lipid metabolism.glycolipid synthesis.MGDG synthase'],LOC_Os09g25580,,6.45982812773547,8013,royalBlue,2.76635311091325
43,Os02g0548700,Similar to ubiquitin-protein ligase.,"Biological Process: protein ubiquitination (GO:0016567), Cellular Component: ubiquitin ligase complex (GO:0000151), Molecular Function: ubiquitin-protein ligase activity (GO:0004842), Molecular Function: binding (GO:0005488)",OsPUB43,,['RNA.regulation of transcription.PHOR1'],LOC_Os02g34410,,11.4376103915729,5770,royalBlue,2.73298405037907
44,Os05g0582100,"Cas1p-like family protein., Similar to predicted protein.",,,,['misc.acyl transferases'],LOC_Os05g50510,,6.94843121220037,7733,royalBlue,2.72482420374447
45,Os05g0537100,WRKY transcription factor 10.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565)",OsWRKY7,,['RNA.regulation of transcription.WRKY domain transcription factor family'],LOC_Os05g46020,WRKY,8.28036101402675,7058,royalBlue,2.71691249971142
46,Os07g0624700,UMP/CMP kinase a (EC 2.7.1.48).,"Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Biological Process: nucleotide phosphorylation (GO:0046939), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleotide kinase activity (GO:0019201), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)",,"Pyrimidine metabolism, Metabolic pathways, Nucleotide metabolism, Biosynthesis of cofactors",['nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase'],LOC_Os07g43170,,8.06770835698569,7156,royalBlue,2.69557402068771
47,Os11g0604600,"Zinc finger, RING/FYVE/PHD-type domain containing protein.",Molecular Function: zinc ion binding (GO:0008270),,,['protein.degradation.ubiquitin.E3.RING'],LOC_Os11g39130,,6.0457900164987,8252,royalBlue,2.6879861108979
48,Os05g0419200,"Protein of unknown function DUF647 family protein., Similar to predicted protein., Non-protein coding transcript.",,OsRUS6B,,['not assigned.unknown'],LOC_Os05g34650,,9.42373613386129,6531,royalBlue,2.61778629764245
49,Os02g0797700,Nonaspanin (TM9SF) family protein.,Cellular Component: integral to membrane (GO:0016021),,,['not assigned.unknown'],LOC_Os02g55440,,13.0796087734865,5217,royalBlue,2.58336905006052
50,Os02g0164800,"Zinc finger, C2H2-type domain containing protein.",,,,['protein.degradation.cysteine protease'],LOC_Os02g06890,,6.4982807402151,7985,royalBlue,2.56718198071197
51,Os03g0110600,"Similar to LysM domain containing protein, expressed.",,,,['not assigned.unknown'],LOC_Os03g01990,,9.03729868140339,6695,royalBlue,2.50639179044104
52,Os01g0119100,Similar to Glycosyltransferase.,"Molecular Function: transferase activity, transferring glycosyl groups (GO:0016757)",,,['not assigned.unknown'],LOC_Os01g02940,,5.18560951489994,8785,royalBlue,2.48849429057188
53,Os11g0614400,Similar to Patatin-like protein 1.,"Biological Process: lipid metabolic process (GO:0006629), Biological Process: metabolic process (GO:0008152)",OspPLAIItheta,,['development.storage proteins'],LOC_Os11g39990,,5.77174688509644,8428,royalBlue,2.42595713177298
54,Os03g0127900,Cation/H+ exchanger domain containing protein.,"Biological Process: cation transport (GO:0006812), Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: solute:hydrogen antiporter activity (GO:0015299)",,,['transport.potassium'],LOC_Os03g03590,,9.38400190318672,6543,royalBlue,2.38620427414163
55,Os02g0657600,N-acetyl glutamate kinase 2.,"Biological Process: arginine biosynthetic process (GO:0006526), Biological Process: proline biosynthetic process (GO:0006561), Biological Process: cellular amino acid biosynthetic process (GO:0008652), Cellular Component: cytoplasm (GO:0005737), Molecular Function: acetylglutamate kinase activity (GO:0003991), Molecular Function: glutamate 5-kinase activity (GO:0004349)",OsNAGK2|NAGK2,"Arginine biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, 2-Oxocarboxylic acid metabolism, Biosynthesis of amino acids",['amino acid metabolism.synthesis.glutamate family.arginine.acetylglutamate kinase'],LOC_Os02g44000,,6.95385842984366,7731,royalBlue,2.36290454210453
56,Os10g0478300,"SG2-type MYB transcription factor, Resistance to fungal and bacterial pathogens",Molecular Function: DNA binding (GO:0003677),MYB110,,['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os10g33810,MYB,7.34863859347191,7511,royalBlue,2.32260459857805
57,Os03g0749300,"Similar to Exoglucanase precursor., Similar to Exoglucanase., Similar to Cell wall beta-glucosidase.","Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)",,"Cyanoamino acid metabolism, Starch and sucrose metabolism, Biosynthesis of various plant secondary metabolites, Metabolic pathways, Biosynthesis of secondary metabolites","['cell wall.degradation.cellulases and beta -1,4-glucanases']",LOC_Os03g53800,,5.63071320300723,8514,royalBlue,2.27464933603911
58,Os06g0210900,"Lipase, class 3 family protein.","Biological Process: lipid metabolic process (GO:0006629), Molecular Function: triglyceride lipase activity (GO:0004806)",,,['lipid metabolism.lipid degradation.lipases.triacylglycerol lipase'],LOC_Os06g10850,,6.84072414737589,7790,royalBlue,2.27187774055168
59,Os02g0590700,"Hypothetical gene., Conserved hypothetical protein.",,,,,None,,6.10497833445448,8218,royalBlue,2.21146107393032
60,Os04g0623300,"Polyamine oxidase, Seed germination, Similar to H0215F08.3 protein.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)","PAO3, OsPAO3, OsAO3, AO3","Arginine and proline metabolism, beta-Alanine metabolism, Pantothenate and CoA biosynthesis, Metabolic pathways","['misc.oxidases - copper, flavone etc.']","LOC_Os04g53190, LOC_Os04g53195",,12.5078459044812,5416,royalBlue,2.19425698246185
61,Os03g0747900,Similar to Myosin heavy chain class XI E1 protein.,"Cellular Component: myosin complex (GO:0016459), Molecular Function: motor activity (GO:0003774), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524)","OsMyoXIE-1, OsMyoXIE",,['cell.organisation'],LOC_Os03g53660,,9.16009914288139,6640,royalBlue,2.18561741808635
62,Os01g0739200,"Protein-tyrosine phosphatase, dual specificity domain containing protein.","Biological Process: protein dephosphorylation (GO:0006470), Biological Process: dephosphorylation (GO:0016311), Molecular Function: protein tyrosine phosphatase activity (GO:0004725), Molecular Function: protein tyrosine/serine/threonine phosphatase activity (GO:0008138), Molecular Function: phosphatase activity (GO:0016791)",,,['not assigned.unknown'],LOC_Os01g53710,,3.58195008202194,10005,royalBlue,2.17998107934455
63,Os10g0512800,Similar to predicted protein.,"Biological Process: microtubule-based movement (GO:0007018), Molecular Function: microtubule motor activity (GO:0003777), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: zinc ion binding (GO:0008270)",KLP,,['cell.organisation'],LOC_Os10g36880,,9.35058159948073,6560,royalBlue,2.11358075474278
64,Os07g0274700,HvB12D protein (B12Dg1 protein).,,,,['development.unspecified'],LOC_Os07g17330,,13.0050307478803,5244,royalBlue,2.11118878570224
65,Os01g0628700,Cytochrome P450.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",CYP72A24,,['misc.cytochrome P450'],LOC_Os01g43844,,3.56242350691731,10019,royalBlue,2.07021117797773
66,Os08g0528500,Uncharacterised protein family UPF0016 domain containing protein.,Cellular Component: membrane (GO:0016020),,,['not assigned.unknown'],LOC_Os08g41670,,5.97146927140025,8300,royalBlue,2.06703687361806
67,Os02g0621800,"Glucose-methanol-choline (GMC) oxidoreductase family protein, Hybrid breakdown (HB)","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity, acting on CH-OH group of donors (GO:0016614), Molecular Function: long-chain-alcohol oxidase activity (GO:0046577), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)","HWH1, hwh1",,['not assigned.unknown'],LOC_Os02g40840,,8.0613854978302,7160,royalBlue,2.05755951631022
68,Os12g0548401,Similar to Proteinase inhibitor.,"Biological Process: response to wounding (GO:0009611), Molecular Function: serine-type endopeptidase inhibitor activity (GO:0004867)",,,['not assigned.unknown'],LOC_Os12g36210,,6.20489197287301,8147,royalBlue,2.05530030038925
69,Os06g0604300,"Chloroplast-localized phospholipase D, Herbivore defense","Biological Process: phosphatidylcholine metabolic process (GO:0046470), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phospholipase D activity (GO:0004630), Molecular Function: calcium ion binding (GO:0005509), Cellular Component: membrane (GO:0016020)","OsPLD&alpha;5, OsPLDa5, OsPLDalpha5, PLDalpha5","Glycerophospholipid metabolism, Ether lipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Endocytosis",['lipid metabolism.lipid degradation.lysophospholipases.phospholipase D'],LOC_Os06g40180,,8.33547945536749,7031,royalBlue,1.98274054546955
70,Os04g0456700,Similar to TMV induced protein 1-2.,Molecular Function: protein binding (GO:0005515),,,['not assigned.unknown'],LOC_Os04g38390,,6.36021550871483,8065,royalBlue,1.97615189261256
71,Os09g0541500,Sedlin domain containing protein.,"Biological Process: transport (GO:0006810), Biological Process: ER to Golgi vesicle-mediated transport (GO:0006888), Cellular Component: intracellular (GO:0005622)",,,['not assigned.unknown'],LOC_Os09g36976,,6.35038431883031,8071,royalBlue,1.97527538608725
72,Os04g0577800,"Uncharacterised protein family UPF0136, Transmembrane domain containing protein.",Cellular Component: membrane (GO:0016020),,,['not assigned.unknown'],LOC_Os04g48840,,6.25873357039778,8112,royalBlue,1.93626523518925
73,Os02g0738400,"Similar to Histidine kinase., Histidine kinase, Cytokinin signaling","Biological Process: two-component signal transduction system (phosphorelay) (GO:0000160), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: signal transduction (GO:0007165), Biological Process: phosphorylation (GO:0016310), Biological Process: peptidyl-histidine phosphorylation (GO:0018106), Cellular Component: membrane (GO:0016020), Molecular Function: two-component sensor activity (GO:0000155), Molecular Function: two-component response regulator activity (GO:0000156), Molecular Function: protein histidine kinase activity (GO:0004673), Molecular Function: signal transducer activity (GO:0004871), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)","OHK5, OHK5, Ohk5, OsHK1, OsHK6, HK, Crl1a",,,LOC_Os02g50480,,4.91544707510036,8976,royalBlue,1.93058640504467
74,Os09g0511300,Conserved hypothetical protein.,,,,['not assigned.unknown'],LOC_Os09g33650,,4.20291640168171,9517,royalBlue,1.92232954025288
