id,Label,Description,GO,Symbol,KEGG,MapMan,MSU_LOC,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity
24,Os03g0230500,"Inositol 1, 3,4-trisphosphate 5/6-kinase, Drought and salt tolerance, Negative regulator of osmotic stress signaling","Biological Process: inositol trisphosphate metabolic process (GO:0032957), Molecular Function: magnesium ion binding (GO:0000287), Molecular Function: ATP binding (GO:0005524), Molecular Function: inositol tetrakisphosphate 1-kinase activity (GO:0047325), Molecular Function: inositol-1, 3,4-trisphosphate 6-kinase activity (GO:0052725), Molecular Function: inositol-1, 3,4-trisphosphate 5-kinase activity (GO:0052726), Cellular Component: intracellular (GO:0005622)","DSM3, DSM3/OsITPK2, OsITL1, OsITPK2","Inositol phosphate metabolism, Metabolic pathways, Phosphatidylinositol signaling system","['signalling.phosphinositides.inositol-1,3,4-trisphosphate 5/6-kinase']",LOC_Os03g12840,,56.6726806785169,3020,Purple,18.0075225461151
25,Os04g0430200,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain domain containing protein., Similar to phospholipase C.","Biological Process: lipid metabolic process (GO:0006629), Biological Process: intracellular signal transduction (GO:0035556), Molecular Function: phospholipase C activity (GO:0004629), Molecular Function: phosphoric diester hydrolase activity (GO:0008081),",,,['signalling.MAP kinases'],LOC_Os04g35100,,54.4980289422419,3127,Purple,17.8301262939882
26,Os02g0197200,Mlo-related protein family protein.,"Biological Process: cell death (GO:0008219), Cellular Component: integral to membrane (GO:0016021)",OsMLO8,,['stress.biotic.signalling.MLO-like'],LOC_Os02g10350,,38.0889742016227,4285,Purple,17.3900117817789
27,Os10g0503800,"Similar to Remorin., Non-protein coding transcript.",,,,['not assigned.unknown'],LOC_Os10g36000,,27.3020791709771,5451,Purple,17.332756348347
28,Os12g0617800,Cation/H+ exchanger domain containing protein.,"Biological Process: cation transport (GO:0006812), Biological Process: potassium ion transport (GO:0006813), Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: solute:hydrogen antiporter activity (GO:0015299)",,,['transport.potassium'],LOC_Os12g42300,,29.258258982187,5207,Purple,17.32970406484
29,Os02g0197125,Hypothetical protein.,,,,,None,,41.352273747392,3991,Purple,17.1790045369428
30,Os01g0642100,Hypothetical conserved gene.,,,,,None,,72.5367570960115,2323,Purple,16.9473593460674
31,Os08g0385000,Similar to seed maturation protein PM41.,,,,['not assigned.unknown'],LOC_Os08g29600,,44.9508317582845,3715,Purple,16.7540469653703
32,Os11g0181800,Similar to Short-chain dehydrogenase Tic32.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os11g07930,,39.0082381656728,4202,Purple,16.7354613174156
33,Os12g0226900,Similar to Allyl alcohol dehydrogenase.,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: zinc ion binding (GO:0008270), Molecular Function: oxidoreductase activity (GO:0016491)",ClpC2,,"['misc.oxidases - copper, flavone etc.']",LOC_Os12g12580,,44.4236265633627,3757,Purple,16.5744545317553
34,Os01g0695300,Similar to Farnesyl pyrophosphate synthetase (FPP synthetase) (FPS) (Farnesyl diphosphate synthetase) [Includes: Dimethylallyltranstransferase (EC 2.5.1.1); Geranyltranstransferase (EC 2.5.1.10)].,Biological Process: isoprenoid biosynthetic process (GO:0008299),,"Terpenoid backbone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",['secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase'],LOC_Os01g50050,,32.3860367989849,4838,Purple,16.5009830872461
35,Os09g0478300,Similar to Cellulose synthase-like protein E6.,"Biological Process: cellulose biosynthetic process (GO:0030244), Cellular Component: membrane (GO:0016020), Molecular Function: cellulose synthase (UDP-forming) activity (GO:0016760)",,,['cell wall.cellulose synthesis.cellulose synthase'],LOC_Os09g30130,,24.8436524113615,5792,Purple,16.4118694843022
36,Os11g0472000,"Zinc finger, CCCH-type domain containing protein., Hypothetical conserved gene.","Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",C3H63,,"['RNA.regulation of transcription.C2H2 zinc finger family', 'RNA.regulation of transcription.C3H zinc finger family']",LOC_Os11g28270,C3H,61.772412103137,2757,Purple,16.2487300037973
37,Os04g0682000,Similar to Autophagy 4a.,,OsAtg4,Autophagy - other,['protein.degradation.autophagy'],LOC_Os04g58560,,54.9933312992529,3110,Purple,16.1534554143633
38,Os08g0524100,"Similar to Type II inositol-1, 4,5-trisphosphate 5-phosphatase 12 (EC 3.1.3.36) (At5PTase12) (FRAGILE FIBER3 protein).","Molecular Function: inositol or phosphatidylinositol phosphatase activity (GO:0004437), Molecular Function: protein binding (GO:0005515)",,,"['minor CHO metabolism.myo-inositol.inositol phosphatase', 'DNA.synthesis/chromatin structure']",LOC_Os08g41270,,43.1697338429967,3840,Purple,15.7400462712269
39,Os09g0552300,"Protein kinase, core domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,['protein.postranslational modification'],LOC_Os09g37949,,23.8844538979133,5939,Purple,15.5468711712032
40,Os01g0668000,CS domain containing protein.,,,,['not assigned.unknown'],LOC_Os01g47770,,45.4154202560078,3674,Purple,15.4015094607593
41,Os08g0192100,Hypothetical conserved gene.,,,,['not assigned.unknown'],LOC_Os08g09290,,30.021391761842,5116,Purple,15.1840226165009
42,Os05g0168300,Haloacid dehalogenase-like hydrolase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824)",,,['not assigned.unknown'],LOC_Os05g07632,,26.5954544643471,5528,Purple,15.1782350666689
43,Os08g0243500,"Similar to NADPH-cytochrome P450 oxydoreductase isoform 2., Similar to NADPH--cytochrome P450 reductase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: NADPH-hemoprotein reductase activity (GO:0003958), Molecular Function: iron ion binding (GO:0005506), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)",OsCPR2,,"['secondary metabolism.phenylpropanoids', 'misc.misc2']",LOC_Os08g14570,,25.3153458104727,5722,Purple,15.1629636028161
44,Os08g0144000,"Myb, DNA-binding domain containing protein.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",,,['not assigned.unknown'],LOC_Os08g04840,MYB_related,25.1877433033564,5745,Purple,15.1234400883131
45,Os05g0358400,"Butirosin biosynthesis, BtrG-like domain containing protein., Similar to predicted protein.",,,,['not assigned.unknown'],LOC_Os05g29020,,47.8827525666754,3526,Purple,15.0959011958804
46,Os12g0626400,"Similar to Phytoene synthase 1, chloroplast precursor (EC 2.5.1.-) (Fruit ripening specific protein pTOM5)., Similar to Phytoene synthase 2 (Fragment).","Biological Process: biosynthetic process (GO:0009058), Molecular Function: transferase activity (GO:0016740), Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)",OsPSY2,"Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",['secondary metabolism.isoprenoids.carotenoids.phytoene synthase'],LOC_Os12g43130,,42.8605175591912,3871,Purple,14.8706046215005
47,Os01g0833200,Similar to expressed protein.,Molecular Function: ureidoglycolate hydrolase activity (GO:0004848),,,['not assigned.unknown'],LOC_Os01g61670,,55.0762144882305,3106,Purple,14.7365579505943
48,Os01g0837800,"Metal tolerance protein, Manganese transporter, Mn-cation diffusion facilitator (CDF ), Mn and other heavy metal tolerance and homeostasis, Similar to metal tolerance protein.","Biological Process: cation transport (GO:0006812), Biological Process: transmembrane transport (GO:0055085), Molecular Function: cation transmembrane transporter activity (GO:0008324), Cellular Component: integral component of membrane (GO:0016021), Biological Process: cation transport (GO:0006812), Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021), Molecular Function: cation transmembrane transporter activity (GO:0008324)",OsMTP11,,['transport.metal'],LOC_Os01g62070,,27.2033408469554,5463,Purple,14.6790931440201
49,Os04g0631100,Similar to H0105C05.5 protein.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857)",,,['transport.unspecified cations'],LOC_Os04g53930,,28.3564660456827,5324,Purple,14.667581660151
50,Os07g0491900,Similar to CTF2A (Fragment).,"Biological Process: metabolic process (GO:0008152), Molecular Function: oxidoreductase activity (GO:0016491)",,,"['misc.oxidases - copper, flavone etc.']",LOC_Os07g30960,,27.4723842527689,5429,Purple,14.5638428784552
51,Os03g0157400,"ABC transporter-like domain containing protein., Similar to white-brown-complex ABC transporter family.","Cellular Component: membrane (GO:0016020), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111), Cellular Component: membrane (GO:0016020), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887)",OsABCG4,ABC transporters,['transport.ABC transporters and multidrug resistance systems'],LOC_Os03g06139,,34.1627322423204,4643,Purple,14.4432326821159
52,Os12g0511000,"Similar to F-box domain containing protein, expressed.",,,,['protein.degradation.ubiquitin.E3.SCF.FBOX'],LOC_Os12g32630,,22.2103370672966,6176,Purple,14.3681929255151
53,Os12g0633600,Protein of unknown function DUF221 domain containing protein.,Cellular Component: membrane (GO:0016020),OsOSCA2.1,,['stress.abiotic.drought/salt'],LOC_Os12g43720,,42.840501357112,3872,Purple,14.3639334546395
54,Os05g0579000,Similar to Integral membrane protein.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857), Molecular Function: substrate-specific transmembrane transporter activity (GO:0022891)",OsERD5,,['transport.sugars'],LOC_Os05g50280,,27.9674565035034,5361,Purple,14.203544213974
55,Os01g0935600,"Immunoglobulin/major histocompatibility complex, conserved site domain containing protein., Similar to Cold-induced thioredoxin domain-containing protein., Similar to predicted protein.","Molecular Function: catalytic activity (GO:0003824),",,,['not assigned.unknown'],LOC_Os01g70950,,77.931047319952,2120,Purple,14.1273167037012
56,Os11g0151700,"Purple acid phosphatase (EC:3.1.3.2), Improvement in phosphate acquisition and utilization","Molecular Function: acid phosphatase activity (GO:0003993), Molecular Function: hydrolase activity (GO:0016787), Molecular Function: metal ion binding (GO:0046872)","OsPAP21b, PAP21B",,['misc.acid and other phosphatases'],LOC_Os11g05400,,49.9027460459741,3396,Purple,14.0732387830787
57,Os01g0328600,Similar to cyclase/dehydrase.,,,,['not assigned.unknown'],LOC_Os01g22510,,33.7085288033393,4699,Purple,14.0622733666025
58,Os02g0704300,Conserved hypothetical protein.,,,,['DNA.synthesis/chromatin structure'],LOC_Os02g47560,,45.4761214006739,3669,Purple,13.9812449584003
59,Os06g0345200,Similar to Nicotianamine aminotransferase.,"Biological Process: cellular amino acid metabolic process (GO:0006520), Biological Process: biosynthetic process (GO:0009058), Biological Process: 1-aminocyclopropane-1-carboxylate biosynthetic process (GO:0042218), Molecular Function: catalytic activity (GO:0003824), Molecular Function: transaminase activity (GO:0008483), Molecular Function: transferase activity, transferring nitrogenous groups (GO:0016769), Molecular Function: 1-aminocyclopropane-1-carboxylate synthase activity (GO:0016847), Molecular Function: pyridoxal phosphate binding (GO:0030170)",OsNAAT4,"Ubiquinone and other terpenoid-quinone biosynthesis, Cysteine and methionine metabolism, Tyrosine metabolism, Phenylalanine metabolism, Phenylalanine, tyrosine and tryptophan biosynthesis, Isoquinoline alkaloid biosynthesis, Tropane, piperidine and pyridine alkaloid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites","['amino acid metabolism.degradation.aromatic aa.tyrosine', 'secondary metabolism.isoprenoids.tocopherol biosynthesis']",LOC_Os06g23684,,28.1509268051112,5348,Purple,13.8780519325904
60,Os03g0181800,"Protein of unknown function DUF936, plant family protein., Hypothetical conserved gene.",,,,['not assigned.unknown'],LOC_Os03g08390,,53.8579798141037,3163,Purple,13.7067254687234
61,Os07g0602100,Conserved hypothetical protein.,,,,['not assigned.unknown'],LOC_Os07g41080,,64.4406689955693,2649,Purple,13.6910370094725
62,Os09g0456200,Similar to BZIP transcription factor ABI5.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700), Molecular Function: sequence-specific DNA binding (GO:0043565), Molecular Function: protein dimerization activity (GO:0046983)","bZIP72, OsbZIP72",Plant hormone signal transduction,['hormone metabolism.abscisic acid.signal transduction'],LOC_Os09g28310,bZIP,25.4623272547793,5699,Purple,13.6394251693862
63,Os03g0231800,"Similar to Squalene monooxygenase 1 (EC 1.14.99.7)., Similar to squalene monooxygenase.",", Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: integral to membrane (GO:0016021), Molecular Function: squalene monooxygenase activity (GO:0004506), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",['hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other'],LOC_Os03g12910,,23.6048954390835,5977,Purple,13.5640515192782
64,Os01g0830100,"Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region domain containing protein., Similar to ATNDI1/NDA1 (ALTERNATIVE NAD(P)H DEHYDROGENASE 1); NADH dehydrogenase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491)",,,['mitochondrial electron transport / ATP synthesis.NADH-DH.type II.internal matrix'],LOC_Os01g61410,,38.542384002841,4245,Purple,13.5400266632662
65,Os05g0561600,Protein of unknown function DUF1421 domain containing protein.,,,,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,,21.6685812027607,6274,Purple,13.5339421830051
66,Os01g0390900,"Similar to Dual-specificity protein phosphatase-like protein., Similar to Dual specificity protein phosphatase 9.","Biological Process: protein dephosphorylation (GO:0006470), Biological Process: dephosphorylation (GO:0016311), Molecular Function: protein tyrosine/serine/threonine phosphatase activity (GO:0008138), Molecular Function: phosphatase activity (GO:0016791), Biological Process: protein dephosphorylation (GO:0006470), Molecular Function: protein tyrosine/serine/threonine phosphatase activity (GO:0008138)",OsDsPTP1,,['protein.postranslational modification'],LOC_Os01g29469,,23.7119004883589,5965,Purple,13.4802292244809
67,Os01g0235350,Conserved hypothetical protein.,,,,,None,,31.9427624441613,4891,Purple,13.4518647555194
68,Os08g0296900,"Tetratricopeptide-like helical domain containing protein., Hypothetical gene., Similar to Heat shock protein 70.","Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), , Molecular Function: protein binding (GO:0005515)",,,['RNA.processing'],LOC_Os08g20020,,19.7325484311491,6605,Purple,13.3746808795677
69,Os10g0545200,"Similar to 4, 4-dimethyl-sterol C4-methyl-oxidase (Fragment).","Biological Process: fatty acid biosynthetic process (GO:0006633), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: oxidoreductase activity (GO:0016491)",OsGL1-10,"Steroid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites","[""lipid metabolism.''exotics'' (steroids, squalene etc).methylsterol monooxygenase""]",LOC_Os10g39810,,22.8115311526682,6089,Purple,13.3625993399954
70,Os02g0819500,"Similar to Cysteine-type peptidase., Ovarian tumour, otubain domain containing protein.",,,,['protein.degradation.cysteine protease'],LOC_Os02g57410,,30.3095176022028,5072,Purple,13.2464070827914
71,Os03g0773600,"Kinesin, motor region domain containing protein., Hypothetical conserved gene.","Biological Process: microtubule-based movement (GO:0007018), Molecular Function: microtubule motor activity (GO:0003777), Molecular Function: ATP binding (GO:0005524),",,,['cell.organisation'],LOC_Os03g56260,,59.9233654613983,2862,Purple,13.1818246118408
72,Os06g0730300,"Protein of unknown function DUF829, eukaryotic family protein.",,,,['not assigned.unknown'],LOC_Os06g51390,,33.7797694825679,4688,Purple,13.0697686846119
73,Os04g0448900,Similar to Zeaxanthin epoxidase.,"Biological Process: metabolic process (GO:0008152), Biological Process: abscisic acid biosynthetic process (GO:0009688), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: chloroplast (GO:0009507), Cellular Component: membrane (GO:0016020), Molecular Function: protein binding (GO:0005515), Molecular Function: zeaxanthin epoxidase [overall] activity (GO:0009540), Molecular Function: oxidoreductase activity (GO:0016491)","OsABA1, OsZEP","Carotenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",['hormone metabolism.abscisic acid.synthesis-degradation.synthesis.zeaxanthin epoxidase'],LOC_Os04g37619,,23.9491104870541,5933,Purple,13.0302375877871
74,Os09g0460700,Alpha/beta hydrolase fold-3 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)",,,['Biodegradation of Xenobiotics'],LOC_Os09g28650,,22.8469169551412,6083,Purple,13.0146271437095
75,Os01g0863400,Hypothetical protein.,,,,['not assigned.unknown'],LOC_Os01g64370,,22.649930392191,6110,Purple,12.8488530593881
76,Os03g0598100,Similar to ACR4.,"Biological Process: metabolic process (GO:0008152), Molecular Function: amino acid binding (GO:0016597)",ACR5,,['amino acid metabolism.misc'],LOC_Os03g40100,,21.3364257603396,6323,Purple,12.7856584582924
77,Os10g0209700,Heavy metal transport/detoxification protein domain containing protein.,"Biological Process: metal ion transport (GO:0030001), Molecular Function: metal ion binding (GO:0046872)",,,"['metal handling.binding, chelation and storage']",LOC_Os10g14870,,27.1292750479132,5471,Purple,12.7142961007487
