id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
16,Os05g0456500,"Uncharacterised protein family UPF0497, trans-membrane plant domain containing protein., Similar to predicted protein.",,,,,23.4379504447397,5998,Blue,13.0099913307995,['not assigned.unknown'],LOC_Os05g38250,0.021106454,0.999997499,,-0.207444494,0.821214377,,-2.62125568,7.30E-06,Down,-2.333931818,3.07E-07,Down,-1.627998469,0.00181746,Down
17,Os01g0839100,"Zinc finger, C2H2 domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",ZFP179,,C2H2,152.097564967381,507,Turquoise,145.188085718084,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g62190,0.048095495,0.999997499,,1.407341597,0.115847276,,4.538679055,6.33E-13,Up,6.122465933,4.23E-26,Up,6.625031888,1.89E-27,Up
18,Os03g0223000,"Similar to atypical receptor-like kinase MARK., Similar to Atypical receptor-like kinase MARK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,39.2697549418434,4179,Magenta,24.3127104695886,['not assigned.unknown'],"LOC_Os03g12238, LOC_Os03g12250",-0.203152299,0.999997499,,-0.362408491,0.661134684,,-1.653760839,0.000587348,Down,-1.930415055,4.29E-06,Down,-2.203946357,4.13E-06,Down
19,Os03g0322500,Similar to 14 kDa zinc-binding protein (Protein kinase C inhibitor) (PKCI).,Molecular Function: catalytic activity (GO:0003824),,,,56.9295885850036,3008,Turquoise,51.9282371857704,['protein.postranslational modification'],LOC_Os03g20630,-0.002884696,0.999997499,,0.029850937,0.952582398,,0.955294808,4.02E-07,,1.449749622,1.53E-18,Up,1.719387004,1.69E-21,Up
20,Os04g0618200,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars",,88.6165580820017,1758,Turquoise,82.3645893712991,['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,0.541052409,0.999997499,,1.567725929,0.00012098,Up,2.811423079,3.23E-13,Up,2.841213439,2.42E-16,Up,3.323044011,1.66E-18,Up
21,Os11g0215100,Plant disease resistance response protein family protein.,,,,,65.7599421439104,2594,Blue,46.5036737070016,['stress.biotic'],LOC_Os11g10870,-0.079837153,0.999997499,,-0.087587816,0.944928404,,-3.984743951,4.32E-08,Down,-4.826345857,4.35E-13,Down,-3.43536783,2.97E-07,Down
22,Os04g0446401,Conserved hypothetical protein.,,,,,10.4544087197289,8595,Turquoise,6.9876418200859,,None,-0.038566014,,,0.703794553,0.522958978,,1.580189312,0.021698171,Up,1.513835126,0.013707775,Up,1.526921638,0.025212865,Up
23,Os01g0872800,"Similar to 3-phosphoinositide-dependent protein kinase-1 (Fragment)., Similar to 3-phosphoinositide dependent protein kinase 1.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",OsPdk1,,,45.8447928980273,3650,Black,18.4551309770633,['protein.postranslational modification'],LOC_Os01g65230,-0.626129475,0.999997499,,-0.337737703,0.364308067,,-1.52699872,1.59E-09,Down,-1.743722344,6.78E-15,Down,-2.082394643,3.11E-16,Down
24,Os01g0805300,"Mog1/PsbP, alpha/beta/alpha sandwich domain containing protein.","Biological Process: photosynthesis (GO:0015979), Cellular Component: photosystem II (GO:0009523), Cellular Component: oxygen evolving complex (GO:0009654), Cellular Component: extrinsic to membrane (GO:0019898), Molecular Function: calcium ion binding (GO:0005509)",,,,103.883938894684,1307,Blue,90.4919922288901,['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os01g59090,0.387132611,0.999997499,,-0.568257551,0.598909235,,-2.697046114,3.76E-05,Down,-2.644024482,4.44E-06,Down,-4.006647657,2.94E-09,Down
25,Os10g0111300,Similar to Nitrate transporter (Fragment).,"Biological Process: oligopeptide transport (GO:0006857), Cellular Component: membrane (GO:0016020), Molecular Function: transporter activity (GO:0005215)",NPF8.15,,,9.16386638565917,8977,Turquoise,6.8816746621263,['transport.peptides and oligopeptides'],LOC_Os10g02240,0.140127859,0.999997499,,0.720768395,0.442833914,,1.373409447,0.029742909,Up,1.958003082,0.000247851,Up,2.313081467,6.03E-05,Up
26,Os03g0439700,Protein of unknown function DUF1230 family protein.,,,,,101.966186738022,1366,Green,47.2324890470961,['not assigned.unknown'],LOC_Os03g32490,-0.130514184,0.999997499,,-1.072457558,0.321317187,,-3.117936718,3.82E-05,Down,-2.489540337,0.000253977,Down,-1.813751151,0.018330323,Down
27,Os02g0580500,Similar to Prohibitin.,Cellular Component: membrane (GO:0016020),,,,87.0250971237351,1803,Turquoise,78.7582190604366,"['mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.division']",LOC_Os02g37000,0.199894628,0.999997499,,0.796207338,0.299027088,,3.496164595,4.21E-13,Up,3.996966407,1.22E-19,Up,4.664071304,1.99E-23,Up
28,Os08g0530400,"Moco containing protein (Moco containing protein(OsMCP))., Similar to sulfite oxidase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872)",OsMCP,"Sulfur metabolism, Metabolic pathways",,108.011555475611,1210,Green,32.9476363285532,['S-assimilation.sulfite oxidase'],LOC_Os08g41830,0.297424973,0.999997499,,-0.908974382,0.002887594,,-1.756429217,3.36E-10,Down,-1.789394228,6.91E-13,Down,-1.461036482,1.51E-07,Down
29,Os03g0599000,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",,,,1.65273072069433,12172,Turquoise,1.08496843556139,['stress.biotic.PR-proteins'],LOC_Os03g40194,-0.009343777,0.999997499,,0.45174311,0.429602537,,1.131372875,0.002531154,Up,0.744424936,0.032543312,,1.473561417,3.91E-05,Up
30,Os03g0200200,Conserved hypothetical protein.,,,,,123.539065013553,907,Red,38.859145071789,['not assigned.unknown'],LOC_Os03g10320,-0.442885124,0.999997499,,0.640301625,0.370501997,,4.003160246,1.40E-20,Up,4.725952744,2.03E-33,Up,4.643573813,4.14E-28,Up
31,Os07g0503500,"UDP-glucuronosyl/UDP-glucosyltransferase family protein., UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",UGT707A3,,,93.5301689697594,1597,Magenta,34.4891691709211,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os07g32020,-0.24795956,0.999997499,,-0.643947228,0.489215218,,-5.511835734,7.90E-11,Down,-6.499512879,5.49E-16,Down,-5.456347754,1.75E-10,Down
32,Os03g0109900,"Peptidase, trypsin-like serine and cysteine domain containing protein., Hypothetical conserved gene., Peptidase cysteine/serine, trypsin-like domain containing protein.",Molecular Function: catalytic activity (GO:0003824),,,,38.1149559451926,4282,Black,20.054084520933,['not assigned.unknown'],LOC_Os03g01940,-0.140730778,0.999997499,,-0.009236385,0.989599567,,-1.385736278,3.17E-11,Down,-1.471898086,1.82E-15,Down,-3.075302507,1.59E-43,Down
33,Os10g0419600,Chlorophyllase family protein.,"Biological Process: chlorophyll catabolic process (GO:0015996), Biological Process: lipid catabolic process (GO:0016042), Cellular Component: intracellular membrane-bounded organelle (GO:0043231), Molecular Function: 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847), Molecular Function: chlorophyllase activity (GO:0047746)",OsCHL,"Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,6.02418034705013,9988,Black,1.95383890538021,['tetrapyrrole synthesis.unspecified'],LOC_Os10g28370,0.106830056,0.999997499,,-0.422584951,0.656060008,,-3.173729178,2.82E-07,Down,-3.246249847,5.45E-10,Down,-3.02064233,9.75E-07,Down
34,Os10g0518800,Serine/threonine protein kinase domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,171.238122773315,300,Turquoise,157.495601836822,['protein.postranslational modification'],LOC_Os10g37480,0.254148478,0.999997499,,0.495791127,0.114522448,,1.310351736,7.52E-08,Up,1.866686543,3.17E-18,Up,2.250773639,7.52E-22,Up
35,Os05g0533450,Conserved hypothetical protein.,,,,,32.129528787424,4872,Purple,8.76573158529,['not assigned.unknown'],LOC_Os05g45700,-0.272779308,0.999997499,,0.287114728,0.86909622,,1.569896258,0.053191696,,1.836917393,0.008791168,Up,2.597356056,0.000487589,Up
36,Os01g0161300,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),,,,1.93124731809127,11974,Green,1.11037972084668,['stress.biotic.PR-proteins'],LOC_Os01g06790,0.199416718,,,-0.304258132,0.861218971,,-1.6237508,0.105732435,,-3.217144141,0.000864075,Down,-2.069738038,0.046448967,Down
37,Os09g0477900,NusB/RsmB/TIM44 domain containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: rRNA processing (GO:0006364), Molecular Function: RNA binding (GO:0003723), Molecular Function: methyltransferase activity (GO:0008168), Molecular Function: rRNA methyltransferase activity (GO:0008649)",,,,53.2632740997562,3197,Black,9.09997831394579,['RNA.RNA binding'],LOC_Os09g30100,0.073431751,0.999997499,,0.059196046,0.943111947,,-1.894013552,1.74E-07,Down,-2.323328363,2.17E-13,Down,-2.771634966,8.53E-12,Down
38,Os01g0327100,"Haem peroxidase family protein., Similar to Peroxidase 8.","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,70.607821353194,2397,Turquoise,64.8997140374647,['misc.peroxidases'],LOC_Os01g22352,0.331216054,0.999997499,,0.159698817,0.920915165,,3.296803247,2.08E-09,Up,4.050105584,8.42E-16,Up,4.423932586,5.87E-17,Up
39,Os12g0634000,Conserved hypothetical protein.,,,,,34.5144487953706,4604,LightGreen,1.83162442228257,['not assigned.unknown'],LOC_Os12g43750,-0.362289602,0.999997499,,0.178416243,0.855646327,,1.579310093,0.000184783,Up,2.214296537,1.32E-09,Up,1.846812696,6.98E-06,Up
40,Os02g0714000,"Similar to Yarrowia lipolytica chromosome C of strain CLIB99 of Yarrowia lipolytica., Hypothetical gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",,,,96.5865787344268,1525,Turquoise,90.8378443877175,['RNA.RNA binding'],LOC_Os02g48340,0.089130402,0.999997499,,0.934737593,0.001504845,,2.44573731,2.93E-20,Up,3.173963595,6.30E-41,Up,3.527985275,2.43E-42,Up
41,Os03g0831500,"Similar to Phosphoribosylformylglycinamidine cyclo-ligase, chloroplast/mitochondrial precursor (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase) (VUpur5).","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphoribosylformylglycinamidine cyclo-ligase activity (GO:0004641)",,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,115.536397779238,1060,Brown,114.397708624868,['nucleotide metabolism.synthesis.purine.AIR synthase'],LOC_Os03g61600,-0.442579083,0.999997499,,-0.41186974,0.683393818,,-1.520892547,0.017769743,Down,-1.394058085,0.00976206,Down,-1.661749093,0.009955206,Down
42,Os03g0146600,"Similar to HEAT repeat family protein, expressed.",,,,,46.1164930069556,3634,Turquoise,40.859062475419,['not assigned.unknown'],LOC_Os03g05330,-0.298831731,0.999997499,,0.411935326,0.469657233,,1.424015398,6.37E-05,Up,2.293112565,7.80E-14,Up,2.415609655,5.81E-13,Up
43,Os04g0454200,Similar to Monosaccharide transporter 1.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857), Molecular Function: substrate-specific transmembrane transporter activity (GO:0022891)",OsSTP18,,,86.9920813170217,1805,Magenta,38.5854686171888,['transport.sugars'],LOC_Os04g38220,-0.245805352,0.999997499,,-0.125738958,0.934002604,,-5.360530055,3.15E-09,Down,-5.792719682,4.47E-14,Down,-4.542832484,1.21E-08,Down
44,Os01g0622500,Hypothetical gene.,,,,,1.30295194803547,12459,GreenYellow,0.383183027315838,,None,0.527850242,0.999997499,,-0.082787783,0.92567828,,-0.944022408,0.018766788,,-1.814055173,1.75E-07,Down,-2.368049909,7.68E-08,Down
45,Os02g0709800,"GTPase-activating protein, Regulation of vesicle trafficking from trans-Golgi network to plasma membrane or central vacuole",,OsGAP1,,,149.541405719453,542,Turquoise,129.990123256343,['signalling.G-proteins'],LOC_Os02g48000,0.084164639,0.999997499,,0.040991645,0.936083788,,1.401948351,4.58E-13,Up,1.512137101,2.64E-18,Up,1.690531023,6.07E-19,Up
46,Os09g0487600,Similar to polygalacturonase.,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: polygalacturonase activity (GO:0004650)",,,,133.643824911919,750,Turquoise,111.672478547913,['cell wall.degradation.pectate lyases and polygalacturonases'],LOC_Os09g31270,-0.587990318,0.999997499,,-0.411401857,0.486459417,,3.015864831,2.97E-18,Up,2.848523012,8.52E-20,Up,2.990454641,2.36E-18,Up
47,Os09g0439200,"Jasmonate ZIM-domain protein, Jasmonate-induced resistance to bacterial blight, Repressor of jasmonic acid signaling",,"TIFY10C, OsJAZ7, OsJAZ 8, OsJAZ8, Os-JAZ8, JAZ8, OsTIFY10c, OsTIFY10c/OsJAZ8",Plant hormone signal transduction,,21.307198123587,6333,Salmon,5.43778711399535,"['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os09g26780,0.223294087,0.999997499,,0.724053827,0.430755179,,2.982715986,3.82E-07,Up,2.269447576,2.14E-05,Up,2.729547211,2.70E-06,Up
48,Os02g0142800,"Protein of unknown function DUF1677, Oryza sativa family protein.",,,,,1.07146779989656,12665,Blue,0.324381689507736,['not assigned.unknown'],LOC_Os02g05000,-0.300671327,,,-0.839219106,0.500567727,,-2.341597498,0.025448204,Down,-1.2691095,0.102514073,,-2.142400423,0.035051707,Down
49,Os06g0597000,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",OsIAA23,Plant hormone signal transduction,,53.4201544317255,3186,Yellow,36.4296274302934,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,0.377680545,0.999997499,,0.206982952,0.900088709,,-2.06361497,0.0161537,Down,-1.904738238,0.007650891,Down,-1.888817934,0.025482313,Down
50,Os02g0489800,Similar to SKIP interacting protein 18 (Fragment).,,,,,29.6425012948888,5153,Turquoise,26.6274886125663,['cell.organisation'],LOC_Os02g28850,-1.175410722,0.999997499,,1.602262481,0.195015144,,2.351669873,0.011394782,Up,3.019029102,0.000202827,Up,3.731795674,1.16E-05,Up
51,Os02g0827200,Similar to Sucrose transporter.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsSUT4,,,51.8077694547777,3279,Yellow,40.0603074916943,['transport.sugars.sucrose'],LOC_Os02g58080,0.293314953,0.999997499,,0.764050806,0.169205668,,1.13112856,0.010025912,Up,0.679770513,0.093053085,,1.168893828,0.006239025,Up
52,Os04g0603400,Similar to OSIGBa0118P15.3 protein.,,,,,61.0825040945442,2799,Turquoise,50.5881452575247,['not assigned.unknown'],LOC_Os04g51410,-0.159940452,0.999997499,,0.70699008,0.085715608,,2.262839379,4.36E-13,Up,1.793015097,3.98E-10,Up,1.914193382,1.20E-09,Up
53,Os05g0100750,Hypothetical protein.,,,,,6.95243816911344,9669,Tan,2.38569521811092,,None,-0.680367186,0.999997499,,-0.25909851,0.779262635,,-1.388948716,0.00750104,Down,-1.545010353,0.000512668,Down,-1.267367095,0.014029793,Down
54,Os03g0115500,"""Similar to pyridoxine 5-phosphate oxidase-related."", FMN-binding split barrel-related domain containing protein.","Biological Process: pyridoxine biosynthetic process (GO:0008615), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: pyridoxamine-phosphate oxidase activity (GO:0004733), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491)",,"Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors",,98.7583445490624,1452,Blue,73.6554005300864,['not assigned.unknown'],LOC_Os03g02450,0.083645851,0.999997499,,-0.749727044,0.061588304,,-2.039768663,9.07E-09,Down,-2.431160272,6.22E-15,Down,-2.063820293,8.87E-09,Down
55,Os06g0111600,AMP-dependent synthetase/ligase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: acyl carrier activity (GO:0000036), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphopantetheine binding (GO:0031177)",,,,26.3090151485226,5563,Turquoise,25.1109323032118,['lipid metabolism.FA synthesis and FA elongation.acyl coa ligase'],LOC_Os06g02160,-0.137475966,0.999997499,,0.328731286,0.392384405,,1.181949353,2.08E-06,Up,1.298285157,4.14E-09,Up,1.655894576,5.67E-12,Up
56,Os10g0208500,"Hypothetical protein., Oxoglutarate/iron-dependent oxygenase domain containing protein., Hypothetical conserved gene.",", Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",,,,1.94406838266099,11961,Red,0.67608745488683,['not assigned.unknown'],LOC_Os10g14180,-0.969951058,0.999997499,,0.890128805,0.247365072,,1.702328914,0.003062312,Up,1.839932518,0.000269489,Up,-2.352488593,3.51E-05,Down
57,Os03g0805100,Similar to Squalene synthase (EC 2.5.1.21).,"Biological Process: lipid biosynthetic process (GO:0008610), Biological Process: biosynthetic process (GO:0009058), Cellular Component: integral to membrane (GO:0016021), Molecular Function: farnesyl-diphosphate farnesyltransferase activity (GO:0004310), Molecular Function: transferase activity (GO:0016740), Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)",SQS,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,70.4710395554816,2402,Turquoise,59.8567614669718,"[""lipid metabolism.''exotics'' (steroids, squalene etc).squalene synthase""]",LOC_Os03g59040,0.126240936,0.999997499,,1.373897055,0.00069038,Up,2.595459028,4.46E-12,Up,2.524132574,7.20E-14,Up,2.8785302,5.72E-15,Up
