id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os04g0504000,,"Purine metabolism, Metabolic pathways",15.2129144259546,7471,Pink,9.49517924709375,Similar to Adenine phosphoribosyltransferase form 2.,Biological Process: nucleoside metabolic process (GO:0009116),['nucleotide metabolism.salvage.phosphoribosyltransferases.aprt'],LOC_Os04g42520,0.125980919796943,0.861657524715867,,-1.27304348927615,3.78E-05,Down,-2.77557095616538,1.64E-20,Down,-2.89168562950423,3.76E-21,Down,-3.23328268608782,1.02E-25,Down
11,Os07g0199350,,,21.9720712339298,6219,Brown,21.4693907813657,Similar to HAT family dimerisation domain containing protein.,,,None,-0.042400340456935,0.984386754958344,,0.635747551742014,0.482604317206745,,1.15976672678993,0.088968422140576,,1.60312001271643,0.01160309212692,Up,1.73489384147529,0.004824852587264,Up
12,Os02g0755900,,,146.672434363559,577,Turquoise,136.215528637945,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os02g51930,-0.979389479552363,0.074175773737381,,0.356915950798515,0.507597593977899,,1.71770455828517,1.65E-06,Up,2.66313841063059,8.95E-15,Up,3.41541900387922,4.50E-24,Up
13,Os01g0839100,C2H2,,152.097564967381,507,Turquoise,145.188085718084,"Zinc finger, C2H2 domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g62190,-0.505288723167157,0.754481472523938,,1.69826472604665,0.010146633153264,Up,3.42307058240845,4.60E-10,Up,4.90255830935635,2.03E-20,Up,5.90600376533778,1.16E-29,Up
14,Os03g0223000,,,39.2697549418434,4179,Magenta,24.3127104695886,"Similar to atypical receptor-like kinase MARK., Similar to Atypical receptor-like kinase MARK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['not assigned.unknown'],"LOC_Os03g12238, LOC_Os03g12250",0.394889952021389,0.340618315461779,,-0.023166123833812,0.962569582179595,,-0.644236730723654,0.018185949441101,,-1.25476419954767,1.26E-06,Down,-1.91502874262754,1.34E-13,Down
15,Os04g0618200,,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways",88.6165580820017,1758,Turquoise,82.3645893712991,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,0.919157169078218,0.026811911580179,,0.89881336355241,0.01247222827386,,1.57139057479867,6.47E-07,Up,1.83391668529,3.04E-09,Up,2.39960760895941,2.36E-15,Up
16,Os02g0107000,,Spliceosome,7.46149678155073,9507,Brown,5.51156360559053,Sec63 domain domain containing protein.,,['DNA.synthesis/chromatin structure'],LOC_Os02g01740,0.4451879628061,0.243132175060627,,0.876110822289758,0.000793471613028,,1.0173996178512,2.90E-05,Up,1.20717925844946,3.64E-07,Up,1.06618007077046,7.17E-06,Up
17,Os07g0534700,,,4.20166023059241,10719,LightCyan,2.52643000880595,Serine/threonine protein kinase-related domain containing protein.,"Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.S-locus glycoprotein like'],LOC_Os07g35004,-1.18885974473486,0.163664803020735,,0.76228224435945,0.24635806039146,,2.21063054838954,6.73E-06,Up,2.24144012184928,3.97E-06,Up,2.22215208852891,3.99E-06,Up
18,Os11g0215100,,,65.7599421439104,2594,Blue,46.5036737070016,Plant disease resistance response protein family protein.,,['stress.biotic'],LOC_Os11g10870,-0.710297439592408,0.471432103419346,,-1.90706256558254,0.002671973781332,Down,-1.90468937509901,0.001314439484667,Down,-2.14833637822265,0.00030590279124,Down,-2.38217536643774,5.00E-05,Down
19,Os01g0872800,,,45.8447928980273,3650,Black,18.4551309770633,"Similar to 3-phosphoinositide-dependent protein kinase-1 (Fragment)., Similar to 3-phosphoinositide dependent protein kinase 1.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification'],LOC_Os01g65230,-0.827843388379478,0.000860103177526,,-0.877265231614872,8.22E-05,,-1.20643274861801,6.40E-09,Down,-1.7778449666458,7.63E-18,Down,-2.10473241299199,2.29E-24,Down
20,Os01g0805300,,,103.883938894684,1307,Blue,90.4919922288901,"Mog1/PsbP, alpha/beta/alpha sandwich domain containing protein.","Biological Process: photosynthesis (GO:0015979), Cellular Component: photosystem II (GO:0009523), Cellular Component: oxygen evolving complex (GO:0009654), Cellular Component: extrinsic to membrane (GO:0019898), Molecular Function: calcium ion binding (GO:0005509)",['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os01g59090,-0.823096419198243,0.025506000720102,,-2.13493275974105,7.53E-14,Down,-3.8711995713282,1.68E-42,Down,-4.97030563510688,1.64E-59,Down,-6.38958699029117,7.67E-76,Down
21,Os03g0439700,,,101.966186738022,1366,Green,47.2324890470961,Protein of unknown function DUF1230 family protein.,,['not assigned.unknown'],LOC_Os03g32490,-1.07413962701529,0.023936044884148,Down,-1.21416289050689,0.002557816913661,Down,-1.28310215871847,0.000679029851919,Down,-2.62309414801969,3.37E-13,Down,-2.4007152832622,2.08E-11,Down
22,Os02g0580500,,,87.0250971237351,1803,Turquoise,78.7582190604366,Similar to Prohibitin.,Cellular Component: membrane (GO:0016020),"['mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.division']",LOC_Os02g37000,1.37351575355241,0.069406861371417,,3.15153189270994,1.96E-09,Up,4.7043189287273,8.26E-22,Up,4.97095612384459,1.48E-24,Up,5.56417523025398,7.32E-31,Up
23,Os08g0530400,,"Sulfur metabolism, Metabolic pathways",108.011555475611,1210,Green,32.9476363285532,"Moco containing protein (Moco containing protein(OsMCP))., Similar to sulfite oxidase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872)",['S-assimilation.sulfite oxidase'],LOC_Os08g41830,-0.317878221831988,0.497231598673368,,-1.05544385909033,0.000139485607789,Down,-1.58559305418493,6.28E-10,Down,-1.80506476283149,1.07E-12,Down,-1.69951153004359,1.68E-11,Down
24,Os03g0599000,,,1.65273072069433,12172,Turquoise,1.08496843556139,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os03g40194,-0.433518637071853,0.58826380570835,,-0.186286608804903,0.788372509373277,,0.453868222475406,0.33954026356855,,1.01004971097157,0.013048236002409,Up,1.21617903215044,0.001816101149265,Up
25,Os03g0200200,,,123.539065013553,907,Red,38.859145071789,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g10320,0.617527573180914,0.414559346057428,,2.1850874662264,2.77E-07,Up,1.9596633674033,2.15E-06,Up,1.91735653916817,3.35E-06,Up,2.09963074345147,2.06E-07,Up
26,Os07g0503500,,,93.5301689697594,1597,Magenta,34.4891691709211,"UDP-glucuronosyl/UDP-glucosyltransferase family protein., UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os07g32020,0.123865800448658,0.901250859803139,,-0.970059794317726,0.029025279188334,,-2.40390128094299,1.34E-09,Down,-3.4572932066163,2.15E-15,Down,-4.86067608604379,4.81E-22,Down
27,Os03g0109900,,,38.1149559451926,4282,Black,20.054084520933,"Peptidase, trypsin-like serine and cysteine domain containing protein., Hypothetical conserved gene., Peptidase cysteine/serine, trypsin-like domain containing protein.",Molecular Function: catalytic activity (GO:0003824),['not assigned.unknown'],LOC_Os03g01940,-0.23663929412518,0.613665672185234,,-0.666152160754104,0.014411443873031,,-1.29931086782083,5.15E-08,Down,-1.70214986126998,4.08E-13,Down,-1.45415812843095,5.29E-10,Down
28,Os04g0676300,,"Pyrimidine metabolism, Metabolic pathways",58.1504578207771,2952,Brown,56.0913192028135,Similar to H0101F08.3 protein.,"Biological Process: 'de novo' pyrimidine base biosynthetic process (GO:0006207), Biological Process: UMP biosynthetic process (GO:0006222), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824), Molecular Function: dihydroorotate dehydrogenase activity (GO:0004152), Molecular Function: dihydroorotate oxidase activity (GO:0004158)",['nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase'],LOC_Os04g57950,0.084446032085047,0.941636167117907,,1.79601239253573,1.99E-06,Up,2.71974553534041,4.33E-15,Up,3.28589449195241,4.83E-22,Up,3.50716559701078,3.04E-25,Up
29,Os07g0179300,,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",11.1379938115879,8410,Purple,5.49407461029675,Methyltransferase type 11 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: methyltransferase activity (GO:0008168)",['secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase'],LOC_Os07g08200,-1.36543079465952,0.141126205101483,,-2.12091223535403,0.003290578634413,Down,-2.43983006619192,0.000303120470061,Down,-2.30299269271405,0.000702170947642,Down,-2.03598696104012,0.001888355668258,Down
30,Os05g0561600,,,21.6685812027607,6274,Purple,13.5339421830051,Protein of unknown function DUF1421 domain containing protein.,,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,-0.301881189010298,0.707900488115154,,-0.769741349258639,0.090251350638275,,-1.14157278724565,0.003681884477649,Down,-1.57683484711976,2.96E-05,Down,-0.490119026071081,0.236822679300641,
31,Os09g0477900,,,53.2632740997562,3197,Black,9.09997831394579,NusB/RsmB/TIM44 domain containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: rRNA processing (GO:0006364), Molecular Function: RNA binding (GO:0003723), Molecular Function: methyltransferase activity (GO:0008168), Molecular Function: rRNA methyltransferase activity (GO:0008649)",['RNA.RNA binding'],LOC_Os09g30100,-0.1782154589741,0.794697449106583,,-0.378604924002853,0.334981940478718,,-0.645877922685675,0.041867930511778,,-1.38345494654526,4.97E-06,Down,-1.45383796038745,1.07E-06,Down
32,Os12g0634000,,,34.5144487953706,4604,LightGreen,1.83162442228257,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os12g43750,0.186031013055343,0.878363424041398,,0.356228134090501,0.61119950710122,,1.46784564306565,0.001229963693355,Up,1.90361477106291,1.21E-05,Up,2.21793200861803,1.71E-07,Up
33,Os02g0714000,,,96.5865787344268,1525,Turquoise,90.8378443877175,"Similar to Yarrowia lipolytica chromosome C of strain CLIB99 of Yarrowia lipolytica., Hypothetical gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",['RNA.RNA binding'],LOC_Os02g48340,0.428940822619085,0.211200048767376,,0.953566533546432,4.66E-05,,1.44813575456762,2.06E-11,Up,1.63525326692079,1.69E-14,Up,1.35408322461492,2.56E-10,Up
34,Os03g0831500,,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",115.536397779238,1060,Brown,114.397708624868,"Similar to Phosphoribosylformylglycinamidine cyclo-ligase, chloroplast/mitochondrial precursor (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase) (VUpur5).","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphoribosylformylglycinamidine cyclo-ligase activity (GO:0004641)",['nucleotide metabolism.synthesis.purine.AIR synthase'],LOC_Os03g61600,-0.113000640742994,0.913467528060097,,0.476625177082428,0.341842243526023,,1.14263483027713,0.002448744470519,Up,1.84209972264016,1.90E-07,Up,1.81412406609142,2.40E-07,Up
35,Os11g0137250,,,6.18556376378831,9930,LightCyan,2.64376244942325,Hypothetical gene.,,,None,0.060398663452845,0.969395252253121,,0.937177473593839,0.114506426744203,,1.25582113033543,0.013538745828297,Up,1.8638344547026,8.90E-05,Up,1.83068827655411,0.00010094536568,Up
36,Os04g0454200,,,86.9920813170217,1805,Magenta,38.5854686171888,Similar to Monosaccharide transporter 1.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857), Molecular Function: substrate-specific transmembrane transporter activity (GO:0022891)",['transport.sugars'],LOC_Os04g38220,-0.334147796548314,0.69703823880573,,-1.38965752963896,0.002009309069535,Down,-3.50472623711853,1.85E-15,Down,-4.60295375553289,1.10E-18,Down,-5.11852845100751,8.67E-22,Down
37,Os09g0487600,,,133.643824911919,750,Turquoise,111.672478547913,Similar to polygalacturonase.,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: polygalacturonase activity (GO:0004650)",['cell wall.degradation.pectate lyases and polygalacturonases'],LOC_Os09g31270,0.173870077328467,0.770747375129492,,0.33247362019028,0.337964883498956,,1.13214356401996,5.72E-06,Up,2.13301828610175,1.12E-19,Up,2.34697581398913,6.35E-24,Up
38,Os01g0731100,,,8.41426801301105,9205,Pink,7.3889501798699,Similar to Pathogen-related protein.,,,LOC_Os01g53090,3.62300349320967,9.15E-17,Up,3.08105942923627,1.09E-12,Up,-0.891106593776469,0.117459791718564,,-2.43856930581535,0.000342548593508,Down,-2.04734116347566,0.000468971777234,Down
39,Os09g0439200,,Plant hormone signal transduction,21.307198123587,6333,Salmon,5.43778711399535,"Jasmonate ZIM-domain protein, Jasmonate-induced resistance to bacterial blight, Repressor of jasmonic acid signaling",,"['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os09g26780,-0.446653058886635,0.590176042400035,,-1.83811717931693,0.000134096285319,Down,-2.2571841944453,7.76E-07,Down,-0.950690603461381,0.041595280182804,,0.491849476003039,0.297070371288223,
40,Os06g0597000,,Plant hormone signal transduction,53.4201544317255,3186,Yellow,36.4296274302934,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,0.436340534985878,0.703134962798937,,-0.965317522957613,0.170613110109513,,-1.79766977026712,0.00301202877038,Down,-2.38033448577531,0.000189531319035,Down,-2.76397892265883,1.26E-05,Down
41,Os05g0100750,,,6.95243816911344,9669,Tan,2.38569521811092,Hypothetical protein.,,,None,-0.15973105335868,0.872514858984484,,-0.548464433966132,0.287327088169117,,-1.10046094192579,0.008173390193854,Down,-1.11436127188616,0.007151066533754,Down,-1.70365009685635,2.66E-05,Down
42,Os09g0359800,,,101.581249115802,1377,Brown,96.7540738044244,"Similar to Arginine methyltransferase pam1 (Pam1)., Similar to cDNA clone:J013102P20, full insert sequence.","Biological Process: protein methylation (GO:0006479), Cellular Component: cytoplasm (GO:0005737), Molecular Function: protein methyltransferase activity (GO:0008276),",['misc.O-methyl transferases'],LOC_Os09g19560,-0.423360886063022,0.538501650010203,,1.17688346117303,0.002223910210288,Up,2.11701101430818,5.13E-10,Up,2.51224608150244,5.77E-14,Up,2.25914430986956,1.49E-11,Up
43,Os03g0115500,,"Vitamin B6 metabolism, Metabolic pathways",98.7583445490624,1452,Blue,73.6554005300864,"""Similar to pyridoxine 5-phosphate oxidase-related."", FMN-binding split barrel-related domain containing protein.","Biological Process: pyridoxine biosynthetic process (GO:0008615), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: pyridoxamine-phosphate oxidase activity (GO:0004733), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491)",['not assigned.unknown'],LOC_Os03g02450,-0.256092863486451,0.657112287215154,,-0.756102904194533,0.020539374008062,,-0.670167071537051,0.028275296025653,,-1.14547218338788,7.97E-05,Down,-1.15893828800189,5.15E-05,Down
44,Os03g0805100,,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",70.4710395554816,2402,Turquoise,59.8567614669718,Similar to Squalene synthase (EC 2.5.1.21).,"Biological Process: lipid biosynthetic process (GO:0008610), Biological Process: biosynthetic process (GO:0009058), Cellular Component: integral to membrane (GO:0016021), Molecular Function: farnesyl-diphosphate farnesyltransferase activity (GO:0004310), Molecular Function: transferase activity (GO:0016740), Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)","[""lipid metabolism.''exotics'' (steroids, squalene etc).squalene synthase""]",LOC_Os03g59040,1.21754629001864,0.000478077473801,Up,1.87379541225909,4.17E-10,Up,1.39503935710877,2.82E-06,Up,1.06323636426239,0.000446038241114,Up,0.885819604410107,0.003557030178684,
45,Os07g0170200,,,1.70781297847694,12129,Turquoise,1.2327247760982,Similar to predicted protein.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: endonuclease activity (GO:0004519)",['DNA.synthesis/chromatin structure'],LOC_Os07g07480,-0.377087175156922,0.325517041633042,,-0.154546523091799,0.674249858159757,,-0.401848050548063,0.127465788584788,,-1.50900483229823,1.24E-10,Down,-2.50881353691454,1.31E-25,Down
46,Os07g0573900,,,43.0467520800928,3856,Yellow,19.54690185624,Hypothetical conserved gene.,,['not assigned.unknown'],LOC_Os07g38630,1.95229800472269,6.33E-07,Up,1.49557127910253,0.000107181851671,Up,0.843971278190758,0.033133220484987,,0.777239766205814,0.048078380904756,,1.72484983001972,1.25E-06,Up
47,Os05g0447200,,Plant hormone signal transduction,5.78171026814631,10068,Black,2.55245600767894,"Similar to auxin transporter-like protein 1., Similar to AUX1-like protein.",,['transport.amino acids'],LOC_Os05g37470,-0.689871070039411,,,-1.40892365666087,0.183354972912178,,-3.0916280765211,0.001270279208388,Down,-4.37444561283923,0.000257140020146,Down,-4.59816373993572,5.78E-05,Down
48,Os03g0114100,,,0.906563011027899,12809,Grey,0.371977079173931,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g02300,3.2401065341824,0.000556238142637,Up,3.70247403451399,8.37E-06,Up,2.56950703214623,0.00220290547661,Up,2.0530152110455,0.017680987185195,Up,1.09040204158107,0.246313747719474,
49,Os07g0599000,,,106.102331408969,1263,Brown,101.372513613564,Pentatricopeptide repeat domain containing protein.,,['not assigned.unknown'],LOC_Os07g40800,0.07040260866466,0.926249660240756,,0.90604276410007,0.001682289708844,,1.20524542149639,4.50E-06,Up,1.2775726579042,8.33E-07,Up,1.25191159485276,1.15E-06,Up
50,Os11g0660000,,,33.1954515197944,4749,Blue,20.4369331438807,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['transport.metal'],LOC_Os11g43860,-1.09293793428706,0.000626010704371,Down,-1.74137288643941,3.84E-10,Down,-2.5531598773351,2.80E-21,Down,-3.40781831190071,1.19E-33,Down,-3.47237382599465,2.12E-35,Down
51,Os10g0131100,,,1.00373719147701,12719,Black,0.263567628363833,Similar to NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os10g04120,-0.760404178757976,0.531878049861648,,-1.26447353163193,0.123421461411153,,-1.4509787805192,0.046503529346229,Down,-1.73929138980257,0.017616014493684,Down,-0.968527150633633,0.174767753880934,
52,Os04g0431700,,,0.231995496766754,13541,Grey,0.018206816258465,"Exocyst-localized protein, Resistance to planthoppers, (Nipponbare: BPH-susceptible)",,['not assigned.unknown'],LOC_Os04g35210,0.409846501574557,0.765347172622484,,-0.03302076216363,0.977324304209402,,-1.43151055082738,0.040406088676748,Down,-1.27837263104272,0.068229334942638,,-2.11218662492619,0.002117515974981,Down
53,Os06g0134800,,,150.264524189277,530,Turquoise,138.6752022251,"Folate-binding, YgfZ domain containing protein.","Biological Process: glycine catabolic process (GO:0006546), Cellular Component: cytoplasm (GO:0005737), Molecular Function: aminomethyltransferase activity (GO:0004047)",['amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'],LOC_Os06g04380,0.561061247006213,0.231317518601236,,1.32765631183418,1.25E-05,Up,1.78921519832237,1.77E-10,Up,1.92339690685344,4.33E-12,Up,1.88213794432654,9.80E-12,Up
