id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr
23,Os05g0533450,Conserved hypothetical protein.,,,,,32.129528787424,4872,Purple,8.76573158529,['not assigned.unknown'],LOC_Os05g45700,0.652481944701709,0.470888774956874,,-0.793550561218767,0.394623580673962,,-0.062081403274607,0.954563975812717,,-0.027818686336052,0.981399228649493,
24,Os07g0179300,Methyltransferase type 11 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: methyltransferase activity (GO:0008168)",,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors",,11.1379938115879,8410,Purple,5.49407461029675,['secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase'],LOC_Os07g08200,-0.542191982109022,0.449598178713972,,-0.921032118080457,0.154586039053485,,-0.081440443686447,0.922196578853074,,0.871254467576031,0.140045719070491,
25,Os01g0161300,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),,,,1.93124731809127,11974,Green,1.11037972084668,['stress.biotic.PR-proteins'],LOC_Os01g06790,-0.642951204341137,0.488783643717513,,-1.26912843383823,0.131253042448181,,-1.76770724882046,0.028409405867861,Down,-1.40489191247034,0.094351990205483,
26,Os05g0561600,Protein of unknown function DUF1421 domain containing protein.,,,,,21.6685812027607,6274,Purple,13.5339421830051,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,0.555028704627941,0.122655335471428,,-1.40879529230911,4.39E-06,Down,-1.2061196133796,9.39E-05,Down,-0.787702255203512,0.015250302744161,
27,Os09g0477900,NusB/RsmB/TIM44 domain containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Biological Process: rRNA processing (GO:0006364), Molecular Function: RNA binding (GO:0003723), Molecular Function: methyltransferase activity (GO:0008168), Molecular Function: rRNA methyltransferase activity (GO:0008649)",,,,53.2632740997562,3197,Black,9.09997831394579,['RNA.RNA binding'],LOC_Os09g30100,-0.607744190078382,0.060584046365645,,-1.22418639277068,2.23E-05,Down,-1.77152211024228,4.15E-10,Down,-1.78605076287072,8.29E-10,Down
28,Os12g0634000,Conserved hypothetical protein.,,,,,34.5144487953706,4604,LightGreen,1.83162442228257,['not assigned.unknown'],LOC_Os12g43750,-0.035424477175366,0.967686108338872,,0.888335086875223,0.105849303264499,,1.74375466640545,0.000191938313802,Up,2.56543433174798,7.49E-09,Up
29,Os03g0831500,"Similar to Phosphoribosylformylglycinamidine cyclo-ligase, chloroplast/mitochondrial precursor (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase) (VUpur5).","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphoribosylformylglycinamidine cyclo-ligase activity (GO:0004641)",,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,115.536397779238,1060,Brown,114.397708624868,['nucleotide metabolism.synthesis.purine.AIR synthase'],LOC_Os03g61600,-2.00815508578256,0.002769251477001,Down,-0.478651987428577,0.532151588644945,,-0.082868235642674,0.926193207544938,,0.299025500856661,0.704479625697767,
30,Os04g0454200,Similar to Monosaccharide transporter 1.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857), Molecular Function: substrate-specific transmembrane transporter activity (GO:0022891)",OsSTP18,,,86.9920813170217,1805,Magenta,38.5854686171888,['transport.sugars'],LOC_Os04g38220,-1.13368716997129,0.306852439922054,,-5.11764614637794,2.46E-06,Down,-6.40937191616852,3.24E-07,Down,-4.29588807022181,2.11E-05,Down
31,Os01g0731100,Similar to Pathogen-related protein.,,,,,8.41426801301105,9205,Pink,7.3889501798699,,LOC_Os01g53090,1.45552740548132,0.048336392835064,Up,0.980594443164933,0.204239323458885,,0.117073349194783,0.91029717271557,,-0.193578560010761,0.8481939203019,
32,Os01g0734466,Similar to NAD(P)H oxidase (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",OsNOX2,"MAPK signaling pathway - plant, Plant-pathogen interaction",,22.2964420702732,6163,Salmon,4.80281850240567,['stress.biotic.respiratory burst'],LOC_Os01g53294,0.971593186929211,0.021703901262045,,0.876380269805893,0.034737308123282,,0.153297502675187,0.791271921106964,,0.323168250391502,0.51486720377016,
33,Os09g0439200,"Jasmonate ZIM-domain protein, Jasmonate-induced resistance to bacterial blight, Repressor of jasmonic acid signaling",,"TIFY10C, OsJAZ7, OsJAZ 8, OsJAZ8, Os-JAZ8, JAZ8, OsTIFY10c, OsTIFY10c/OsJAZ8",Plant hormone signal transduction,,21.307198123587,6333,Salmon,5.43778711399535,"['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os09g26780,3.41244099202571,1.16E-13,Up,3.66668620880097,4.78E-16,Up,3.98982780158249,4.42E-19,Up,4.63454956422488,1.22E-25,Up
34,Os06g0597000,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",OsIAA23,Plant hormone signal transduction,,53.4201544317255,3186,Yellow,36.4296274302934,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,0.317215166794672,0.712348942904582,,-1.64216564759246,0.023475945333306,Down,-1.65128861732865,0.018545963281176,Down,-3.85982184165154,7.56E-05,Down
35,Os09g0359800,"Similar to Arginine methyltransferase pam1 (Pam1)., Similar to cDNA clone:J013102P20, full insert sequence.","Biological Process: protein methylation (GO:0006479), Cellular Component: cytoplasm (GO:0005737), Molecular Function: protein methyltransferase activity (GO:0008276),",OsPRMT1,,,101.581249115802,1377,Brown,96.7540738044244,['misc.O-methyl transferases'],LOC_Os09g19560,-1.7622880793481,0.000313794829201,Down,0.320239223677492,0.581109553662141,,0.654389204997923,0.184472355787179,,0.251829626246059,0.667663102773848,
36,Os03g0115500,"""Similar to pyridoxine 5-phosphate oxidase-related."", FMN-binding split barrel-related domain containing protein.","Biological Process: pyridoxine biosynthetic process (GO:0008615), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: pyridoxamine-phosphate oxidase activity (GO:0004733), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491)",,"Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors",,98.7583445490624,1452,Blue,73.6554005300864,['not assigned.unknown'],LOC_Os03g02450,-0.563423514267521,0.159754784919996,,-1.3519700043184,9.91E-05,Down,-1.69864301636709,5.52E-07,Down,-1.82698574824543,1.19E-07,Down
37,Os10g0208500,"Hypothetical protein., Oxoglutarate/iron-dependent oxygenase domain containing protein., Hypothetical conserved gene.",", Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",,,,1.94406838266099,11961,Red,0.67608745488683,['not assigned.unknown'],LOC_Os10g14180,1.52175583918621,0.005141104129028,Up,3.31811030640816,8.68E-12,Up,2.51412738531862,3.36E-07,Up,2.55503685839455,1.82E-07,Up
38,Os03g0805100,Similar to Squalene synthase (EC 2.5.1.21).,"Biological Process: lipid biosynthetic process (GO:0008610), Biological Process: biosynthetic process (GO:0009058), Cellular Component: integral to membrane (GO:0016021), Molecular Function: farnesyl-diphosphate farnesyltransferase activity (GO:0004310), Molecular Function: transferase activity (GO:0016740), Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)",SQS,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,70.4710395554816,2402,Turquoise,59.8567614669718,"[""lipid metabolism.''exotics'' (steroids, squalene etc).squalene synthase""]",LOC_Os03g59040,2.74888449155621,3.45E-07,Up,2.6539548656454,5.39E-07,Up,2.42699631320488,4.66E-06,Up,2.19265725650434,3.91E-05,Up
39,Os07g0573900,Hypothetical conserved gene.,,AGP27,,,43.0467520800928,3856,Yellow,19.54690185624,['not assigned.unknown'],LOC_Os07g38630,3.03335360400466,9.06E-05,Up,3.07329556193025,4.32E-05,Up,2.96677471473653,7.36E-05,Up,3.91153443808426,6.71E-08,Up
40,Os03g0114100,Conserved hypothetical protein.,,,,,0.906563011027899,12809,Grey,0.371977079173931,['not assigned.unknown'],LOC_Os03g02300,0.842532083205671,0.67256550526946,,-0.587366699626003,0.794067163656837,,-2.4060113028527,0.252448171230707,,-0.960378686740226,0.652779546391965,
41,Os01g0337500,Similar to H+-pyrophosphatase (Fragment).,"Biological Process: proton transport (GO:0015992), Cellular Component: membrane (GO:0016020), Molecular Function: inorganic diphosphatase activity (GO:0004427), Molecular Function: hydrogen-translocating pyrophosphatase activity (GO:0009678)",,,,0.625728445085879,13115,Brown,0.328749922939496,['transport.amino acids'],LOC_Os01g23580,0.044635834933196,0.974203472367822,,-1.17510346611641,0.256394585784634,,-1.28264457796902,0.195208910125724,,0.00300939278185,0.998340702502749,
42,Os11g0660000,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsMHX,,,33.1954515197944,4749,Blue,20.4369331438807,['transport.metal'],LOC_Os11g43860,0.485862490162894,0.34180138458625,,-1.42891312528871,0.000669960053335,Down,-2.67549907296073,2.04E-11,Down,-3.14999636273573,5.09E-15,Down
43,Os08g0109300,"Homolog of Arabidopsis ADENOSINE MONOPHOSPHATE KINASE 2 (AMK2), A member of adenylate kinase (AK) family","Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Molecular Function: adenylate kinase activity (GO:0004017), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)","AK1, OsAK1","Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors",,35.3394779155047,4536,Purple,20.0204233904651,['nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase'],LOC_Os08g01770,-1.23820470922963,0.017436077225236,Down,-1.03707681703953,0.045813164598304,Down,-1.42404059326791,0.003546034334963,Down,-1.79087875320061,0.000149188010061,Down
44,Os03g0265100,"Glycosyltransferase, Leaf senescence",,"PLS2, OsSQD2.3","Glycerolipid metabolism, Metabolic pathways",,4.58126481776331,10573,Purple,1.83781673523385,['lipid metabolism.glycolipid synthesis.sulfolipid synthase'],LOC_Os03g15840,-1.45210377685701,0.000200118692121,Down,-1.21250670705178,0.001344596601351,Down,-0.711581731231568,0.073190786652905,,-0.59517212106182,0.146806421949869,
45,Os03g0323100,Conserved hypothetical protein.,,,,,68.3858286150244,2486,Blue,52.0557483258031,,None,-1.02294957965248,0.052264151949017,,-2.73148934337366,4.21E-08,Down,-3.15956380674093,2.47E-10,Down,-4.94594317529954,3.19E-12,Down
46,Os06g0570100,Ent-kaurene oxidase (EC 1.14.13.78) (AtKO1) (Cytochrome P450 701A3).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)","D35, OsKOL2, CYP701A6, OsKO2","Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,13.2268854173255,7897,Pink,8.29677809110119,['misc.cytochrome P450'],LOC_Os06g37364,-0.163953211265186,0.794698380483186,,-1.32319309842782,0.003553748063472,Down,-1.04499898030075,0.023437764036017,Down,-0.779817973914803,0.105977351653751,
47,Os02g0448400,Similar to Synaptotagmin C.,Molecular Function: protein binding (GO:0005515),OsNTMC2T1.1,,,81.490235191543,1997,Blue,63.7454361545917,['signalling.calcium'],LOC_Os02g25060,-0.512171626600512,0.390936187163365,,-1.7200171869881,0.000856382988054,Down,-1.98729383440489,8.15E-05,Down,-2.13789846522552,6.17E-05,Down
48,Os05g0198200,Thioredoxin fold domain containing protein.,"Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035)",GRX16,,,37.5582233715675,4329,Turquoise,26.5155454412614,['redox.glutaredoxins'],LOC_Os05g10930,3.38819384936428,3.87E-15,Up,2.10159634578211,2.38E-06,Up,1.7270479312675,0.000133277757391,Up,2.02522908234543,4.76E-06,Up
49,Os04g0385600,Tetratricopeptide-like helical domain containing protein.,"Molecular Function: binding (GO:0005488), Molecular Function: zinc ion binding (GO:0008270)",,,,4.61659808201344,10556,Yellow,2.98858266337453,['RNA.regulation of transcription.unclassified'],LOC_Os04g31610,3.24720172991771,0.00658126956382,Up,4.56661332927654,2.62E-05,Up,3.47287187716883,0.001972375300227,Up,3.03441062354836,0.008471110142417,Up
50,Os11g0546300,Patatin family protein.,"Biological Process: lipid metabolic process (GO:0006629), Biological Process: metabolic process (GO:0008152)",OspPLAV,,,40.6851751459712,4050,Purple,23.299937641185,['development.storage proteins'],LOC_Os11g34370,0.390085611854528,0.452334364378078,,-0.092169228433562,0.882685924138107,,-0.187940097390897,0.748755836843782,,-0.48036492292105,0.32540625626841,
51,Os12g0103000,EF-Hand type domain containing protein.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: mitochondrial inner membrane (GO:0005743), Molecular Function: binding (GO:0005488), Molecular Function: calcium ion binding (GO:0005509)",,,,74.4025958627139,2250,Black,18.6853577686247,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os12g01240,-0.55561351137044,0.028510130296263,,-1.4987563744643,3.44E-11,Down,-1.73783416722009,7.09E-15,Down,-2.01798004961184,2.27E-18,Down
52,Os02g0756100,Conserved hypothetical protein.,,,,,0.437856937259904,13327,Grey,0.012763166443664,['not assigned.unknown'],LOC_Os02g51950,-2.53852453665823,0.046236907743844,Down,1.15952682325851,0.224073332262512,,0.521479060826344,0.64193981729397,,0.541509333279505,0.620730271456028,
53,Os06g0129100,Short-chain dehydrogenase/reductase SDR family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,20.0381012025271,6535,Pink,9.8498490455785,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os06g03830,0.718617791452285,0.505629656777594,,1.54234669445175,0.094912854223539,,0.155019326109102,0.904645660535035,,-0.750397013956692,0.472190147609291,
