id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,LOC_IDs,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os03g0223000,"Similar to atypical receptor-like kinase MARK., Similar to Atypical receptor-like kinase MARK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,39.2697549418434,4179,Magenta,24.3127104695886,['not assigned.unknown'],"LOC_Os03g12238, LOC_Os03g12250",-0.506777337709808,0.275969726992912,,-0.897278825337281,0.023744458406798,,-1.45112649922963,0.000113039513431,Down,-1.39720801064834,0.000166573798552,Down,-1.04114532736142,0.009052220595958,Down
11,Os04g0618200,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars",,88.6165580820017,1758,Turquoise,82.3645893712991,['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,1.94077960057494,1.88E-11,Up,1.66366222573814,7.86E-09,Up,1.28707008308514,1.28E-05,Up,1.00837666023468,0.000824459908004,Up,1.06372590028614,0.000606050984009,Up
12,Os11g0215100,Plant disease resistance response protein family protein.,,,,,65.7599421439104,2594,Blue,46.5036737070016,['stress.biotic'],LOC_Os11g10870,-1.01239405638351,0.18408119854005,,-1.77096592983039,0.00789842920277,Down,-2.64191255201933,6.85E-05,Down,-2.9887724943349,6.72E-06,Down,-1.29316133203827,0.071712113426155,
13,Os01g0805300,"Mog1/PsbP, alpha/beta/alpha sandwich domain containing protein.","Biological Process: photosynthesis (GO:0015979), Cellular Component: photosystem II (GO:0009523), Cellular Component: oxygen evolving complex (GO:0009654), Cellular Component: extrinsic to membrane (GO:0019898), Molecular Function: calcium ion binding (GO:0005509)",,,,103.883938894684,1307,Blue,90.4919922288901,['PS.lightreaction.photosystem II.PSII polypeptide subunits'],LOC_Os01g59090,-2.53676640131262,1.14E-16,Down,-2.82531968643114,3.48E-21,Down,-2.39462160145174,8.16E-16,Down,-1.7125652976045,8.71E-09,Down,-2.7673443047056,4.94E-20,Down
14,Os03g0439700,Protein of unknown function DUF1230 family protein.,,,,,101.966186738022,1366,Green,47.2324890470961,['not assigned.unknown'],LOC_Os03g32490,-0.973709220271733,2.02E-07,,-2.44768976176636,1.10E-42,Down,-2.7988156860773,2.28E-54,Down,-4.25270020018597,1.47E-108,Down,-1.18100566979904,1.01E-10,Down
15,Os08g0530400,"Moco containing protein (Moco containing protein(OsMCP))., Similar to sulfite oxidase.","Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: molybdenum ion binding (GO:0030151), Molecular Function: metal ion binding (GO:0046872)",OsMCP,"Sulfur metabolism, Metabolic pathways",,108.011555475611,1210,Green,32.9476363285532,['S-assimilation.sulfite oxidase'],LOC_Os08g41830,-0.924190744060997,1.08E-12,,-1.80695056425796,3.16E-47,Down,-1.76841574964202,2.06E-45,Down,-1.99231132042783,1.96E-57,Down,-1.11973360055568,1.29E-18,Down
16,Os03g0200200,Conserved hypothetical protein.,,,,,123.539065013553,907,Red,38.859145071789,['not assigned.unknown'],LOC_Os03g10320,2.45534290291857,0.000106994529478,Up,3.2073392844476,4.66E-08,Up,2.98216519042834,4.57E-07,Up,3.16769181536518,5.39E-08,Up,2.94943111393088,9.49E-07,Up
17,Os07g0503500,"UDP-glucuronosyl/UDP-glucosyltransferase family protein., UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",UGT707A3,,,93.5301689697594,1597,Magenta,34.4891691709211,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os07g32020,-0.792346583764812,0.214749069989278,,-0.835637321309991,0.163259336439756,,-1.13697825686224,0.042450970815185,Down,-3.27726314592277,3.18E-08,Down,-0.9806548253357,0.104039410970528,
18,Os04g0676300,Similar to H0101F08.3 protein.,"Biological Process: 'de novo' pyrimidine base biosynthetic process (GO:0006207), Biological Process: UMP biosynthetic process (GO:0006222), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824), Molecular Function: dihydroorotate dehydrogenase activity (GO:0004152), Molecular Function: dihydroorotate oxidase activity (GO:0004158)",,"Pyrimidine metabolism, Metabolic pathways, Biosynthesis of cofactors",,58.1504578207771,2952,Brown,56.0913192028135,['nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase'],LOC_Os04g57950,0.231961106903121,0.69772235485422,,0.914458317911611,0.024334355776922,,1.27332691086932,0.000731320378613,Up,1.35417563918589,0.000242930835788,Up,0.860088358517027,0.0428534276781,
19,Os05g0533450,Conserved hypothetical protein.,,,,,32.129528787424,4872,Purple,8.76573158529,['not assigned.unknown'],LOC_Os05g45700,-0.866261737157258,,,-3.97917623265242,0.030811756337385,Down,-6.31288392909774,0.002453791093708,Down,-3.41027191800874,0.040491426915889,Down,-2.79722532324545,0.106367058689216,
20,Os07g0179300,Methyltransferase type 11 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: methyltransferase activity (GO:0008168)",,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors",,11.1379938115879,8410,Purple,5.49407461029675,['secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase'],LOC_Os07g08200,-2.04391973855899,0.001426563027101,Down,-4.76413611636953,1.14E-09,Down,-3.90105088095554,1.70E-08,Down,-2.85089107284315,3.38E-06,Down,-2.73547160519285,1.38E-05,Down
21,Os01g0161300,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),,,,1.93124731809127,11974,Green,1.11037972084668,['stress.biotic.PR-proteins'],LOC_Os01g06790,-2.60664271654134,0.036241889256646,Down,-1.70414277853766,0.135319449077479,,-1.72191683984568,0.125314660531705,,-2.26374060484748,0.03800573270384,Down,-1.90344327969096,0.105591593102392,
22,Os05g0561600,Protein of unknown function DUF1421 domain containing protein.,,,,,21.6685812027607,6274,Purple,13.5339421830051,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,-0.8015184068582,2.40E-07,,-1.84126056509085,7.15E-36,Down,-2.54975687634079,6.47E-65,Down,-2.92851351176818,1.17E-83,Down,-1.16622732098995,6.31E-15,Down
23,Os01g0917300,Similar to Cysteine-rich peptide.,,,,,9.6720427506129,8815,Brown,8.90587646791155,['not assigned.unknown'],LOC_Os01g68840,0.536066187509388,0.839293248352977,,2.25649451966551,0.186416009201948,,3.3568850804774,0.025139210843949,Up,4.22886476904471,0.002702879989692,Up,2.45148294029393,0.155392807619213,
24,Os12g0634000,Conserved hypothetical protein.,,,,,34.5144487953706,4604,LightGreen,1.83162442228257,['not assigned.unknown'],LOC_Os12g43750,0.949193711460379,0.262059695573466,,1.64945064244524,0.0173737713194,Up,2.02474420969623,0.002052748983176,Up,2.60002529100431,3.15E-05,Up,1.54819061843958,0.032526473870823,Up
25,Os03g0831500,"Similar to Phosphoribosylformylglycinamidine cyclo-ligase, chloroplast/mitochondrial precursor (EC 6.3.3.1) (AIRS) (Phosphoribosyl-aminoimidazole synthetase) (AIR synthase) (VUpur5).","Biological Process: 'de novo' IMP biosynthetic process (GO:0006189), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphoribosylformylglycinamidine cyclo-ligase activity (GO:0004641)",,"Purine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,115.536397779238,1060,Brown,114.397708624868,['nucleotide metabolism.synthesis.purine.AIR synthase'],LOC_Os03g61600,-1.77215014965933,1.80E-05,Down,0.926952398023358,0.00453788206943,,1.28793706442848,2.60E-05,Up,2.10620913232239,1.93E-13,Up,0.361246184211402,0.406507136099599,
26,Os03g0146600,"Similar to HEAT repeat family protein, expressed.",,,,,46.1164930069556,3634,Turquoise,40.859062475419,['not assigned.unknown'],LOC_Os03g05330,0.790254393288681,0.113593682708664,,0.81869235435871,0.080562053529652,,1.00893222276783,0.021847630498744,Up,1.38374285482981,0.000679878664986,Up,1.49435594442069,0.00033926972925,Up
27,Os04g0454200,Similar to Monosaccharide transporter 1.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: transporter activity (GO:0005215), Molecular Function: transmembrane transporter activity (GO:0022857), Molecular Function: substrate-specific transmembrane transporter activity (GO:0022891)",OsSTP18,,,86.9920813170217,1805,Magenta,38.5854686171888,['transport.sugars'],LOC_Os04g38220,-1.61497592328811,0.037947725344896,Down,-0.852058152526732,0.29894495368155,,-1.97557722736004,0.006328802233884,Down,-3.90297753977119,1.97E-06,Down,-2.44660616064809,0.001052623350467,Down
28,Os01g0731100,Similar to Pathogen-related protein.,,,,,8.41426801301105,9205,Pink,7.3889501798699,,LOC_Os01g53090,4.49660173060242,1.49E-50,Up,3.58862203815605,9.06E-33,Up,3.69378932851604,7.73E-35,Up,3.13785509528265,3.11E-25,Up,3.10254484835187,3.16E-24,Up
29,Os01g0734466,Similar to NAD(P)H oxidase (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",OsNOX2,"MAPK signaling pathway - plant, Plant-pathogen interaction",,22.2964420702732,6163,Salmon,4.80281850240567,['stress.biotic.respiratory burst'],LOC_Os01g53294,-0.045149572788726,0.963915643112127,,-1.4985348648131,0.013553272821942,Down,-2.86576300021542,4.39E-06,Down,-2.22100087531988,0.000164686999889,Down,-0.923689286963209,0.175519154849249,
30,Os06g0597000,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",OsIAA23,Plant hormone signal transduction,,53.4201544317255,3186,Yellow,36.4296274302934,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,-1.08308425906841,0.289354442314792,,-1.1606274174472,0.224582646732745,,-1.83124108158044,0.041701640083448,Down,-2.14249837900637,0.01469928844504,Down,-2.22160867290451,0.017319998467884,Down
31,Os09g0359800,"Similar to Arginine methyltransferase pam1 (Pam1)., Similar to cDNA clone:J013102P20, full insert sequence.","Biological Process: protein methylation (GO:0006479), Cellular Component: cytoplasm (GO:0005737), Molecular Function: protein methyltransferase activity (GO:0008276),",OsPRMT1,,,101.581249115802,1377,Brown,96.7540738044244,['misc.O-methyl transferases'],LOC_Os09g19560,-0.684220278481778,0.066432935186605,,1.73548516740486,5.38E-11,Up,2.18861959976154,2.11E-17,Up,2.43532883737247,1.16E-21,Up,1.24356394394668,9.75E-06,Up
32,Os03g0115500,"""Similar to pyridoxine 5-phosphate oxidase-related."", FMN-binding split barrel-related domain containing protein.","Biological Process: pyridoxine biosynthetic process (GO:0008615), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: pyridoxamine-phosphate oxidase activity (GO:0004733), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: FMN binding (GO:0010181), Molecular Function: oxidoreductase activity (GO:0016491)",,"Vitamin B6 metabolism, Metabolic pathways, Biosynthesis of cofactors",,98.7583445490624,1452,Blue,73.6554005300864,['not assigned.unknown'],LOC_Os03g02450,-0.790773915871817,0.018618493741111,,-1.2579783056767,3.98E-05,Down,-1.38652047622894,5.32E-06,Down,-0.921645057927683,0.002737408685311,,-0.439694624353473,0.244423360059289,
33,Os10g0208500,"Hypothetical protein., Oxoglutarate/iron-dependent oxygenase domain containing protein., Hypothetical conserved gene.",", Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",,,,1.94406838266099,11961,Red,0.67608745488683,['not assigned.unknown'],LOC_Os10g14180,-0.07283029035169,0.909317803893407,,1.3245812989024,0.00031784318698,Up,1.2227625384556,0.000912875033592,Up,0.072669965014186,0.89368700869644,,0.380915898944979,0.450945662382483,
34,Os07g0170200,Similar to predicted protein.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: endonuclease activity (GO:0004519)",,,,1.70781297847694,12129,Turquoise,1.2327247760982,['DNA.synthesis/chromatin structure'],LOC_Os07g07480,1.01128957686999,3.11E-08,Up,1.37504065423365,1.73E-15,Up,1.65081617966699,2.95E-22,Up,0.492766624691223,0.010648176108431,,-0.863316599803135,1.41E-05,
35,Os07g0573900,Hypothetical conserved gene.,,AGP27,,,43.0467520800928,3856,Yellow,19.54690185624,['not assigned.unknown'],LOC_Os07g38630,4.10689064262178,5.56E-17,Up,2.56292990391457,4.90E-07,Up,2.40342029712893,2.72E-06,Up,1.93369426765594,0.000231957906288,Up,0.741081784328005,0.30017177456824,
36,Os07g0599000,Pentatricopeptide repeat domain containing protein.,,,,,106.102331408969,1263,Brown,101.372513613564,['not assigned.unknown'],LOC_Os07g40800,0.224093027231355,0.497229800846506,,1.11801851237416,4.02E-07,Up,1.39477470896941,7.54E-11,Up,1.44093968583011,1.17E-11,Up,0.817626348270791,0.00053086381866,
37,Os11g0660000,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsMHX,,,33.1954515197944,4749,Blue,20.4369331438807,['transport.metal'],LOC_Os11g43860,-1.06318576918784,0.09912608954125,,-2.33339015508886,2.08E-05,Down,-3.44033796635041,1.02E-10,Down,-2.71527415946788,3.90E-07,Down,-2.0445253661228,0.00029666787714,Down
38,Os04g0431700,"Exocyst-localized protein, Resistance to planthoppers, (Nipponbare: BPH-susceptible)",,Bph6,,,0.231995496766754,13541,Grey,0.018206816258465,['not assigned.unknown'],LOC_Os04g35210,-0.893247245136116,0.185100001612651,,-0.579868724716898,0.404742401005326,,-0.828194118698575,0.189608006991696,,-1.65508235385675,0.003954299305939,Down,-1.41229938506645,0.021310875300948,Down
39,Os01g0339900,Thioredoxin domain 2 containing protein.,"Biological Process: glycerol ether metabolic process (GO:0006662), Biological Process: cell redox homeostasis (GO:0045454), Cellular Component: endoplasmic reticulum (GO:0005783), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035), Molecular Function: isomerase activity (GO:0016853)",PDIL2;2|PDIL2-2|OsPDIL2-2,Protein processing in endoplasmic reticulum,,27.7307239546829,5393,Brown,17.3961994519747,['redox.thioredoxin'],LOC_Os01g23740,0.278219847799833,0.608406793262946,,1.39209051669495,6.61E-05,Up,1.41034778789479,4.73E-05,Up,1.86175114395085,1.85E-08,Up,0.983860710375119,0.010227725228436,
40,Os06g0134800,"Folate-binding, YgfZ domain containing protein.","Biological Process: glycine catabolic process (GO:0006546), Cellular Component: cytoplasm (GO:0005737), Molecular Function: aminomethyltransferase activity (GO:0004047)",,,,150.264524189277,530,Turquoise,138.6752022251,['amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'],LOC_Os06g04380,0.426636054091001,0.386022294953299,,1.12025700321518,0.002341144045223,Up,0.819154226006807,0.034982561308337,,1.22262711795379,0.000573723109746,Up,0.905020585044114,0.022087024011991,
41,Os08g0109300,"Homolog of Arabidopsis ADENOSINE MONOPHOSPHATE KINASE 2 (AMK2), A member of adenylate kinase (AK) family","Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Molecular Function: adenylate kinase activity (GO:0004017), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)","AK1, OsAK1","Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors",,35.3394779155047,4536,Purple,20.0204233904651,['nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase'],LOC_Os08g01770,-2.33584157515926,8.42E-44,Down,-3.81593955786591,6.84E-114,Down,-5.22031021265343,1.56E-191,Down,-5.89582736540724,3.94E-228,Down,-3.2281512724304,5.23E-83,Down
42,Os03g0265100,"Glycosyltransferase, Leaf senescence",,"PLS2, OsSQD2.3","Glycerolipid metabolism, Metabolic pathways",,4.58126481776331,10573,Purple,1.83781673523385,['lipid metabolism.glycolipid synthesis.sulfolipid synthase'],LOC_Os03g15840,-0.922516363762726,0.001354147261975,,-1.10156735676224,4.90E-05,Down,-1.12003724914308,3.50E-05,Down,-1.69761829590815,2.29E-10,Down,-1.70062800692914,5.36E-10,Down
43,Os03g0323100,Conserved hypothetical protein.,,,,,68.3858286150244,2486,Blue,52.0557483258031,,None,-0.842613571733379,0.035838916738486,,-2.72353583573157,9.37E-14,Down,-4.23843890493536,1.08E-22,Down,-5.36261315739876,6.19E-25,Down,-2.78781867404756,6.43E-14,Down
44,Os06g0570100,Ent-kaurene oxidase (EC 1.14.13.78) (AtKO1) (Cytochrome P450 701A3).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)","D35, OsKOL2, CYP701A6, OsKO2","Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,13.2268854173255,7897,Pink,8.29677809110119,['misc.cytochrome P450'],LOC_Os06g37364,-0.222683087686942,0.462415664381796,,0.483202108724118,0.038024648634186,,1.31431197931025,3.90E-11,Up,1.05774763004552,1.67E-07,Up,0.000271513827981,0.99943321847131,
45,Os02g0448400,Similar to Synaptotagmin C.,Molecular Function: protein binding (GO:0005515),OsNTMC2T1.1,,,81.490235191543,1997,Blue,63.7454361545917,['signalling.calcium'],LOC_Os02g25060,-0.548005407780958,0.380792710522396,,-2.26964758538645,1.09E-05,Down,-1.33349431765671,0.008752775273614,Down,-1.8340708825069,0.000226885414199,Down,-0.784738599236602,0.172952954748302,
46,Os11g0546300,Patatin family protein.,"Biological Process: lipid metabolic process (GO:0006629), Biological Process: metabolic process (GO:0008152)",OspPLAV,,,40.6851751459712,4050,Purple,23.299937641185,['development.storage proteins'],LOC_Os11g34370,-1.1982708795642,7.63E-05,Down,-2.14459529462418,1.90E-13,Down,-2.33913082541745,2.75E-15,Down,-2.35069964974052,9.47E-16,Down,-1.66428930765123,1.26E-08,Down
47,Os02g0756100,Conserved hypothetical protein.,,,,,0.437856937259904,13327,Grey,0.012763166443664,['not assigned.unknown'],LOC_Os02g51950,0.585029281011299,0.71206818439541,,2.33044764773056,0.019561206122625,Up,3.42287081560096,0.000166516160724,Up,2.92699204969388,0.001545725343682,Up,2.58486806891339,0.009407000673236,Up
48,Os06g0129100,Short-chain dehydrogenase/reductase SDR family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,20.0381012025271,6535,Pink,9.8498490455785,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os06g03830,1.39752098780386,0.001516908490712,Up,3.1138498813627,8.85E-17,Up,3.5309656457585,1.19E-21,Up,4.26884694078603,8.34E-32,Up,2.29002262430373,5.44E-09,Up
49,Os01g0172600,Similar to electron carrier/ heme binding / peroxidase.,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,20.338132563453,6490,Blue,14.6647488315845,['misc.peroxidases'],LOC_Os01g07770,-0.10922006071762,0.915579781196206,,-1.32290850671547,0.054831043789287,,-0.926746478543513,0.192870114302153,,-1.85068670804012,0.004643984228369,Down,-1.5691028912583,0.024283978162128,Down
50,Os05g0525900,Similar to Zing finger transcription factor PEI1.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",C3H37,,C3H,16.8410907439543,7121,Red,11.3568346567707,['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os05g45020,2.43452384172146,0.041914918057739,Up,4.8037614250834,2.58E-06,Up,5.96867651275998,1.85E-09,Up,5.38066546729052,7.21E-08,Up,4.62168784978478,8.47E-06,Up
