id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os10g0563800,Hypothetical conserved gene.,,,,,31.4835192932979,4956,Yellow,28.3869752088297,['not assigned.unknown'],LOC_Os10g41420,2.07637780095547,0.313929541319129,,3.44716834475715,0.000558748657996,Up,4.26878391342632,5.68E-06,Up,4.32450284997628,2.35E-06,Up,2.05001275343722,0.126125772192491,
11,Os03g0599000,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",,,,1.65273072069433,12172,Turquoise,1.08496843556139,['stress.biotic.PR-proteins'],LOC_Os03g40194,0.676204056363354,0.895269656319613,,1.28945813770767,0.018408588423386,Up,-0.242754343643311,0.742647476754101,,1.1760604550071,0.024204907538397,Up,-0.512422731453669,0.634984999298322,
12,Os02g0590700,"Hypothetical gene., Conserved hypothetical protein.",,,,,15.1644420896593,7481,Green,3.38692806696779,,None,0.445526494826858,0.999989494557828,,0.74365054470722,0.202260431433911,,1.58208484374615,0.000559841814926,Up,1.67823514226529,0.000154298397562,Up,1.02817225942038,0.098594853670361,
13,Os06g0692100,"Protein kinase, catalytic domain domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,,,0.615684236688519,13125,Grey,0.012185487492505,['signalling.receptor kinases.misc'],LOC_Os06g47700,0.39286327041465,,,-1.23810754685076,0.322858515668905,,-2.85350636690679,0.033895957804842,Down,-3.43373465076503,0.009802880112441,Down,-2.42617260670111,0.129981228040272,
14,Os10g0419600,Chlorophyllase family protein.,"Biological Process: chlorophyll catabolic process (GO:0015996), Biological Process: lipid catabolic process (GO:0016042), Cellular Component: intracellular membrane-bounded organelle (GO:0043231), Molecular Function: 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847), Molecular Function: chlorophyllase activity (GO:0047746)",OsCHL,"Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,6.02418034705013,9988,Black,1.95383890538021,['tetrapyrrole synthesis.unspecified'],LOC_Os10g28370,-0.834392941347357,0.816394679742621,,-1.84120111248735,0.004350366004835,Down,-2.57354999035893,6.43E-05,Down,-1.598679343949,0.01007545721704,Down,-1.46282998737721,0.060797785892294,
15,Os07g0658100,Conserved hypothetical protein.,,,,,33.383255730899,4728,Yellow,16.5109575946873,['not assigned.unknown'],LOC_Os07g46430,0.566409562810759,0.996759603762216,,1.38861360493524,0.016884796131843,Up,1.3933230697269,0.012887852035243,Up,1.56115344229222,0.003229500510707,Up,0.197356884016736,0.882071123328996,
16,Os02g0714000,"Similar to Yarrowia lipolytica chromosome C of strain CLIB99 of Yarrowia lipolytica., Hypothetical gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",,,,96.5865787344268,1525,Turquoise,90.8378443877175,['RNA.RNA binding'],LOC_Os02g48340,0.431620546401024,0.91555584039768,,1.54293506446043,3.49E-06,Up,1.38526888839003,2.95E-05,Up,2.15525726561475,3.10E-12,Up,0.840188892159079,0.049695886014717,
17,Os07g0669800,"Zinc finger, CW-type domain containing protein.",Molecular Function: zinc ion binding (GO:0008270),WG7,,,0.907677189276512,12806,Cyan,0.679401622012684,,LOC_Os07g47360,-0.394374463098935,0.999989494557828,,-1.36461555294793,0.00245309731131,Down,-1.14332670559496,0.011098510852087,Down,-0.75280365493627,0.097467331696229,,-0.05353471578642,0.964541137486287,
18,Os09g0439200,"Jasmonate ZIM-domain protein, Jasmonate-induced resistance to bacterial blight, Repressor of jasmonic acid signaling",,"TIFY10C, OsJAZ7, OsJAZ 8, OsJAZ8, Os-JAZ8, JAZ8, OsTIFY10c, OsTIFY10c/OsJAZ8",Plant hormone signal transduction,,21.307198123587,6333,Salmon,5.43778711399535,"['RNA.regulation of transcription.C2C2(Zn) CO-like, Constans-like zinc finger family']",LOC_Os09g26780,0.888201410017124,0.600214039835873,,1.91635747382764,0.000174899098772,Up,2.07183277281776,2.65E-05,Up,2.09641085995434,1.37E-05,Up,0.606828114289945,0.498101777259316,
19,Os06g0597000,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",OsIAA23,Plant hormone signal transduction,,53.4201544317255,3186,Yellow,36.4296274302934,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,2.21523525350987,0.161765017659646,,4.12034389664769,4.93E-06,Up,4.78852468615706,3.59E-08,Up,5.12094530110038,1.40E-09,Up,3.03059485400197,0.003280754770395,Up
20,Os03g0282900,Conserved hypothetical protein.,,,,,15.1103749998543,7495,Brown,14.0829022462417,['not assigned.unknown'],LOC_Os03g17450,-0.148194328380074,0.999989494557828,,-0.246289555078222,0.667348530018488,,-1.00762436408148,0.017687520746334,Down,-1.45903298650799,0.000378371935466,Down,-0.838314120477006,0.126125772192491,
21,Os02g0827200,Similar to Sucrose transporter.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsSUT4,,,51.8077694547777,3279,Yellow,40.0603074916943,['transport.sugars.sucrose'],LOC_Os02g58080,0.416732095129278,0.999989494557828,,1.71575693342781,0.001229391787361,Up,2.41531549234824,8.82E-07,Up,3.31111153385904,1.32E-12,Up,1.1982467645983,0.068577115942528,
22,Os03g0805100,Similar to Squalene synthase (EC 2.5.1.21).,"Biological Process: lipid biosynthetic process (GO:0008610), Biological Process: biosynthetic process (GO:0009058), Cellular Component: integral to membrane (GO:0016021), Molecular Function: farnesyl-diphosphate farnesyltransferase activity (GO:0004310), Molecular Function: transferase activity (GO:0016740), Molecular Function: transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)",SQS,"Steroid biosynthesis, Sesquiterpenoid and triterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,70.4710395554816,2402,Turquoise,59.8567614669718,"[""lipid metabolism.''exotics'' (steroids, squalene etc).squalene synthase""]",LOC_Os03g59040,0.986397573872009,0.447195492236127,,1.22069535055173,0.032973043375017,Up,1.37502021383983,0.0102542715326,Up,1.81731191771764,0.000236913110376,Up,1.25889439149048,0.049832255125476,Up
23,Os07g0573900,Hypothetical conserved gene.,,AGP27,,,43.0467520800928,3856,Yellow,19.54690185624,['not assigned.unknown'],LOC_Os07g38630,4.28869634931925,0.017270415650775,Up,5.30603203753554,9.51E-05,Up,6.08549164965662,3.30E-06,Up,6.17117963067919,1.21E-06,Up,4.57363649873603,0.00224558522011,Up
24,Os03g0114100,Conserved hypothetical protein.,,,,,0.906563011027899,12809,Grey,0.371977079173931,['not assigned.unknown'],LOC_Os03g02300,1.72035178776741,0.738594089823164,,2.67634675993712,0.023723548929598,Up,3.25364095623713,0.002600289804079,Up,4.40080232565914,8.24E-06,Up,1.9664014541515,0.225281521162357,
25,Os07g0599000,Pentatricopeptide repeat domain containing protein.,,,,,106.102331408969,1263,Brown,101.372513613564,['not assigned.unknown'],LOC_Os07g40800,-0.539375587015172,0.93198202977523,,-0.56130950793359,0.33236907435054,,-1.19812367421519,0.012780285168454,Down,-1.8195859647063,9.40E-05,Down,-0.744500911669435,0.267521821821618,
26,Os01g0218900,"Zinc finger, PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",,,,0.470123655248347,13289,Grey,0.05133886480024,['RNA.regulation of transcription.SET-domain transcriptional regulator family'],LOC_Os01g11960,-0.137210460174421,0.999989494557828,,-1.02736821120765,0.024789121633223,Down,-0.98647484556334,0.025994631394103,,-1.12042980555511,0.008944719636009,Down,-0.428106699803399,0.551637283206578,
27,Os11g0660000,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsMHX,,,33.1954515197944,4749,Blue,20.4369331438807,['transport.metal'],LOC_Os11g43860,-0.27626056569342,0.999989494557828,,-1.4199230813622,0.003667815204521,Down,-1.43293712565157,0.002553568249275,Down,-1.78515089006493,8.11E-05,Down,-0.7549671889001,0.267206810251346,
28,Os04g0385600,Tetratricopeptide-like helical domain containing protein.,"Molecular Function: binding (GO:0005488), Molecular Function: zinc ion binding (GO:0008270)",,,,4.61659808201344,10556,Yellow,2.98858266337453,['RNA.regulation of transcription.unclassified'],LOC_Os04g31610,3.01039440513666,0.053939875609863,,4.73826075589297,2.32E-06,Up,5.74167287526887,1.69E-09,Up,5.86233693807311,3.70E-10,Up,4.26627624953934,9.42E-05,Up
29,Os04g0520900,"Pentatricopeptide repeat domain containing protein., Similar to OSIGBa0131L05.6 protein.",,,,,7.95854262559482,9365,Cyan,3.97838005774466,"['hormone metabolism.salicylic acid.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases', 'RNA.regulation of transcription']",LOC_Os04g44030,-0.525051873281884,0.999989494557828,,-1.15254220037963,0.065988356323567,,-1.47069703421978,0.011362011867164,Down,-1.15617772426972,0.043641355530785,Down,-0.776940513634802,0.356129957961333,
30,Os06g0129100,Short-chain dehydrogenase/reductase SDR family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,20.0381012025271,6535,Pink,9.8498490455785,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os06g03830,-0.342196155906264,0.999989494557828,,-1.9373155859621,0.105737349727209,,-3.49925960694106,0.001798767279488,Down,-4.81064876546889,7.58E-05,Down,-1.68115773939274,0.261116993501946,
31,Os05g0525900,Similar to Zing finger transcription factor PEI1.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",C3H37,,C3H,16.8410907439543,7121,Red,11.3568346567707,['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os05g45020,1.14072527736888,0.868534869471695,,2.28061057038858,0.009434281946959,Up,2.91350905167816,0.000322176691688,Up,1.15700373719145,0.21269811501936,,1.16707695312832,0.378885494587334,
32,Os01g0666000,Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase).,"Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824)",,"Glycerolipid metabolism, Glycerophospholipid metabolism, Biosynthesis of secondary metabolites",,13.0834216857777,7940,Yellow,5.83696165312269,['misc.acid and other phosphatases'],LOC_Os01g47580,-0.008460209593505,0.999989494557828,,1.92356931259158,0.012904787184329,Up,2.43814582487488,0.000574840643692,Up,3.8660180895726,1.47E-09,Up,0.201661903971775,0.920051969475616,
33,Os06g0286400,Non-protein coding transcript.,,,,,41.49872438273,3978,Yellow,35.7803623582258,['signalling.in sugar and nutrient physiology'],LOC_Os06g17870,1.24163221024633,0.573664128569738,,1.90230042420626,0.013363802001298,Up,2.2108293938111,0.00224935623583,Up,2.83042277007319,2.75E-05,Up,1.08207222613362,0.315138486693641,
34,Os05g0449100,Hypothetical protein.,,,,,13.5512059399403,7819,Yellow,9.37214338908006,,None,0.203339108729805,0.999989494557828,,1.61186173149368,0.002049008698705,Up,3.80116804822696,1.22E-19,Up,4.75441798866097,5.09E-31,Up,2.15348667027828,3.13E-05,Up
35,Os04g0459800,"Similar to H0219H12.4 protein., DEAD-like helicase, N-terminal domain containing protein.","Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: helicase activity (GO:0004386), Molecular Function: ATP binding (GO:0005524), Molecular Function: hydrolase activity, acting on acid anhydrides (GO:0016817)",,,,15.1032254003975,7497,Brown,11.4971997597115,['RNA.transcription'],LOC_Os04g38630,-0.26977358271941,0.999989494557828,,-1.31189517124952,0.120627324009,,-1.95322070804568,0.01255295760241,Down,-2.36224951856625,0.002172789090633,Down,-1.05619582297042,0.336949299190521,
36,Os07g0598200,Similar to Circadian clock coupling factor ZGT.,,,,,4.21042895093382,10717,Grey,0.718533074818291,['not assigned.unknown'],LOC_Os07g40710,0.503296415225162,0.999989494557828,,1.30213459712939,0.044463440312733,Up,1.6851680601126,0.004117855324917,Up,2.2221773286481,4.58E-05,Up,0.916942595924231,0.280438989173811,
37,Os03g0762700,"Transcriptional coactivator SAGA-type complex, Ada1/Tada1 domain containing protein.",Cellular Component: SAGA-type complex (GO:0070461),,,,22.0749217098408,6202,Yellow,18.6045799588913,['not assigned.unknown'],LOC_Os03g55450,1.12713032575106,0.453602088973754,,2.08554417517718,0.000544544235478,Up,2.60370214734291,4.67E-06,Up,2.94870429135079,7.08E-08,Up,1.52468552272558,0.035500548569558,Up
38,Os01g0290700,Similar to CjMDR1.,"Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887)",OsABCB1,,,0.570118269307422,13165,Grey,0.06984602575062,['transport.ABC transporters and multidrug resistance systems'],LOC_Os01g18670,0.964458685151118,0.827560854369221,,1.44918214535395,0.05552156843187,,1.46253218375425,0.040511798812963,Up,1.8699944173305,0.004573889779908,Up,1.00940497069643,0.342631467944207,
39,Os02g0822000,"Conserved hypothetical protein., Hypothetical conserved gene.",,,,,81.3310032250584,2002,Turquoise,58.7108130457175,['not assigned.unknown'],LOC_Os02g57610,0.687906069674505,0.753595897799508,,0.713999449511131,0.210887646789739,,1.00466290345131,0.039884287374657,Up,1.74958447619716,5.24E-05,Up,0.456663859468759,0.581881416666861,
40,Os08g0434100,Similar to S-like ribonuclease (RNase PD2) (Fragment).,"Molecular Function: RNA binding (GO:0003723), Molecular Function: ribonuclease T2 activity (GO:0033897)",OsRNS3,,,48.3798261700617,3492,Salmon,10.5885440689184,['RNA.processing.ribonucleases'],LOC_Os08g33710,1.35223876177776,0.614363864682606,,1.90888649255033,0.032756384154248,Up,2.3031562908,0.005321269841902,Up,3.21572272312538,2.34E-05,Up,1.61956658687518,0.136000210153354,
41,Os05g0452500,Conserved hypothetical protein.,,,,,62.1744125892998,2741,Tan,15.9092125966388,,None,-0.6746867678944,0.455888101679322,,-1.43683730694738,8.06E-05,Down,-1.64028267106979,4.46E-06,Down,-2.21965173430902,6.97E-10,Down,-1.21135469129199,0.003408521247807,Down
42,Os03g0644200,Pentatricopeptide repeat domain containing protein.,Molecular Function: binding (GO:0005488),,,,8.72277020929262,9105,Blue,4.52211126562188,"['RNA.regulation of transcription.MYB domain transcription factor family', 'transport.misc']",LOC_Os03g44210,-0.461986730913073,0.979701528882225,,-1.28252785849742,0.004490399024939,Down,-1.16736220746795,0.0091380418484,Down,-0.398509757079509,0.398083368296193,,-0.126007131204016,0.901549372991791,
43,Os03g0227800,"Conserved hypothetical protein., Similar to cDNA clone:001-004-G07, full insert sequence., Similar to cDNA clone:001-042-G02, full insert sequence.",,,,,14.8504959555154,7546,GreenYellow,5.33053206882505,['not assigned.unknown'],LOC_Os03g12670,-0.349023958290115,0.999989494557828,,-1.24748956217378,0.003460629800888,Down,-1.36055632512743,0.000891161752688,Down,-1.05641965862475,0.009745580374611,Down,-1.12619188602702,0.019696539706771,Down
44,Os11g0708100,Similar to Laccase-22.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",OsLAC26,,,5.69399771014658,10114,Magenta,2.74503358279328,['secondary metabolism.simple phenols'],LOC_Os11g48060,-0.685265313721497,,,-2.22655620496028,0.092042433209322,,-2.77508700101561,0.04136963760304,Down,-2.97245718018308,0.023180680016683,Down,-0.931018796778393,0.632302363868648,
45,Os10g0544900,Similar to Protein phosphatase 2C-like protein.,"Biological Process: protein dephosphorylation (GO:0006470), Cellular Component: protein serine/threonine phosphatase complex (GO:0008287), Molecular Function: catalytic activity (GO:0003824), Molecular Function: protein serine/threonine phosphatase activity (GO:0004722)",OsPP2C72,,,56.0222687560746,3055,Turquoise,52.3351847436492,['protein.postranslational modification'],LOC_Os10g39780,0.724126090992323,0.663457734939473,,1.56822084851322,0.000410713088517,Up,1.57018242331574,0.00029599119759,Up,1.96157179037603,1.63E-06,Up,0.079695371081926,0.94714085227377,
46,Os02g0525100,Conserved hypothetical protein.,,,,,9.53391754582352,8864,Red,4.15598715486928,['not assigned.unknown'],LOC_Os02g32450,-0.688193046929185,0.999989494557828,,-1.9265416026615,0.015328953204381,Down,-4.82271404947603,4.54E-05,Down,-3.08414739110779,0.000158770374275,Down,-1.97835907982473,0.035612390862504,Down
47,Os09g0562600,"Wall-associated kinase, Positive regulation of rice blast resistance","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: calcium ion binding (GO:0005509), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: polysaccharide binding (GO:0030247)","WAK92, OsWAK92, OsDEES1-L4",,,33.0875805561837,4758,Yellow,25.1648165736833,['signalling.receptor kinases.misc'],LOC_Os09g38910,1.99055899392365,0.447195492236127,,3.47824865251206,0.000960362229577,Up,3.66469538638157,0.000321204433953,Up,4.43083183425843,4.04E-06,Up,1.28243491524118,0.467412679177205,
48,Os04g0521800,"Peptidase M20 family protein., Similar to OSIGBa0131L05.10 protein.","Biological Process: metabolic process (GO:0008152), Molecular Function: hydrolase activity (GO:0016787)",,,,6.87872028985449,9695,Brown,4.21219215913029,['hormone metabolism.auxin.synthesis-degradation'],LOC_Os04g44110,-0.290869600758136,0.999989494557828,,-0.586265755037585,0.326508134478128,,-1.38022289550067,0.004117855324917,Down,-2.03542906947936,1.16E-05,Down,-1.24957284342746,0.029772422243346,Down
49,Os03g0286200,"Similar to Prephenate dehydratase-like., Similar to P-protein.","Biological Process: metabolic process (GO:0008152), Biological Process: L-phenylalanine biosynthetic process (GO:0009094), Molecular Function: prephenate dehydratase activity (GO:0004664), Molecular Function: amino acid binding (GO:0016597)",,"Phenylalanine, tyrosine and tryptophan biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of amino acids",,75.1816027828703,2227,Turquoise,67.5126165678364,['amino acid metabolism.synthesis.aromatic aa.phenylalanine.arogenate dehydratase / prephenate dehydratase'],LOC_Os03g17730,0.453756229490576,0.999989494557828,,1.53064399660747,0.017346564884306,Up,2.0523691112995,0.000504309637769,Up,2.9388277316857,7.90E-08,Up,1.56089052787312,0.028766841494293,Up
50,Os01g0772400,Streptomyces cyclase/dehydrase family protein.,,OsSTA34,,,196.053629831158,149,Salmon,23.479074445863,['not assigned.unknown'],LOC_Os01g56560,0.575736485551662,0.753595897799508,,1.50179041525428,5.25E-05,Up,1.58102587553338,1.20E-05,Up,2.19601292807021,1.09E-10,Up,0.739314928463827,0.167058640996995,
51,Os03g0224200,"B-type response regulator, Cytokinin signaling, Similar to response regulator 8.","Biological Process: two-component signal transduction system (phosphorelay) (GO:0000160), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: two-component response regulator activity (GO:0000156), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)","ORR1, ORR1, Orr1, OsRR21, Rrb1, OsRR19, OsRRB1",Plant hormone signal transduction,ARR-B,77.5016256434747,2137,Turquoise,52.4890962115533,['RNA.regulation of transcription.ARR'],LOC_Os03g12350,1.37798925062113,0.350296479771275,,2.44693276837162,0.000350849801459,Up,2.67474514493651,5.08E-05,Up,3.29586814030035,1.43E-07,Up,1.56035483546138,0.068038101357166,
52,Os02g0100600,Harpin-induced 1 domain containing protein.,,,,,7.69083974783486,9439,Brown,2.12464974247275,['not assigned.unknown'],LOC_Os02g01060,-0.695281379641354,,,-1.25529645831358,0.281550194798802,,-2.71199146420003,0.020345741111912,Down,-3.57620241309978,0.003768297216452,Down,-1.78930660350919,0.206549520614229,
53,Os09g0322500,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),,,,11.8570184889186,8220,Pink,3.32752207010832,['cell.organisation'],LOC_Os09g15370,-0.47824515301189,0.999989494557828,,-1.98392205305481,0.015722312626788,Down,-1.53375800324644,0.056226122335155,,-2.26589657917819,0.003799670403167,Down,-1.34720798594637,0.205879970216018,
54,Os12g0416300,"Conserved hypothetical protein., Hypothetical gene.",,,,,24.1026912944306,5907,GreenYellow,10.2187928241668,,None,-0.315143066435659,0.999989494557828,,-0.651263603787617,0.124751876218433,,-1.01861809437485,0.006126748074773,Down,-1.47453192757947,2.95E-05,Down,-0.658612063504625,0.194422372716393,
55,Os02g0639300,Conserved hypothetical protein.,,OsCBSX11,,,0.190565940684272,13571,Grey,0.047604962084647,['not assigned.unknown'],LOC_Os02g42640,3.22829785346853,,,5.25433477030934,0.000264943624839,Up,2.1918413266697,0.208916793473169,,3.68378058276391,0.012744220556077,Up,2.11848261124645,0.385210992693926,
