id,Label,TF,KEGG,Symbol,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os02g0754500,,,OM64,7.77545397657157,7303,Purple,5.02351608843538,Tetratricopeptide-like helical domain containing protein.,"Molecular Function: binding (GO:0005488), Molecular Function: protein binding (GO:0005515), Molecular Function: carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)",['protein.targeting.chloroplast'],LOC_Os02g51810,-2.17477093109162,0.052620355237025,,-2.04715650183639,0.054953940452803,,-2.99501159834503,0.008019718126736,Down,-1.61157712760358,0.120288609061364,,1.15269109458237,2.62E-09,Up
11,Os03g0788100,,,,1.71152035349757,11785,Turquoise,1.2486649643987,Similar to RING-H2 finger protein ATL1P (RING-H2 finger protein ATL3).,"Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g57410,-1.53345616384688,0.114580788922567,,-1.77659215057197,0.051228526058681,,-1.49941525308625,0.087628409355499,,-1.94617416605479,0.028663485886853,Down,1.88872940049843,5.33E-05,Up
12,Os07g0636400,,,RPL30e,17.1041994206706,4041,Yellow,6.72092978265985,Similar to ribonuclease P.,,['protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L7A'],LOC_Os07g44230,-0.560423641357682,0.421464857787288,,-0.555396463920335,0.405953434321681,,-1.76298141842856,0.002302340769603,Down,-1.85976767437976,0.001642302032839,Down,-6.43087212513747,0.000159450701903,Down
13,Os03g0324900,,,,49.4203478685153,812,Blue,42.7548549608957,"Zinc finger, RING/FYVE/PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['protein.degradation.ubiquitin.E3.RING'],LOC_Os03g20870,1.33426795777069,0.00192562824849,Up,1.38404129544903,0.00093581841667,Up,1.05626363358347,0.004192314876917,Up,6.71712344748111,5.42E-05,Up,-0.732155087666634,0.196832090003773,
14,Os10g0498500,,,,0.410478240316584,13341,Grey,0.016134270788857,Epoxide hydrolase-like domain containing protein.,Molecular Function: catalytic activity (GO:0003824),['misc.misc2'],LOC_Os10g35540,-0.10563339120934,0.887178496502185,,-0.857772039020397,0.080400049956354,,-1.07166290611375,0.020254918290214,Down,0.059110744778021,0.919033810134803,,-3.35383539794488,1.07E-18,Down
15,Os05g0367100,,,,7.04775977870463,7671,Yellow,4.19669460877862,Ribosome biogenesis protein Nop16 domain containing protein.,,['not assigned.unknown'],LOC_Os05g30420,-1.34120018449873,0.048652799967691,Down,-0.698532025293738,0.333750755179779,,1.80788295499392,0.000114918425776,Up,1.63232780725443,0.000657617995754,Up,2.96035949756646,2.87E-14,Up
16,Os07g0431160,,,,1.83311538355755,11651,Cyan,0.441673819063962,Similar to Thionin-like peptide.,,['not assigned.unknown'],LOC_Os07g24940,0.159152108525422,0.831567308035072,,0.833844811055878,0.095629069339337,,1.31156928864788,0.002293795308392,Up,1.55215679069823,0.000224636775842,Up,1.06635382933157,1.66E-05,Up
17,Os02g0755900,,,,34.0880563695331,1645,Blue,20.6847418861464,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os02g51930,2.76417642092324,0.000799325306561,Up,2.80217758731706,0.00051896936979,Up,-2.617707046221,0.034308546361453,Down,-7.00322912765892,2.13E-05,Down,-4.52273250212778,0.001415571900962,Down
18,Os05g0456500,,,,2.6296836469357,10837,Yellow,0.666429995657721,"Uncharacterised protein family UPF0497, trans-membrane plant domain containing protein., Similar to predicted protein.",,['not assigned.unknown'],LOC_Os05g38250,-0.776239205573466,0.315191672971093,,-1.47833700792617,0.02537231596893,Down,-1.1628723000401,0.072413755614729,,1.08871864266553,0.017517522716894,Up,-3.0156387102598,0.041533902709676,Down
19,Os01g0839100,C2H2,,ZFP179,45.9669091630118,952,Magenta,18.2657509886196,"Zinc finger, C2H2 domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g62190,2.31833831832803,2.17E-06,Up,1.67078286700968,0.001282527925852,Up,-5.26319368059009,0.000675157991599,Down,5.28257747202728,4.31E-14,Up,6.20440762964306,2.59E-10,Up
20,Os03g0223000,,,,38.9584409085474,1293,lightGreen,3.7111793998122,"Similar to atypical receptor-like kinase MARK., Similar to Atypical receptor-like kinase MARK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['not assigned.unknown'],"LOC_Os03g12238, LOC_Os03g12250",-0.541578249761796,0.209467365442254,,-1.18735242045326,0.000798769976298,Down,-2.63435899432067,1.08E-14,Down,1.23058787993979,0.003424089601049,Up,0.467511409791297,0.499611412855205,
21,Os02g0720200,,,,52.3422626677623,723,Turquoise,42.5200268693568,Similar to 65kD microtubule associated protein.,,['cell.organisation'],LOC_Os02g48830,-2.09366102515741,0.01712400328777,Down,-1.51619239894637,0.081901395655075,,1.97788987749693,1.90E-08,Up,2.14753856465649,7.92E-10,Up,-3.82759069407239,8.46E-07,Down
22,Os04g0618200,,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways",,52.7779920452639,708,lightYellow,11.0709040744343,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,1.70748851296324,8.45E-06,Up,1.36529836615241,0.000539527725672,Up,-1.51452189903489,6.47E-05,Down,1.68906220043501,6.72E-13,Up,3.937663817899,3.79E-39,Up
23,Os03g0599000,,,,0.483648349395897,13236,Grey,0.036790983122427,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os03g40194,-0.104057361172281,0.892597296044847,,-0.913946282031522,0.064109065742498,,-1.42253277097928,0.001143984447098,Down,-1.60757730315074,0.000220537086566,Down,-0.418895628546119,0.4631531790072,
24,Os03g0200200,,,,2.16020131402277,11300,Blue,1.57900780625634,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g10320,1.73341819528405,0.096125357489326,,1.56163590854823,0.130728204984182,,1.75365628534861,0.060457856761442,,2.18983252609559,0.014079928877538,Up,-1.34045646101453,0.003870056374901,Down
25,Os07g0429700,,,,1.65194296060385,11851,Grey,0.391560025922705,Similar to Thionin-like peptide.,,['not assigned.unknown'],LOC_Os07g24830,-0.144215413074216,0.81094777797743,,0.650001572029909,0.130058763100048,,1.06047895827046,0.003511139075901,Up,1.04072201790115,0.004228572430645,Up,-0.98639216320012,0.010237363487215,
26,Os02g0590700,,,,6.10497833445448,8218,royalBlue,2.21146107393032,"Hypothetical gene., Conserved hypothetical protein.",,,None,1.52198968673518,0.006343218862075,Up,1.07326510895166,0.071579229096086,,-3.27128556837984,8.46E-07,Down,-4.87139936548582,1.45E-07,Down,1.34626211775898,4.28E-06,Up
27,Os06g0692100,,,,9.67130804868289,6424,Brown,6.56368711519379,"Protein kinase, catalytic domain domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.misc'],LOC_Os06g47700,-0.80277549836658,0.174709353413792,,-1.51590444907162,0.002591483225933,Down,-1.91202111331201,8.36E-05,Down,-3.50503421643648,5.97E-17,Down,1.01615717312621,0.070871226658512,
28,Os10g0419600,,"Porphyrin and chlorophyll metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",OsCHL,3.64448920142562,9954,Blue,2.23467019557633,Chlorophyllase family protein.,"Biological Process: chlorophyll catabolic process (GO:0015996), Biological Process: lipid catabolic process (GO:0016042), Cellular Component: intracellular membrane-bounded organelle (GO:0043231), Molecular Function: 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847), Molecular Function: chlorophyllase activity (GO:0047746)",['tetrapyrrole synthesis.unspecified'],LOC_Os10g28370,0.636083554044089,0.720935363625133,,1.97699107110641,0.117929670146193,,1.75337837774413,0.14100902306846,,2.82996565705648,0.009051235975453,Up,-5.0027841014496,5.20E-11,Down
29,Os04g0676300,,"Pyrimidine metabolism, Metabolic pathways",,9.61715532001049,6440,Yellow,4.86965597748131,Similar to H0101F08.3 protein.,"Biological Process: 'de novo' pyrimidine base biosynthetic process (GO:0006207), Biological Process: UMP biosynthetic process (GO:0006222), Biological Process: metabolic process (GO:0008152), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824), Molecular Function: dihydroorotate dehydrogenase activity (GO:0004152), Molecular Function: dihydroorotate oxidase activity (GO:0004158)",['nucleotide metabolism.synthesis.pyrimidine.dihydroorotate dehydrogenase'],LOC_Os04g57950,-0.919548837228142,0.033537323375578,,-1.00288949467188,0.014393617588315,Down,-1.41288275418325,0.000351868954602,Down,2.79948126127035,0.001612164770181,Up,1.25806428412242,0.009255445057916,Up
30,Os08g0307601,,,,22.5839805249074,2959,Blue,17.0033671220235,"Similar to cDNA clone:002-114-B06, full insert sequence.",,,None,2.97701453082259,0.038025287661407,Up,3.77583924947102,0.003661027754071,Up,1.09236323576988,0.000899236687934,Up,-0.00724209422947,0.991997813759264,,-0.87695838372463,0.017203434518337,
31,Os02g0817600,,Plant hormone signal transduction,OsIAA10,26.5005793867131,2397,Green,13.959151676566,"AUX/IAA protein family protein., Similar to Auxin-responsive protein IAA10.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983)",['RNA.regulation of transcription.Aux/IAA family'],LOC_Os02g57250,-1.49923680845841,0.079803679185913,,-1.50039795450183,0.069545670556498,,-2.10452724771358,0.005183457545498,Down,-1.39390313489098,0.072486887945724,,-4.74634075695521,0.02728816267273,Down
32,Os05g0561600,,,,6.14978798248027,8187,lightYellow,3.13697429733424,Protein of unknown function DUF1421 domain containing protein.,,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,-0.387115769600776,0.130914218097635,,-1.20513004711729,3.72E-09,Down,-1.08634120481472,1.20E-07,Down,1.76688871159742,0.001004228263188,Up,1.16658832873601,0.0006032039116,Up
33,Os01g0327100,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,15.8569662160092,4390,Red,11.5024232245334,"Haem peroxidase family protein., Similar to Peroxidase 8.","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g22352,3.68464855659686,8.34E-07,Up,4.32392415647072,1.92E-09,Up,5.60342955574359,5.21E-19,Up,6.94163585431903,0.000545301202618,Up,-2.77842298356269,0.000598347552456,Down
34,Os01g0917300,,,,6.0281411596356,8267,Turquoise,5.35806833387663,Similar to Cysteine-rich peptide.,,['not assigned.unknown'],LOC_Os01g68840,-0.354780734357038,0.83430597270761,,-0.445578010522988,0.779398571410973,,-1.39840610652056,0.249594691605657,,-2.89148137282788,0.037689952965162,Down,1.46929010209438,8.20E-08,Up
35,Os12g0634000,,,,30.8221923808763,1918,Blue,21.9294528540822,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os12g43750,0.905222656043394,0.099856974363345,,1.84428595785884,3.82E-05,Up,2.41776051229299,1.19E-08,Up,0.122698886373511,0.752698314791201,,-1.99873784845016,0.00026807365445,Down
36,Os02g0714000,,,,13.3736108045973,5115,Blue,7.21742845377263,"Similar to Yarrowia lipolytica chromosome C of strain CLIB99 of Yarrowia lipolytica., Hypothetical gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",['RNA.RNA binding'],LOC_Os02g48340,1.48777055784128,4.01E-12,Up,1.61252578241726,2.32E-14,Up,3.09328531472564,9.74E-11,Up,0.90656467844385,0.009056976990287,,-6.68979949859256,0.00064357543145,Down
37,Os01g0622500,,,,1.5725574986759,11954,Salmon,0.692093653049714,Hypothetical gene.,,,None,-0.582786112199944,0.288225241786732,,-1.09070337485345,0.019097466532874,Down,-1.70022368216774,0.000189821145231,Down,1.34624758306567,0.057231095364471,,5.58761841787697,6.09E-06,Up
38,Os05g0512600,,,,27.1589476473595,2308,Turquoise,18.2310214649105,X8 domain containing protein.,,"['misc.beta 1,3 glucan hydrolases']",LOC_Os05g43690,0.000490900043308,0.999644538057938,,-1.58222025232663,0.000699643554011,Down,-2.93619493726809,6.21E-09,Down,-1.53960154760718,0.033507755783777,Down,-2.3390047466401,0.018866252457888,Down
39,Os01g0734466,,"MAPK signaling pathway - plant, Plant-pathogen interaction",OsNOX2,5.10575403223304,8842,Tan,1.53098699195331,Similar to NAD(P)H oxidase (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",['stress.biotic.respiratory burst'],LOC_Os01g53294,1.2417181018542,0.003974417823983,Up,-0.528701223472952,0.319857111947996,,1.42325209391235,0.006404533503286,Up,1.42297848448484,0.006638126000694,Up,7.17650295532542,6.19E-31,Up
40,Os06g0546500,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,0.110329502275391,13639,Grey,0.021756839168504,Similar to Class III peroxidase GvPx2b (Fragment).,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os06g35480,0.765377199534111,0.271867342470875,,1.54397653540605,0.004973085057004,Up,1.85499893784522,0.000308634586555,Up,-2.07453732918611,0.168497670562754,,1.97119901493317,5.06E-06,Up
41,Os06g0597000,,Plant hormone signal transduction,OsIAA23,25.4327467002193,2537,GreenYellow,6.69156129686434,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,0.298361818858616,0.626314996666891,,-0.927613307541911,0.048669295986633,,-1.99743030113563,5.13E-06,Down,-2.25105134696608,5.25E-07,Down,2.4229098573547,1.73E-10,Up
42,Os03g0282900,,,,26.9965276325446,2330,Yellow,16.6258426591986,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g17450,-0.412036106823067,0.410741613441432,,-0.451907426571246,0.338297923916028,,-1.13388273307795,0.003175648890754,Down,-0.884825744759749,0.024252481777477,,-1.62505506139626,0.004019241868629,Down
43,Os02g0489800,,,,7.31773365001563,7525,GreenYellow,2.42569648016213,Similar to SKIP interacting protein 18 (Fragment).,,['cell.organisation'],LOC_Os02g28850,0.267859509483162,0.750033536399393,,-1.06860551098684,0.097614674995062,,-2.17012587966432,0.000606549496033,Down,-3.87616929736644,6.57E-06,Down,1.0652373188854,0.253470005012824,
44,Os11g0244100,,,,4.60819396101014,9194,Blue,2.54960238977836,Transferase family protein.,"Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",['secondary metabolism.phenylpropanoids'],LOC_Os11g13970,2.10000447156054,0.189695464981988,,3.57152246595932,0.005865589202437,Up,4.04943702235257,0.000820011479449,Up,-1.15871588392747,0.00853361908514,Down,-3.77708979118609,0.03402505379359,Down
45,Os09g0359800,,,OsPRMT1,20.2482853213504,3359,Yellow,11.8603885730471,"Similar to Arginine methyltransferase pam1 (Pam1)., Similar to cDNA clone:J013102P20, full insert sequence.","Biological Process: protein methylation (GO:0006479), Cellular Component: cytoplasm (GO:0005737), Molecular Function: protein methyltransferase activity (GO:0008276),",['misc.O-methyl transferases'],LOC_Os09g19560,-1.47505868797836,5.09E-05,Down,-1.14992540734971,0.001695105433563,Down,1.30200733247845,1.05E-08,Up,-2.75708244951264,0.000594028708492,Down,-6.02432099975363,0.000219381037332,Down
46,Os03g0129900,,"Oxidative phosphorylation, Metabolic pathways",,21.6190829727042,3110,lightGreen,5.28125738711697,NADH-ubiquinone oxidoreductase B18 subunit family protein.,"Cellular Component: mitochondrion (GO:0005739), Molecular Function: NADH dehydrogenase activity (GO:0003954), Molecular Function: NADH dehydrogenase (ubiquinone) activity (GO:0008137)",['mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear'],LOC_Os03g03770,-0.379783167468436,0.306370943620852,,-0.590883893164659,0.067642095015363,,-1.00672655292867,0.000491254208352,Down,-1.37521726231387,1.91E-06,Down,-5.73694745924422,4.24E-13,Down
47,Os02g0205400,,RNA transport,OsWD40-38,10.1645287995639,6256,Yellow,2.5570452854075,"WD40 repeat, region domain containing protein.",Molecular Function: protein binding (GO:0005515),['protein.postranslational modification'],LOC_Os02g11060,-1.44731857120719,0.007662049337358,Down,-1.13419337542504,0.034235893509909,Down,-0.697321199968029,0.005906133586303,,-1.19038376243141,0.001552095656996,Down,-2.53796550407698,4.93E-08,Down
48,Os10g0208500,,,,17.818328748263,3868,Grey60,8.71506302498267,"Hypothetical protein., Oxoglutarate/iron-dependent oxygenase domain containing protein., Hypothetical conserved gene.",", Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",['not assigned.unknown'],LOC_Os10g14180,1.83962688147324,0.001977435072787,Up,3.79764248707889,4.86E-13,Up,5.04614108180135,6.11E-11,Up,4.01768675135811,0.001910805622745,Up,-2.90442603568609,5.89E-10,Down
49,Os07g0170200,,,,4.84613569108328,9027,Red,2.98785495271371,Similar to predicted protein.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: endonuclease activity (GO:0004519)",['DNA.synthesis/chromatin structure'],LOC_Os07g07480,-1.32391637298264,0.41736598493774,,3.24101190360178,1.16E-05,Up,4.82239525389441,1.99E-12,Up,0.899450769927532,0.106955454088305,,0.675083515996317,0.341609368758653,
50,Os05g0447200,,Plant hormone signal transduction,OsAUX3,15.588251465188,4463,Brown,11.5821683714577,"Similar to auxin transporter-like protein 1., Similar to AUX1-like protein.",,['transport.amino acids'],LOC_Os05g37470,-0.622242480680078,0.670155112726141,,0.410179686562106,0.771635639059783,,-0.56171434278792,0.642954028242899,,1.84242346365511,0.039449632523857,Up,-1.51681565068925,0.003777628283658,Down
51,Os01g0337500,,,,8.81280813892126,6803,Red,2.554065745915,Similar to H+-pyrophosphatase (Fragment).,"Biological Process: proton transport (GO:0015992), Cellular Component: membrane (GO:0016020), Molecular Function: inorganic diphosphatase activity (GO:0004427), Molecular Function: hydrogen-translocating pyrophosphatase activity (GO:0009678)",['transport.amino acids'],LOC_Os01g23580,1.9237164179239,0.006082054847133,Up,1.467466524469,0.045324880966564,Up,2.57405584200928,2.55E-08,Up,-1.67286891883946,5.23E-06,Down,-6.86344856540977,3.58E-05,Down
52,Os07g0599000,,,,9.69657808157971,6413,Purple,4.9679925950542,Pentatricopeptide repeat domain containing protein.,,['not assigned.unknown'],LOC_Os07g40800,-0.870000360508861,0.0288626080635,,-0.87553621273531,0.022631003567708,,-1.9940397744047,3.34E-08,Down,-1.26959160999492,0.00041380209681,Down,-3.59054967114729,9.51E-05,Down
53,Os01g0218900,,,,1.94283176592393,11525,Purple,0.515947450036299,"Zinc finger, PHD-type domain containing protein.","Molecular Function: protein binding (GO:0005515), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.SET-domain transcriptional regulator family'],LOC_Os01g11960,-0.873500292401716,0.128926005141576,,-1.05767329333047,0.046834703924415,Down,-1.55949401996367,0.00222782062446,Down,-4.34091968087547,0.000232245196807,Down,-2.08141132644592,0.001202083560552,Down
54,Os12g0138800,,,,21.2576859346971,3174,Turquoise,17.7351740454093,"Six-bladed beta-propeller, TolB-like domain containing protein.","Biological Process: biosynthetic process (GO:0009058), Molecular Function: strictosidine synthase activity (GO:0016844)",['secondary metabolism.N misc.alkaloid-like'],LOC_Os12g04424,-0.233044265025215,0.922689606352472,,-1.57277666070193,0.381124272650916,,-3.08147251846183,0.086507280718323,,-5.49944120854889,0.008555594144919,Down,3.28092094645848,0.000351849753993,Up
55,Os03g0666700,,,,18.1788984351517,3787,Turquoise,16.9962516689482,"TRAM, LAG1 and CLN8 homology domain containing protein.",Cellular Component: integral to membrane (GO:0016021),['not assigned.unknown'],LOC_Os03g46410,-0.407529331944219,0.671274846407753,,-0.330285489882191,0.736322266077468,,-0.962321227395897,0.165564024879315,,-1.35952640608234,0.042842170535855,Down,-1.22709060706047,0.000950054645227,Down
56,Os11g0660000,,,OsMHX,0.703620760033222,12967,Turquoise,0.458707081159187,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['transport.metal'],LOC_Os11g43860,-0.499707635978423,0.278229489761759,,-1.06052789468991,0.005490142642443,Down,-1.49279020967941,7.39E-05,Down,-5.12953127005466,1.08E-07,Down,-1.45243190074513,0.012953705344395,Down
57,Os10g0131100,,,,0.319362137706568,13456,Purple,0.121692459589826,Similar to NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os10g04120,-1.23683420378183,0.421564030190537,,-2.00555102485171,0.146308205602776,,-2.57948579192084,0.055456448246062,,-2.76721385996931,0.046153411400993,Down,-3.61599959616779,2.50E-07,Down
