id,Label,TF,KEGG,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os01g0807800,,,3.0882288123654,10432,Black,1.13720379543261,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os01g59320,0.897535052993099,0.167452432746856,,0.396605909827674,0.907872294713862,,1.11174115961993,0.032480794339142,Up,1.12886762084277,0.024307470158069,Up,-0.018997285420925,0.981185956772842,
11,Os05g0456500,,,2.6296836469357,10837,Yellow,0.666429995657721,"Uncharacterised protein family UPF0497, trans-membrane plant domain containing protein., Similar to predicted protein.",,['not assigned.unknown'],LOC_Os05g38250,-0.519382786051296,0.546254506522223,,-0.454589346773732,0.83194779223301,,-1.44043805736558,0.00619888158461,Down,-1.03486031855903,0.043860247664689,Down,-1.31404896156569,0.011237629340057,Down
12,Os01g0839100,C2H2,,45.9669091630118,952,Magenta,18.2657509886196,"Zinc finger, C2H2 domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g62190,1.44749277655694,0.036533504036848,Up,0.670626504894406,0.765715559313227,,3.04342161233095,7.45E-09,Up,3.18900565595248,7.99E-10,Up,2.01952447592955,0.000417804056445,Up
13,Os03g0223000,,,38.9584409085474,1293,lightGreen,3.7111793998122,"Similar to atypical receptor-like kinase MARK., Similar to Atypical receptor-like kinase MARK.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['not assigned.unknown'],"LOC_Os03g12238, LOC_Os03g12250",-0.276260808092673,0.80918131584266,,-0.545772803222966,0.705848268847888,,-1.1340999486722,0.0145113083881,Down,-1.22110488790495,0.006316066451684,Down,-1.39779602770274,0.001576136319061,Down
14,Os04g0618200,,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways",52.7779920452639,708,lightYellow,11.0709040744343,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,0.580673045968101,0.353169990839973,,0.553732690640905,0.609424656108618,,1.7483993461153,1.89E-06,Up,1.89787482179717,1.40E-07,Up,1.44447751393064,0.00013936663821,Up
15,Os03g0599000,,,0.483648349395897,13236,Grey,0.036790983122427,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: protein binding (GO:0005515), Molecular Function: ADP binding (GO:0043531)",['stress.biotic.PR-proteins'],LOC_Os03g40194,-1.59166918835439,7.53E-06,Down,-0.062207797386177,0.997024584631436,,-1.1877110427459,0.001197529181776,Down,-1.37874869874827,7.12E-05,Down,-1.64882253314037,3.52E-06,Down
16,Os02g0590700,,,6.10497833445448,8218,royalBlue,2.21146107393032,"Hypothetical gene., Conserved hypothetical protein.",,,None,1.17883940541876,0.158417006565295,,-0.129835831068094,0.997024584631436,,1.43283022771692,0.032540824825863,Up,2.02307231171912,0.000693060078166,Up,1.350626106594,0.045617511023803,Up
17,Os06g0692100,,,9.67130804868289,6424,Brown,6.56368711519379,"Protein kinase, catalytic domain domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['signalling.receptor kinases.misc'],LOC_Os06g47700,-2.06420374944592,0.000638768705375,Down,0.11778181850153,0.997024584631436,,-1.75876154042807,0.003136712062996,Down,-2.17545624331566,0.000117398553245,Down,-1.90189564588001,0.001137259297202,Down
18,Os08g0307601,,,22.5839805249074,2959,Blue,17.0033671220235,"Similar to cDNA clone:002-114-B06, full insert sequence.",,,None,5.25959789003609,0.035213847140664,Up,3.82486245087687,,,4.90899383918818,0.035812378085263,Up,5.82706584836797,0.006453771775052,Up,5.44476923810896,0.014194537235899,Up
19,Os05g0561600,,,6.14978798248027,8187,lightYellow,3.13697429733424,Protein of unknown function DUF1421 domain containing protein.,,['cell wall.cell wall proteins.HRGP'],LOC_Os05g48760,0.301943898316583,0.795138379198715,,0.111075727447769,0.997024584631436,,1.35940047551583,0.003173434504161,Up,1.40329412206571,0.001895049661933,Up,1.09252193593894,0.023148308697829,Up
20,Os01g0327100,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",15.8569662160092,4390,Red,11.5024232245334,"Haem peroxidase family protein., Similar to Peroxidase 8.","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g22352,1.0167124518417,0.562047179289133,,0.76107288038773,0.909198944212213,,2.34340438137497,0.014057848617737,Up,2.49530257537084,0.006750762959984,Up,2.2213934484448,0.020534834543647,Up
21,Os01g0622500,,,1.5725574986759,11954,Salmon,0.692093653049714,Hypothetical gene.,,,None,0.227268543143674,0.866419551779885,,0.055261978185885,0.997024584631436,,-1.42753566319415,0.009844304597819,Down,-1.67945977012112,0.001204875167066,Down,-1.55138648590424,0.004062411542792,Down
22,Os06g0597000,,Plant hormone signal transduction,25.4327467002193,2537,GreenYellow,6.69156129686434,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,2.39551082627035,3.35E-17,Up,0.78021921473701,0.074172590262936,,2.50464936368675,2.52E-19,Up,2.71956560222372,4.58E-23,Up,2.4861359354052,5.30E-19,Up
23,Os02g0827200,,,23.3296398626558,2846,GreenYellow,7.99807943108383,Similar to Sucrose transporter.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['transport.sugars.sucrose'],LOC_Os02g58080,1.0174825489764,0.013113526047037,Up,0.379400573079229,0.820860140382931,,2.15473197912567,4.96E-11,Up,2.2757311595601,2.20E-12,Up,2.11158122667864,1.42E-10,Up
24,Os11g0244100,,,4.60819396101014,9194,Blue,2.54960238977836,Transferase family protein.,"Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",['secondary metabolism.phenylpropanoids'],LOC_Os11g13970,0.970107217935492,0.732119293785683,,3.95258261105999,0.001204550511607,Up,3.68297502601473,0.000925367165312,Up,2.80080291036856,0.017806628303433,Up,2.88945027026171,0.015352024540529,Up
25,Os07g0573900,,,16.5034551580086,4220,Magenta,9.69850343706845,Hypothetical conserved gene.,,['not assigned.unknown'],LOC_Os07g38630,1.03785010078539,0.261207974787089,,0.306161704606766,0.975761774549926,,2.06280649218697,0.000842289988677,Up,2.16082584582749,0.000350342602246,Up,2.18846148416668,0.000316547435506,Up
26,Os01g0337500,,,8.81280813892126,6803,Red,2.554065745915,Similar to H+-pyrophosphatase (Fragment).,"Biological Process: proton transport (GO:0015992), Cellular Component: membrane (GO:0016020), Molecular Function: inorganic diphosphatase activity (GO:0004427), Molecular Function: hydrogen-translocating pyrophosphatase activity (GO:0009678)",['transport.amino acids'],LOC_Os01g23580,0.526801544406996,0.661027412469176,,1.13253706694708,0.198276520925692,,1.82434172324028,0.000936729200678,Up,1.64894865301148,0.00289196660258,Up,0.944724892676983,0.149063605163718,
27,Os06g0134800,,,16.4422801801785,4233,Tan,9.05117315404315,"Folate-binding, YgfZ domain containing protein.","Biological Process: glycine catabolic process (GO:0006546), Cellular Component: cytoplasm (GO:0005737), Molecular Function: aminomethyltransferase activity (GO:0004047)",['amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'],LOC_Os06g04380,0.705209543137417,0.263646389829852,,0.347022231399396,0.912032735318523,,1.24160938560192,0.00435223672158,Up,1.429792240629,0.000520191144594,Up,1.83175431053901,3.84E-06,Up
28,Os01g0949800,,Glutathione metabolism,3.40950624553636,10138,Brown,2.90717325125556,Similar to Glutathione S-transferase GST 28 (EC 2.5.1.18) (Fragment).,Molecular Function: protein binding (GO:0005515),['misc.glutathione S transferases'],LOC_Os01g72140,-1.55505895562635,0.060516222325883,,0.26096258209954,0.988251450068353,,-1.89618314069855,0.006494412028784,Down,-2.15665280944405,0.001272354844679,Down,-1.32987958852367,0.075540147050506,
29,Os01g0846400,,,23.3908307132832,2837,Black,9.08614973529481,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os01g62770,4.1345315715599,0.059001683008247,,4.26879290697169,0.082425673955133,,6.19405228981974,0.000310839054936,Up,6.86410584882848,3.56E-05,Up,6.4983785589135,0.000123408531579,Up
30,Os01g0270300,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",41.8874942879508,1149,Turquoise,27.5080919893301,Similar to Cationic peroxidase isozyme 40K precursor.,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g16450,-0.144757521765429,0.94166798222952,,-1.06381305390867,0.308136279672378,,-1.45188725820403,0.023620063299048,Down,-1.62614729042597,0.007580377169026,Down,-1.25528024539267,0.053416052611249,
31,Os01g0666000,,"Glycerolipid metabolism, Glycerophospholipid metabolism, Biosynthesis of secondary metabolites",5.73986185041978,8445,GreenYellow,2.23967349656496,Similar to Lipid phosphate phosphatase 2 (EC 3.1.3.-) (AtLPP2) (Phosphatidic acid phosphatase 2) (AtPAP2) (Prenyl diphosphate phosphatase).,"Cellular Component: membrane (GO:0016020), Molecular Function: catalytic activity (GO:0003824)",['misc.acid and other phosphatases'],LOC_Os01g47580,1.7947025659374,0.299655831131002,,0.089922594529602,0.997024584631436,,2.55125500787235,0.037102841244745,Up,2.62707573271498,0.026424209818133,Up,1.5970865504405,0.253306800019114,
32,Os08g0562300,C2H2,,8.52185571909195,6942,Brown,4.9621204965455,"Zinc finger, C2H2-type domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os08g44830,-1.45853255430643,0.046770575359935,Down,0.128308388376105,0.997024584631436,,-1.75196926263958,0.006378659497066,Down,-1.67333347168007,0.007769146610313,Down,-0.975649538205979,0.170290870378708,
33,Os02g0819500,,,5.58594819596388,8546,Black,1.10111837215096,"Similar to Cysteine-type peptidase., Ovarian tumour, otubain domain containing protein.",,['protein.degradation.cysteine protease'],LOC_Os02g57410,0.47103766788759,0.509192245612229,,0.27206669182292,0.937628469697419,,1.26787131135188,0.001177507725883,Up,1.29275702025936,0.000777593566732,Up,0.99864700577288,0.014740735406626,
34,Os07g0483500,,,18.6450949001367,3694,Red,5.48710855528705,Similar to Phosphoribosyltransferase (Fragment).,Molecular Function: protein binding (GO:0005515),['amino acid metabolism.synthesis.aromatic aa.tryptophan'],LOC_Os07g30020,0.640642092713711,0.370824431932288,,0.650964396682719,0.564257528403396,,1.85595719875169,9.04E-06,Up,1.87101792725104,6.63E-06,Up,1.39881911464423,0.001503430981632,Up
35,Os06g0286400,,,6.19254363267214,8157,GreenYellow,3.02388144851253,Non-protein coding transcript.,,['signalling.in sugar and nutrient physiology'],LOC_Os06g17870,0.894155905134603,0.019100767401881,,0.413330694551104,0.712874836840193,,1.42143310255795,6.80E-06,Up,1.38124621939806,1.06E-05,Up,1.27657770968032,7.51E-05,Up
36,Os05g0502200,,"Glycerolipid metabolism, Glycerophospholipid metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",10.5347210794623,6118,GreenYellow,6.10995577791028,Phospholipid/glycerol acyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring acyl groups (GO:0016746)",['lipid metabolism.Phospholipid synthesis.1-acylglycerol-3-phosphate O-acyltransferase'],LOC_Os05g42270,1.19196596465181,0.3457089953599,,-0.513981261918549,0.959316740763937,,2.43795165729601,0.001942702907769,Up,2.52057052075068,0.000972525479291,Up,1.36655849609104,0.142325414531566,
37,Os07g0558100,MYB,,20.7618451847234,3259,Magenta,14.4199396934076,Similar to Myb-related transcription factor LBM1.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os07g37210,2.41077555078772,0.034345351257466,Up,2.48906243351057,0.049089638937666,Up,3.22808436242147,0.000701215917366,Up,3.83295921348868,2.30E-05,Up,3.66525073061869,6.97E-05,Up
38,Os11g0592800,,,9.10568642761341,6668,Purple,5.50693413193313,Similar to CDK5RAP1-like protein.,"Biological Process: tRNA modification (GO:0006400), Biological Process: RNA modification (GO:0009451), Biological Process: macromolecule modification (GO:0043412), Cellular Component: cellular_component (GO:0005575), Cellular Component: cytoplasm (GO:0005737), Molecular Function: catalytic activity (GO:0003824), Molecular Function: transferase activity (GO:0016740), Molecular Function: iron-sulfur cluster binding (GO:0051536), Molecular Function: 4 iron, 4 sulfur cluster binding (GO:0051539)","['metal handling.binding, chelation and storage']",LOC_Os11g38030,-0.412494424951528,0.676971227002225,,-0.339789479456184,0.928692053274283,,-1.05533265195533,0.046154723092489,Down,-1.15342949288842,0.020736476133855,Down,-0.682066628106089,0.22460178099164,
39,Os03g0386000,,,4.52484370062929,9249,Magenta,1.80305239926477,"Similar to Salt-responsive WD40 protein 5., WD40 subfamily protein, Salt stress",", Molecular Function: protein binding (GO:0005515)",['development.unspecified'],LOC_Os03g26870,2.50105581290186,3.04E-05,Up,0.34630269907884,0.966109096519404,,2.97216679398086,1.03E-07,Up,3.18158044273158,7.81E-09,Up,2.79997603417105,6.57E-07,Up
40,Os05g0516700,,,8.80378671822498,6809,MidnightBlue,4.77982507698078,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os05g44060,2.72794460159252,0.014849684239575,Up,0.904239072109936,0.893995066324879,,3.56853260145458,0.000202749962208,Up,3.10631746085124,0.001514858630466,Up,4.0691347251987,1.10E-05,Up
41,Os02g0822000,,,6.38329127990242,8057,MidnightBlue,3.56691821834638,"Conserved hypothetical protein., Hypothetical conserved gene.",,['not assigned.unknown'],LOC_Os02g57610,0.748087702538595,0.134559492300853,,0.421036257372626,0.7737633160034,,1.32989502071533,0.000310788396369,Up,1.37606175751483,0.000125301001531,Up,1.11697337570686,0.003505405379953,Up
42,Os08g0434100,,,10.6674140567804,6061,Magenta,8.0954199457508,Similar to S-like ribonuclease (RNase PD2) (Fragment).,"Molecular Function: RNA binding (GO:0003723), Molecular Function: ribonuclease T2 activity (GO:0033897)",['RNA.processing.ribonucleases'],LOC_Os08g33710,1.85667247040945,0.109037764779738,,0.564511695378318,0.954113522653755,,2.7620676961294,0.002141428924518,Up,2.54885179661737,0.004823635531245,Up,1.79490087400089,0.069263121399696,
43,Os05g0452500,,,14.4384677995604,4772,Salmon,7.67027099210257,Conserved hypothetical protein.,,,None,-0.926298510784706,0.38079884252474,,-0.318536789887131,0.974739737345795,,-2.2666802100465,0.002506257682368,Down,-2.35652805510741,0.000888059653656,Down,-2.85647417320925,0.000181298719518,Down
44,Os01g0691050,,,0.970830206777444,12644,GreenYellow,0.567817747222492,"Protein kinase, catalytic domain domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",,None,1.44931006645311,0.418360860935431,,0.785035211424991,0.931934834488795,,2.80074366592633,0.009676771389167,Up,2.78096297153164,0.008607750278109,Up,2.69243404298812,0.013193306314052,Up
45,Os03g0227800,,,20.0452837394027,3408,Salmon,11.9777907380809,"Conserved hypothetical protein., Similar to cDNA clone:001-004-G07, full insert sequence., Similar to cDNA clone:001-042-G02, full insert sequence.",,['not assigned.unknown'],LOC_Os03g12670,-0.418443586712411,0.681092571857609,,0.062832148768492,0.997024584631436,,-1.31549281260556,0.006206382997616,Down,-1.69338714054499,0.00017497461363,Down,-1.24904396583968,0.009731592985121,Down
46,Os03g0685300,,,5.80178012957563,8414,Magenta,3.43004818095079,Glutamine amidotransferase class-I domain containing protein.,,['nucleotide metabolism.synthesis.unspecified'],LOC_Os03g48060,-0.112567499687364,0.94166798222952,,-0.151041529708522,0.992783924624469,,1.23693616685026,0.005732148902707,Up,1.05558907062059,0.020184228147298,Up,1.29392727160344,0.003211188835042,Up
47,Os04g0655100,,,4.48186440064982,9286,Red,1.20117590781698,Non-protein coding transcript.,,['not assigned.unknown'],LOC_Os04g56100,1.9072013322109,0.043246018639903,Up,2.56263917768357,0.003122974762198,Up,3.23829399112246,8.78E-06,Up,3.23642301736731,6.37E-06,Up,3.28360810958437,5.76E-06,Up
48,Os09g0562600,,,1.33601029514541,12203,Magenta,0.358978040083312,"Wall-associated kinase, Positive regulation of rice blast resistance","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: calcium ion binding (GO:0005509), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: polysaccharide binding (GO:0030247)",['signalling.receptor kinases.misc'],LOC_Os09g38910,0.517583397633178,0.58637528718238,,0.620805891549045,0.676150584849732,,1.51394052607111,0.00161530432653,Up,1.22486214509602,0.013188344838583,Up,1.07780954464355,0.039647277224134,Up
49,Os01g0772400,,,32.4430598853881,1775,Magenta,15.4502583313929,Streptomyces cyclase/dehydrase family protein.,,['not assigned.unknown'],LOC_Os01g56560,1.06693371231989,0.035024222114401,Up,0.495857406677549,0.759812641738918,,2.18346493714791,2.54E-08,Up,2.41595642622877,3.10E-10,Up,2.12924144277063,6.30E-08,Up
50,Os09g0572400,,,21.3856995851276,3157,Blue,9.38746199140134,Similar to Abcf2-prov protein.,"Molecular Function: nucleotide binding (GO:0000166), Molecular Function: ATP binding (GO:0005524), Molecular Function: ATPase activity (GO:0016887), Molecular Function: nucleoside-triphosphatase activity (GO:0017111)",['transport.ABC transporters and multidrug resistance systems'],LOC_Os09g39910,1.52009417136877,0.025548608736822,Up,0.692882064885396,0.748874686749938,,1.75171440557296,0.003423369487875,Up,1.9326759499396,0.000798798090906,Up,1.84411549714012,0.001702470135871,Up
51,Os04g0444300,,,7.76701212785916,7307,Brown,4.7614854897747,Similar to ARGOS.,,['not assigned.unknown'],LOC_Os04g36670,-3.36401486641375,2.60E-06,Down,-2.19596004265188,0.008846577233451,Down,-3.75740333361604,1.72E-07,Down,-3.68173273191158,1.14E-07,Down,-4.49982394735671,1.59E-09,Down
52,Os03g0224200,ARR-B,Plant hormone signal transduction,41.6216743277943,1158,Black,22.0060721764957,"B-type response regulator, Cytokinin signaling, Similar to response regulator 8.","Biological Process: two-component signal transduction system (phosphorelay) (GO:0000160), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: two-component response regulator activity (GO:0000156), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.ARR'],LOC_Os03g12350,0.644311395350259,0.407218964198634,,0.508002160399688,0.795722051122522,,1.77734572427522,7.79E-05,Up,2.11280464703903,1.17E-06,Up,2.02256258891972,4.21E-06,Up
53,Os02g0100600,,,2.41932467967127,11052,Grey,0.511191365823413,Harpin-induced 1 domain containing protein.,,['not assigned.unknown'],LOC_Os02g01060,-0.486609270090468,0.795138379198715,,-0.832809475718137,0.762439711464928,,-2.54111031533777,0.008399156755453,Down,-3.29870793973686,0.000688080679149,Down,-2.31402285469635,0.011658505563977,Down
54,Os09g0322500,,,22.2068451644351,3015,Brown,19.0693413931823,Hypothetical conserved gene.,Molecular Function: protein binding (GO:0005515),['cell.organisation'],LOC_Os09g15370,-2.92039071021822,9.18E-11,Down,-0.950460389106484,0.193154934226562,,-2.64634400986272,4.99E-09,Down,-2.74228925217054,5.09E-10,Down,-3.12435410497777,8.17E-12,Down
55,Os05g0387700,,,4.32613989015497,9422,Turquoise,2.27227249488641,"Protein kinase, core domain containing protein.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",['protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII'],LOC_Os05g32170,-1.19894702451651,0.088461221409478,,-0.894169613632879,0.458189000045335,,-2.26334436110207,5.06E-05,Down,-2.05307028632611,0.000185370784827,Down,-2.08791139301738,0.000188183765659,Down
