id,Label,Description,GO,Symbol,KEGG,TF,kTotal,Rank,WGCNA_Modules,IntraModular Connectivity,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day
10,Os03g0250000,Conserved hypothetical protein.,,,,,23.8470706416699,2771,GreenYellow,10.9474943238155,['signalling.calcium'],LOC_Os03g14590,3.189265856,5.67E-58,Up,2.236017806,1.20E-28,Up,2.281994881,1.87E-29,Up,2.21586107,2.57E-28,Up,1.739526487,4.93E-17,Up
11,Os07g0431160,Similar to Thionin-like peptide.,,,,,1.83311538355755,11651,Cyan,0.441673819063962,['not assigned.unknown'],LOC_Os07g24940,0.741576173,0.575125649,,-0.252141658,0.839493359,,-1.965534379,0.045177787,Down,-3.389803448,0.000225748,Down,-5.794077456,9.68E-09,Down
12,Os07g0490450,Hypothetical protein.,,,,,0.38086439247001,13375,Turquoise,0.344885153130281,,None,-0.319596744,0.746097363,,-1.781632056,0.010386343,Down,-2.214379786,0.003818727,Down,-1.932358588,0.004719329,Down,-2.082889951,0.005277041,Down
13,Os02g0755900,UDP-glucuronosyl/UDP-glucosyltransferase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",,,,34.0880563695331,1645,Blue,20.6847418861464,['misc.UDP glucosyl and glucoronyl transferases'],LOC_Os02g51930,2.589408442,7.60E-13,Up,6.024636895,1.39E-75,Up,6.038156371,1.37E-75,Up,6.542361643,1.97E-89,Up,7.218569268,7.22E-109,Up
14,Os01g0839100,"Zinc finger, C2H2 domain containing protein.","Cellular Component: intracellular (GO:0005622), Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",ZFP179,,C2H2,45.9669091630118,952,Magenta,18.2657509886196,['RNA.regulation of transcription.C2H2 zinc finger family'],LOC_Os01g62190,2.478987439,9.66E-15,Up,4.043846785,2.08E-41,Up,4.148496208,3.18E-43,Up,4.396074269,3.08E-49,Up,5.187480042,1.94E-68,Up
15,Os02g0720200,Similar to 65kD microtubule associated protein.,,,,,52.3422626677623,723,Turquoise,42.5200268693568,['cell.organisation'],LOC_Os02g48830,-1.32325995,0.019560848,Down,-2.238765416,1.26E-05,Down,-3.292295867,2.50E-08,Down,-3.78064882,1.50E-11,Down,-2.879576416,3.27E-07,Down
16,Os04g0618200,"Similar to cDNA clone:J013046D23, full insert sequence., Similar to H0313F03.11 protein.","Biological Process: galactose metabolic process (GO:0006012), Biological Process: cellular metabolic process (GO:0044237), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: catalytic activity (GO:0003824), Molecular Function: UDP-glucose 4-epimerase activity (GO:0003978), Molecular Function: coenzyme binding (GO:0050662)",,"Amino sugar and nucleotide sugar metabolism, Metabolic pathways, Biosynthesis of nucleotide sugars",,52.7779920452639,708,lightYellow,11.0709040744343,['cell wall.precursor synthesis.MUR4'],LOC_Os04g52730,1.206760959,3.45E-10,Up,1.752094956,1.74E-21,Up,1.030082725,7.66E-08,Up,1.01393188,9.10E-08,Up,1.218195546,9.43E-11,Up
17,Os01g0872800,"Similar to 3-phosphoinositide-dependent protein kinase-1 (Fragment)., Similar to 3-phosphoinositide dependent protein kinase 1.","Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772), Biological Process: protein phosphorylation (GO:0006468), Molecular Function: protein kinase activity (GO:0004672), Molecular Function: protein serine/threonine kinase activity (GO:0004674), Molecular Function: protein tyrosine kinase activity (GO:0004713), Molecular Function: protein binding (GO:0005515), Molecular Function: ATP binding (GO:0005524), Molecular Function: transferase activity, transferring phosphorus-containing groups (GO:0016772)",OsPdk1,,,21.4232373052461,3150,Brown,13.4904896666934,['protein.postranslational modification'],LOC_Os01g65230,-0.77372977,6.24E-05,,-1.24390536,5.08E-12,Down,-1.345318274,2.51E-13,Down,-1.627602762,9.36E-20,Down,-1.674972317,2.48E-19,Down
18,Os03g0439700,Protein of unknown function DUF1230 family protein.,,,,,4.11326461028232,9588,Green,1.37844431274024,['not assigned.unknown'],LOC_Os03g32490,0.16141141,0.83013487,,-0.563270386,0.294794822,,-2.096466908,3.91E-05,Down,-3.82381126,2.26E-12,Down,-4.620722912,2.86E-10,Down
19,Os03g0200200,Conserved hypothetical protein.,,,,,2.16020131402277,11300,Blue,1.57900780625634,['not assigned.unknown'],LOC_Os03g10320,2.834088399,2.05E-07,Up,2.786510741,1.47E-07,Up,2.649453535,9.03E-07,Up,2.219932049,4.07E-05,Up,1.850983324,0.001114418,Up
20,Os03g0109900,"Peptidase, trypsin-like serine and cysteine domain containing protein., Hypothetical conserved gene., Peptidase cysteine/serine, trypsin-like domain containing protein.",Molecular Function: catalytic activity (GO:0003824),,,,32.3812075616303,1779,Brown,27.8065833747607,['not assigned.unknown'],LOC_Os03g01940,-0.223870001,0.320862732,,-1.125825757,1.16E-11,Down,-1.193779727,1.11E-12,Down,-1.276588734,7.73E-15,Down,-0.704594421,3.59E-05,
21,Os07g0429700,Similar to Thionin-like peptide.,,,,,1.65194296060385,11851,Grey,0.391560025922705,['not assigned.unknown'],LOC_Os07g24830,0.496198554,0.703638453,,-0.339578623,0.765415017,,-2.300296364,0.008916999,Down,-3.724093397,7.42E-06,Down,-6.326041639,6.54E-15,Down
22,Os12g0204600,NB-ARC domain containing protein.,"Biological Process: defense response (GO:0006952), Molecular Function: ADP binding (GO:0043531)",,,,4.05758177472984,9622,Grey,0.646915866369216,['stress.biotic.PR-proteins'],LOC_Os12g10330,-0.41743579,0.169393037,,-1.6635075,7.25E-12,Down,-1.740391944,4.85E-12,Down,-1.422645728,3.12E-09,Down,-1.890380516,1.28E-13,Down
23,Os08g0433600,Protein of unknown function DUF962 family protein.,,,,,0.316295168086801,13458,Grey,0.061274036826126,['not assigned.unknown'],LOC_Os08g33680,-0.542008699,0.303537583,,-1.363776881,0.001072601,Down,-1.084142829,0.013017227,Down,-1.095765679,0.008127972,Down,-1.619784925,0.000193121,Down
24,Os10g0419600,Chlorophyllase family protein.,"Biological Process: chlorophyll catabolic process (GO:0015996), Biological Process: lipid catabolic process (GO:0016042), Cellular Component: intracellular membrane-bounded organelle (GO:0043231), Molecular Function: 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847), Molecular Function: chlorophyllase activity (GO:0047746)",OsCHL,"Porphyrin metabolism, Metabolic pathways, Biosynthesis of secondary metabolites",,3.64448920142562,9954,Blue,2.23467019557633,['tetrapyrrole synthesis.unspecified'],LOC_Os10g28370,1.154516783,0.182159717,,2.229755575,0.000747441,Up,2.832860455,1.13E-05,Up,3.323190281,6.54E-08,Up,3.663762941,2.47E-09,Up
25,Os08g0307601,"Similar to cDNA clone:002-114-B06, full insert sequence.",,,,,22.5839805249074,2959,Blue,17.0033671220235,,None,1.27856024,0.263536682,,3.605923318,1.07E-05,Up,3.374678521,4.96E-05,Up,4.910733784,4.63E-10,Up,7.478155593,1.94E-22,Up
26,Os07g0179300,Methyltransferase type 11 domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: methyltransferase activity (GO:0008168)",,"Ubiquinone and other terpenoid-quinone biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites, Biosynthesis of cofactors",,1.04786892534828,12545,Magenta,0.311418521730722,['secondary metabolism.isoprenoids.tocopherol biosynthesis.MPBQ/MSBQ methyltransferase'],LOC_Os07g08200,0.912915159,0.296254881,,1.45613308,0.033728305,Up,0.911262161,0.245367264,,1.104513873,0.118025007,,2.191760312,0.000602475,Up
27,Os02g0817600,"AUX/IAA protein family protein., Similar to Auxin-responsive protein IAA10.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983)",OsIAA10,Plant hormone signal transduction,,26.5005793867131,2397,Green,13.959151676566,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os02g57250,-0.476440926,0.154051455,,-1.72048601,1.73E-10,Down,-1.724517805,5.43E-10,Down,-1.372588357,2.75E-07,Down,-1.766860882,2.49E-10,Down
28,Os01g0917300,Similar to Cysteine-rich peptide.,,,,,6.0281411596356,8267,Turquoise,5.35806833387663,['not assigned.unknown'],LOC_Os01g68840,-0.890937791,0.310108443,,-1.811432148,0.0117034,Down,-1.808030858,0.016560165,Down,-2.254943045,0.001502026,Down,-2.306977766,0.00260884,Down
29,Os12g0634000,Conserved hypothetical protein.,,,,,30.8221923808763,1918,Blue,21.9294528540822,['not assigned.unknown'],LOC_Os12g43750,0.200998287,0.781797117,,2.142232441,3.44E-07,Up,1.85072504,1.67E-05,Up,1.617508758,0.000164849,Up,0.943443655,0.042194491,
30,Os02g0714000,"Similar to Yarrowia lipolytica chromosome C of strain CLIB99 of Yarrowia lipolytica., Hypothetical gene.","Molecular Function: nucleotide binding (GO:0000166), Molecular Function: nucleic acid binding (GO:0003676),",,,,13.3736108045973,5115,Blue,7.21742845377263,['RNA.RNA binding'],LOC_Os02g48340,0.987552111,3.81E-09,,1.076494311,2.91E-11,Up,1.024590647,4.34E-10,Up,1.416189601,3.09E-19,Up,2.226188035,1.92E-46,Up
31,Os11g0137250,Hypothetical gene.,,,,,1.03171967638783,12572,Pink,0.557726008557854,,None,0.284953121,0.683679946,,0.399947015,0.466159934,,0.700409319,0.169795153,,1.025400361,0.024444115,Up,1.486739516,0.000706439,Up
32,Os02g0801900,Conserved hypothetical protein.,,,,,12.5921421776422,5386,Green,5.08533006503371,['not assigned.unknown'],LOC_Os02g55840,-0.295148033,0.482651973,,-0.924172628,0.002956871,,-1.284236043,5.35E-05,Down,-1.452118068,1.49E-06,Down,-1.29131822,4.61E-05,Down
33,Os01g0734466,Similar to NAD(P)H oxidase (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",OsNOX2,"MAPK signaling pathway - plant, Plant-pathogen interaction",,5.10575403223304,8842,Tan,1.53098699195331,['stress.biotic.respiratory burst'],LOC_Os01g53294,1.165781246,6.23E-09,Up,0.972252548,9.60E-07,,1.308704844,1.93E-11,Up,0.990739262,4.48E-07,,1.223930941,4.30E-10,Up
34,Os06g0546500,Similar to Class III peroxidase GvPx2b (Fragment).,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,0.110329502275391,13639,Grey,0.021756839168504,['misc.peroxidases'],LOC_Os06g35480,-1.42141086,0.008765425,Down,-2.835838372,3.17E-08,Down,-3.798134553,2.07E-09,Down,-2.146341607,1.22E-05,Down,-1.234965978,0.01515262,Down
35,Os06g0597000,"Similar to Auxin responsive protein IAA-Re., Similar to Auxin-responsive protein IAA23.","Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634), Molecular Function: protein dimerization activity (GO:0046983), Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: nucleus (GO:0005634)",OsIAA23,Plant hormone signal transduction,,25.4327467002193,2537,GreenYellow,6.69156129686434,['RNA.regulation of transcription.Aux/IAA family'],LOC_Os06g39590,1.10926157,6.23E-06,Up,-0.194274915,0.527978968,,-1.250208095,1.63E-06,Down,-1.332923991,8.04E-08,Down,-0.726526082,0.005602536,
36,Os02g0489800,Similar to SKIP interacting protein 18 (Fragment).,,,,,7.31773365001563,7525,GreenYellow,2.42569648016213,['cell.organisation'],LOC_Os02g28850,0.488502037,0.180480368,,0.780874555,0.009258093,,-0.88639983,0.006546055,,-1.604220995,1.60E-07,Down,-1.993338948,4.66E-09,Down
37,Os11g0244100,Transferase family protein.,"Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)",,,,4.60819396101014,9194,Blue,2.54960238977836,['secondary metabolism.phenylpropanoids'],LOC_Os11g13970,0.331775669,0.868216189,,3.018471233,0.003911499,Up,3.128012947,0.002946894,Up,1.43714563,0.229933022,,4.166758545,2.40E-05,Up
38,Os05g0100750,Hypothetical protein.,,,,,6.47674157258195,8002,Brown,3.31856126608559,,None,-0.515512086,0.250797658,,-1.017724557,0.005150033,Down,-0.932399798,0.014277673,,-1.469345801,3.41E-05,Down,-1.686300751,1.11E-05,Down
39,Os06g0111600,AMP-dependent synthetase/ligase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: acyl carrier activity (GO:0000036), Molecular Function: catalytic activity (GO:0003824), Molecular Function: phosphopantetheine binding (GO:0031177)",,,,7.35397390900534,7510,LightCyan,2.08897767793407,['lipid metabolism.FA synthesis and FA elongation.acyl coa ligase'],LOC_Os06g02160,0.824999935,0.004285085,,1.104436647,2.17E-05,Up,1.016519693,0.000127544,Up,0.894944235,0.000677851,,0.931378864,0.00044903,
40,Os07g0573900,Hypothetical conserved gene.,,AGP27,,,16.5034551580086,4220,Magenta,9.69850343706845,['not assigned.unknown'],LOC_Os07g38630,0.657313477,0.095293451,,1.646463015,2.15E-07,Up,0.329376903,0.409771627,,0.29537454,0.453293377,,1.274182554,7.85E-05,Up
41,Os05g0447200,"Similar to auxin transporter-like protein 1., Similar to AUX1-like protein.",,OsAUX3,Plant hormone signal transduction,,15.588251465188,4463,Brown,11.5821683714577,['transport.amino acids'],LOC_Os05g37470,-1.040023909,0.257289276,,-2.931613748,0.000210258,Down,-3.729448813,0.000121651,Down,-4.260273454,2.22E-06,Down,-3.379965796,0.000195813,Down
42,Os01g0337500,Similar to H+-pyrophosphatase (Fragment).,"Biological Process: proton transport (GO:0015992), Cellular Component: membrane (GO:0016020), Molecular Function: inorganic diphosphatase activity (GO:0004427), Molecular Function: hydrogen-translocating pyrophosphatase activity (GO:0009678)",,,,8.81280813892126,6803,Red,2.554065745915,['transport.amino acids'],LOC_Os01g23580,-0.184133065,0.886186337,,1.213882844,0.117776839,,2.090407798,0.003365874,Up,3.238995177,1.26E-06,Up,5.09044882,3.45E-15,Up
43,Os06g0114650,Similar to predicted protein.,"Biological Process: carbohydrate metabolic process (GO:0005975), Molecular Function: shikimate kinase activity (GO:0004765), Molecular Function: ATP binding (GO:0005524), Molecular Function: kinase activity (GO:0016301)",,"Pentose phosphate pathway, Metabolic pathways, Biosynthesis of secondary metabolites, Carbon metabolism",,6.82439848391618,7798,Blue,4.8935145530566,,None,0.547459634,0.609306744,,2.019788067,0.002717099,Up,2.996106485,2.65E-06,Up,2.884407737,4.16E-06,Up,3.953794006,7.92E-11,Up
44,Os03g0666700,"TRAM, LAG1 and CLN8 homology domain containing protein.",Cellular Component: integral to membrane (GO:0016021),,,,18.1788984351517,3787,Turquoise,16.9962516689482,['not assigned.unknown'],LOC_Os03g46410,-0.767256769,0.025096175,,-1.416883815,2.48E-06,Down,-1.582976813,3.83E-07,Down,-2.373556469,7.01E-15,Down,-2.948314151,3.65E-17,Down
45,Os11g0660000,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",OsMHX,,,0.703620760033222,12967,Turquoise,0.458707081159187,['transport.metal'],LOC_Os11g43860,1.546463602,5.54E-09,Up,0.220755643,0.519709331,,-0.69603225,0.027993305,,-0.974902588,0.000809782,,-1.436354083,5.44E-06,Down
46,Os06g0134800,"Folate-binding, YgfZ domain containing protein.","Biological Process: glycine catabolic process (GO:0006546), Cellular Component: cytoplasm (GO:0005737), Molecular Function: aminomethyltransferase activity (GO:0004047)",,,,16.4422801801785,4233,Tan,9.05117315404315,['amino acid metabolism.degradation.serine-glycine-cysteine group.glycine'],LOC_Os06g04380,0.978338427,3.57E-05,,2.415077376,2.39E-31,Up,2.894773251,8.63E-45,Up,2.463680469,7.98E-33,Up,2.307648381,3.83E-28,Up
47,Os08g0109300,"Homolog of Arabidopsis ADENOSINE MONOPHOSPHATE KINASE 2 (AMK2), A member of adenylate kinase (AK) family","Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Molecular Function: adenylate kinase activity (GO:0004017), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)","AK1, OsAK1","Purine metabolism, Thiamine metabolism, Metabolic pathways, Biosynthesis of secondary metabolites, Nucleotide metabolism, Biosynthesis of cofactors",,19.7239702949116,3469,Red,5.2280318199869,['nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase'],LOC_Os08g01770,0.661941818,0.008584337,,1.336941543,4.49E-10,Up,1.486708926,4.22E-12,Up,1.446704446,7.93E-12,Up,1.776507744,3.99E-17,Up
48,Os01g0846400,Conserved hypothetical protein.,,,,,23.3908307132832,2837,Black,9.08614973529481,['not assigned.unknown'],LOC_Os01g62770,7.953244739,2.33E-06,Up,6.367928423,0.000157766,Up,6.563360813,9.94E-05,Up,6.660705317,5.91E-05,Up,7.710491762,2.13E-06,Up
49,Os06g0570100,Ent-kaurene oxidase (EC 1.14.13.78) (AtKO1) (Cytochrome P450 701A3).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)","D35, OsKOL2, CYP701A6, OsKO2","Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,0.077248969169001,13666,Grey,0.019630689325434,['misc.cytochrome P450'],LOC_Os06g37364,0.095244009,0.818149813,,-0.513448595,0.063064711,,-1.051909935,0.000102102,Down,-0.722304048,0.005772652,,-1.280962037,2.34E-06,Down
50,Os02g0448400,Similar to Synaptotagmin C.,Molecular Function: protein binding (GO:0005515),OsNTMC2T1.1,,,73.8146363241953,286,Turquoise,66.7417921943126,['signalling.calcium'],LOC_Os02g25060,-0.418687672,0.495849185,,-1.937625164,2.15E-05,Down,-3.184237326,4.24E-09,Down,-4.400042624,8.16E-15,Down,-3.93466459,1.40E-10,Down
51,Os01g0776400,Similar to predicted protein.,Molecular Function: protein binding (GO:0005515),OsWD40-25,,,2.23980351911441,11238,Turquoise,1.43238529460133,['development.unspecified'],LOC_Os01g56860,-0.389689239,0.313203855,,-0.904358773,0.002870522,,-1.061614712,0.000622678,Down,-1.270257152,1.57E-05,Down,-1.383689049,7.94E-06,Down
52,Os04g0176200,Similar to N-methyltransferase.,Molecular Function: O-methyltransferase activity (GO:0008171),,,,1.43952499823318,12086,Brown,0.642930312798325,['misc.O-methyl transferases'],"LOC_Os04g09670, LOC_Os04g09680",-0.250443645,0.784804983,,-2.115968507,0.000697393,Down,-2.767605605,9.05E-05,Down,-2.114285673,0.000571077,Down,-2.324773747,0.000522885,Down
53,Os12g0103000,EF-Hand type domain containing protein.,"Biological Process: transport (GO:0006810), Biological Process: transmembrane transport (GO:0055085), Cellular Component: mitochondrial inner membrane (GO:0005743), Molecular Function: binding (GO:0005488), Molecular Function: calcium ion binding (GO:0005509)",,,,12.0060389805588,5568,Brown,6.0652955919275,['transport.metabolite transporters at the mitochondrial membrane'],LOC_Os12g01240,-0.931677237,0.040525562,,-1.450894691,0.000291486,Down,-0.947213794,0.024868031,,-1.34610686,0.000657761,Down,-1.683143485,5.25E-05,Down
54,Os02g0796750,Non-protein coding transcript.,,,,,28.0963769659684,2202,Blue,14.444294091816,,None,0.42209497,0.613890962,,1.682736602,0.002505993,Up,1.787889215,0.001274265,Up,1.358628068,0.016205242,Up,0.870371275,0.150078896,
55,Os04g0433200,Similar to H0315E07.10 protein.,,,,,59.5256919619996,525,Blue,50.2618261002405,['not assigned.unknown'],LOC_Os04g35380,1.194304169,3.58E-11,Up,1.767047505,4.17E-25,Up,1.673964578,3.61E-22,Up,1.682097752,5.93E-23,Up,1.922359402,3.33E-29,Up
56,Os06g0129100,Short-chain dehydrogenase/reductase SDR family protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: nucleotide binding (GO:0000166), Molecular Function: oxidoreductase activity (GO:0016491)",,,,1.67350843591897,11826,Salmon,0.627752863029335,['misc.short chain dehydrogenase/reductase (SDR)'],LOC_Os06g03830,1.35817251,6.19E-11,Up,-0.321770279,0.19503576,,-0.564659197,0.016172682,,-1.108247196,3.12E-07,Down,-1.231500502,4.89E-08,Down
57,Os06g0149166,Hypothetical protein.,,,,,1.22127345893707,12334,Turquoise,0.471242023942631,,None,-0.487223114,0.440705772,,-0.966095621,0.052509361,,-1.043674281,0.043055755,Down,-0.92415465,0.058436267,,-1.388786717,0.006167004,Down
58,Os01g0243800,Hypothetical conserved gene.,,,,,1.5649902592296,11962,Pink,0.976038258575359,,None,0.156102195,0.869679344,,1.489181048,0.005369,Up,1.194250274,0.035406616,Up,1.397862331,0.008541977,Up,0.589743158,0.345500091,
59,Os02g0139500,"Similar to Beta-amyrin synthase., Similar to Cycloartenol synthase.","Molecular Function: catalytic activity (GO:0003824), Molecular Function: catalytic activity (GO:0003824), Molecular Function: intramolecular transferase activity (GO:0016866)",OsOSC1,,,4.87017297512965,9002,Grey60,1.38250383843979,['secondary metabolism.isoprenoids.terpenoids'],LOC_Os02g04690,-1.580975099,0.003877195,Down,-2.034616573,5.96E-05,Down,-1.540931224,0.003412869,Down,-1.545546937,0.001880896,Down,-0.968500571,0.064288454,
60,Os05g0525900,Similar to Zing finger transcription factor PEI1.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",C3H37,,C3H,4.8487539399769,9023,Pink,0.909743140541708,['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os05g45020,3.108723488,7.07E-27,Up,4.909066383,1.10E-69,Up,4.612629128,4.57E-61,Up,4.175837885,2.65E-50,Up,5.175663604,2.78E-77,Up
