id,Label,TF,KEGG,Symbol,kTotal,Rank,WGCNA_Modules, IntraModular Connectivity,Description,GO,MapMan,MSU_LOC,FC_1hr,pval_1hr,REG_1hr,FC_3hr,pval_3hr,REG_3hr,FC_6hr,pval_6hr,REG_6hr,FC_12hr,pval_12hr,REG_12hr,FC_1day,pval_1day,REG_1day,FC_3day,pval_3day,REG_3day
10,Os01g0327100,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,15.8569662160092,4390,Red,11.5024232245334,"Haem peroxidase family protein., Similar to Peroxidase 8.","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os01g22352,1.55849664911058,0.042503089401195,Up,-1.37860995333855,,,-0.178887342396002,,,1.05188826864383,0.001785630016619,Up,1.28044315352086,8.00E-05,Up,-2.27956357983991,0.005498518915653,Down
11,Os01g0734466,,"MAPK signaling pathway - plant, Plant-pathogen interaction",OsNOX2,5.10575403223304,8842,Tan,1.53098699195331,Similar to NAD(P)H oxidase (Fragment).,"Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: membrane (GO:0016020), Cellular Component: integral to membrane (GO:0016021), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: flavin adenine dinucleotide binding (GO:0050660)",['stress.biotic.respiratory burst'],LOC_Os01g53294,0.308706162271993,0.774074017823057,,-0.575678674595565,0.316763402360293,,-1.0532047079084,0.017390914597258,Down,-1.17280527113433,0.005450098454013,Down,-2.59703624822619,3.23E-05,Down,-2.50109394117987,0.000146015139912,Down
12,Os10g0208500,,,,17.818328748263,3868,Grey60,8.71506302498267,"Hypothetical protein., Oxoglutarate/iron-dependent oxygenase domain containing protein., Hypothetical conserved gene.",", Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: oxidoreductase activity (GO:0016491), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors (GO:0016706)",['not assigned.unknown'],LOC_Os10g14180,1.78107079301296,0.029308318327158,Up,0.056620178814278,0.973258390164163,,-0.965169805043321,0.289128537685917,,-2.29676058734739,0.003113055749919,Down,-3.07508116978294,0.00024641883699,Down,-1.077097843294,,
13,Os05g0447200,,Plant hormone signal transduction,OsAUX3,15.588251465188,4463,Brown,11.5821683714577,"Similar to auxin transporter-like protein 1., Similar to AUX1-like protein.",,['transport.amino acids'],LOC_Os05g37470,-0.113645597547741,0.963097002402816,,0.745686089932433,0.233503493585912,,1.33258116561114,0.003569848911679,Up,1.74847441257781,2.79E-05,Up,1.24329920957112,0.374674607569393,,0.248035871359593,,
14,Os11g0660000,,,OsMHX,0.703620760033222,12967,Turquoise,0.458707081159187,Sodium/calcium exchanger membrane region domain containing protein.,"Biological Process: transmembrane transport (GO:0055085), Cellular Component: integral to membrane (GO:0016021)",['transport.metal'],LOC_Os11g43860,-1.22736803594832,0.008906907723487,Down,-4.68396148719764,2.72E-05,Down,-4.22341447711684,3.75E-05,Down,-1.1101748116203,,,-0.84784553017494,,,-1.03732020990797,,
15,Os01g0339900,,Protein processing in endoplasmic reticulum,PDIL2;2|PDIL2-2|OsPDIL2-2,0.491762489251653,13225,Grey,0.089787523197656,Thioredoxin domain 2 containing protein.,"Biological Process: glycerol ether metabolic process (GO:0006662), Biological Process: cell redox homeostasis (GO:0045454), Cellular Component: endoplasmic reticulum (GO:0005783), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035), Molecular Function: isomerase activity (GO:0016853)",['redox.thioredoxin'],LOC_Os01g23740,-0.659066465766134,0.293672826331017,,-0.681102581414187,0.204797250459964,,-0.591342533032988,0.245789029158959,,-1.1679039479195,0.005932562359845,Down,-1.37561635836835,0.001266954937529,Down,-3.59802933713295,0.047756171350275,Down
16,Os06g0570100,,"Diterpenoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites","D35, OsKOL2, CYP701A6, OsKO2",0.077248969169001,13666,Grey,0.019630689325434,Ent-kaurene oxidase (EC 1.14.13.78) (AtKO1) (Cytochrome P450 701A3).,"Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: iron ion binding (GO:0005506), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705), Molecular Function: heme binding (GO:0020037)",['misc.cytochrome P450'],LOC_Os06g37364,0.795615752103619,0.100851852992972,,0.991183239429711,0.015091338337595,,1.35971136397039,0.000137624341582,Up,0.951429041146824,0.012272855383959,,-4.83805302215775,0.02825078254834,Down,-6.27252436153832,0.007124467678898,Down
17,Os05g0525900,C3H,,C3H37,4.8487539399769,9023,Pink,0.909743140541708,Similar to Zing finger transcription factor PEI1.,"Molecular Function: nucleic acid binding (GO:0003676), Molecular Function: zinc ion binding (GO:0008270)",['RNA.regulation of transcription.C3H zinc finger family'],LOC_Os05g45020,3.1259216676113,7.57E-11,Up,-6.73764084397611,0.001345281343645,Down,-6.02798646917659,0.000549505981652,Down,-3.01674657956323,,,2.8830270820926,0.16746448358397,,1.51252373585739,,
18,Os09g0407700,,,,5.70031628116678,8474,lightGreen,2.51232548633793,Haloacid dehalogenase-like hydrolase domain containing protein.,"Biological Process: metabolic process (GO:0008152), Molecular Function: catalytic activity (GO:0003824), Molecular Function: hydrolase activity (GO:0016787)",['not assigned.unknown'],LOC_Os09g24230,-0.932290413245929,0.225332180613375,,-1.17370157416557,0.063310823076645,,-1.83835070043668,0.001054877098342,Down,0.207770877712726,,,-5.12329997105864,0.000259908744727,Down,-3.67782879539041,0.000616554560672,Down
19,Os05g0160300,,,OsLTPd8,15.6901053275358,4434,Turquoise,10.7869652260129,Bifunctional inhibitor/plant lipid transfer protein/seed storage domain containing protein.,Biological Process: lipid transport (GO:0006869),['misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein'],LOC_Os05g06780,-0.251585279546415,0.787502174261121,,-1.05749777661414,0.001791697005695,Down,-1.35106357797691,1.88E-05,Down,-2.2452642900212,0.036255193213993,Down,-0.794883434197181,,,-1.0770982772283,,
20,Os01g0222500,,"Oxidative phosphorylation, Metabolic pathways, Phagosome",,39.6148173582938,1250,Turquoise,27.0813819159987,Similar to Vacuolar ATP synthase subunit E (EC 3.6.3.14) (V-ATPase E subunit) (Vacuolar proton pump E subunit).,"Biological Process: ATP hydrolysis coupled proton transport (GO:0015991), Cellular Component: proton-transporting two-sector ATPase complex, catalytic domain (GO:0033178), Molecular Function: proton-transporting ATPase activity, rotational mechanism (GO:0046961)",['transport.p- and v-ATPases.H+-transporting two-sector ATPase'],LOC_Os01g12260,-0.118547922117863,0.952960379921358,,-0.143359849748068,0.879716610623847,,-0.669084045950539,0.217216902729983,,-1.56693884761778,0.000616881634289,Down,-1.349639107272,0.003616436377567,Down,-2.86144830620766,0.000602891310778,Down
21,Os07g0412100,,"Starch and sucrose metabolism, Metabolic pathways, Biosynthesis of secondary metabolites","GBSSII, Granule-bound starch synthase Ib, Granule-bound starch synthase II",11.942974725506,5592,Turquoise,9.13822389911251,"Similar to Granule-bound starch synthase Ib, chloroplast precursor (EC 2.4.1.21) (Fragment)., Granule-bound starch synthase 2, Starch biosynthesis","Biological Process: biosynthetic process (GO:0009058), Biological Process: glucan biosynthetic process (GO:0009250), Molecular Function: starch synthase activity (GO:0009011)",['major CHO metabolism.synthesis.starch.starch synthase'],LOC_Os07g22930,-0.894834690261653,0.666896487977418,,-2.1905047797464,0.057572106294137,,-2.75298803131254,0.011352388854411,Down,-2.19649179951314,0.00046448040394,Down,-4.74123067846504,3.25E-06,Down,-0.559113866981324,0.411458850528315,
22,Os05g0134400,,,,5.7081856397213,8467,royalBlue,1.66205574219956,"Haem peroxidase, plant/fungal/bacterial family protein., Similar to peroxidase 1.","Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os05g04380,-0.343921299141872,0.712868399017032,,-1.27317201522111,0.00104580999466,Down,-1.86752955502568,1.92E-07,Down,-0.055783913143463,,,-4.56696481971937,2.70E-12,Down,-3.70217648714563,3.91E-10,Down
23,Os04g0217600,,,,27.2462369301681,2298,Salmon,14.3533534039153,Hypothetical gene.,,,None,0.523060492701381,0.420944520590071,,0.538237748439647,0.30682638225316,,0.730757910975886,0.08490552866447,,1.09978899858002,0.002348922981503,Up,1.2895295942969,0.00024006584547,Up,1.16257643167135,0.553645080600479,
24,Os07g0558100,MYB,,,20.7618451847234,3259,Magenta,14.4199396934076,Similar to Myb-related transcription factor LBM1.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os07g37210,0.184273501522854,,,-1.61729677443711,,,-2.37102428746864,0.174585313769172,,1.26545022325392,0.000285960077518,Up,1.96297842658359,0.168080891971485,,-1.67327983774935,0.017166239869516,Down
25,Os01g0615300,,,OsAT1|OsAt1,16.2850173927096,4271,lightGreen,5.8287305239686,Transferase family protein.,"Molecular Function: transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)","['secondary metabolism.phenylpropanoids', 'stress.biotic']",LOC_Os01g42880,0.064625986332985,0.981552051095303,,-0.178809405221689,0.868971582235199,,-0.91369522970451,0.138534815407097,,-0.728820835003016,0.222239577926053,,-1.38248931203237,0.013946337902314,Down,-1.10937663447458,0.043163055557913,Down
26,Os03g0227800,,,,20.0452837394027,3408,Salmon,11.9777907380809,"Conserved hypothetical protein., Similar to cDNA clone:001-004-G07, full insert sequence., Similar to cDNA clone:001-042-G02, full insert sequence.",,['not assigned.unknown'],LOC_Os03g12670,-0.482478557204933,0.28324105655291,,0.295783036750001,0.532426618565033,,0.644921860682325,0.04496221323957,,1.28611328056438,2.23E-06,Up,1.20489055397592,9.60E-06,Up,-2.10435929964059,7.04E-05,Down
27,Os03g0685300,,,,5.80178012957563,8414,Magenta,3.43004818095079,Glutamine amidotransferase class-I domain containing protein.,,['nucleotide metabolism.synthesis.unspecified'],LOC_Os03g48060,-0.723149913447499,0.46299998454861,,-1.8109965457337,0.003161530373154,Down,-1.61251458767239,0.006399730241591,Down,-3.64380295638932,,,-1.0126076419306,,,1.12168910084076,0.002044584654459,Up
28,Os11g0708100,,,OsLAC26,79.5113342215786,225,Turquoise,73.332954041264,Similar to Laccase-22.,"Biological Process: lignin catabolic process (GO:0046274), Biological Process: oxidation-reduction process (GO:0055114), Cellular Component: apoplast (GO:0048046), Molecular Function: copper ion binding (GO:0005507), Molecular Function: laccase activity (GO:0008471), Molecular Function: oxidoreductase activity (GO:0016491)",['secondary metabolism.simple phenols'],LOC_Os11g48060,-0.623496310750732,0.546262011424674,,-3.16700516301272,6.85E-08,Down,-4.58718721559183,6.03E-11,Down,-3.37023338444833,0.01443738380151,Down,-0.885524388359369,,,-5.142650181713,1.56E-06,Down
29,Os05g0373500,,,,8.04877276768298,7165,Yellow,4.50784734391873,Hypothetical conserved gene.,,['protein.degradation.ubiquitin.E3.RING'],LOC_Os05g30990,-0.463707447336296,0.677060300202415,,-1.52334139009322,0.006536197261782,Down,-1.14438665520633,0.036474956287016,Down,0.207770877712726,,,-1.47891013574334,,,-1.67048528059022,,
30,Os03g0209800,,,,13.2251985184139,5168,Turquoise,12.2922045805631,RhoGAP domain containing protein.,"Biological Process: signal transduction (GO:0007165), Cellular Component: intracellular (GO:0005622), Molecular Function: protein binding (GO:0005515)","['signalling.G-proteins', 'signalling.unspecified']",LOC_Os03g11140,0.840213776359312,0.722645333473904,,-0.457042804440174,0.828861584346175,,-0.49116856924923,0.778551432818358,,-1.89545681305229,0.135255710534982,,-3.37402313170748,0.022013976697087,Down,-1.32074504744054,0.000109942720629,Down
31,Os02g0566800,,,,15.7778344204534,4407,Pink,8.31673782234614,Similar to Avr9 elicitor response protein.,"Biological Process: protein glycosylation (GO:0006486), Cellular Component: membrane (GO:0016020), Molecular Function: galactosyltransferase activity (GO:0008378)",['protein.glycosylation'],LOC_Os02g35870,-0.680370784168133,0.309535063136209,,-0.800809062891453,0.136071156108054,,-1.35796857151807,0.002355604039321,Down,-1.63659886612513,0.000161716775906,Down,-0.916109217064327,0.287725053721096,,0.248032021254529,,
32,Os03g0438000,,,,0.961882482869595,12656,Green,0.403670869559985,Hypothetical protein.,,['not assigned.unknown'],LOC_Os03g32302,-0.820251779920491,0.806005951264568,,-0.687545415198379,0.760681191218657,,-1.98358662613711,0.232887125897638,,-0.895014250698712,0.5695626452585,,-2.23320694200086,4.29E-10,Down,-1.49304940768229,2.21E-05,Down
33,Os01g0953500,,,,3.78661922813184,9842,Tan,2.34659571059175,C2 calcium-dependent membrane targeting domain containing protein.,Molecular Function: protein binding (GO:0005515),['stress.abiotic.cold'],LOC_Os01g72420,-0.855165030720023,0.021389725397446,,-1.259321360585,0.000149759866437,Down,-1.08734490038113,0.000889065868856,Down,-2.04143893990746,0.037367664789296,Down,-3.39638136214067,0.003344351060824,Down,-2.62269069224468,0.000526069021486,Down
34,Os11g0199200,,Protein processing in endoplasmic reticulum,"ESP2, PDIL1;1, PDIL1-1, PDIL 1-1, PDI, OsPDIL1-1, esp2(rsp2), rsp2, esp2",1.77043903863621,11714,Red,1.10848449373545,"Protein disulfide isomerase-like enzyme, Starch synthesis, Maturation of proglutelin in endosperm, Similar to Protein disulfide isomerase.","Biological Process: cell redox homeostasis (GO:0045454), Molecular Function: isomerase activity (GO:0016853), Cellular Component: endoplasmic reticulum (GO:0005783), Biological Process: glycerol ether metabolic process (GO:0006662), Biological Process: cell redox homeostasis (GO:0045454), Cellular Component: endoplasmic reticulum (GO:0005783), Molecular Function: electron carrier activity (GO:0009055), Molecular Function: protein disulfide oxidoreductase activity (GO:0015035), Molecular Function: isomerase activity (GO:0016853)",['redox.thioredoxin'],LOC_Os11g09280,-0.36116058122578,0.476869386103597,,-0.327820943790232,0.43024461188403,,0.089827093187902,0.863634205735215,,-0.437483260239153,0.160599275774679,,-1.59173949113622,2.27E-10,Down,-1.16589689707061,6.45E-06,Down
35,Os03g0150800,,,"PT2, OsPT2, PTH1-2, OsPht1;2",0.391321926099622,13360,Grey,0.049401293946968,"Pi transporter, Pi homeostasis, Selenite uptake","Biological Process: phosphate ion transport (GO:0006817), Biological Process: transmembrane transport (GO:0055085), Molecular Function: inorganic phosphate transmembrane transporter activity (GO:0005315), Molecular Function: transmembrane transporter activity (GO:0022857), Cellular Component: integral component of membrane (GO:0016021)",['transport.phosphate'],LOC_Os03g05640,-0.051646721647081,0.990204199627443,,0.773148459134585,0.444048129410786,,0.463924204878842,0.662379635604649,,-0.616564704428215,0.513924645761369,,-2.26748883118811,0.01068609514779,Down,-2.55273279635578,0.004552494596715,Down
36,Os05g0474400,,,OsPRA1,6.15565093937175,8184,GreenYellow,1.54207994365242,"Prenylated rab acceptor PRA1 family protein., Non-protein coding transcript.",,"['signalling.G-proteins', 'cell.vesicle transport']",LOC_Os05g39670,-0.05295500078684,0.984116552205079,,-0.783501822192769,0.210020310733338,,-1.06065495824765,0.044723583314182,Down,-1.10137843498581,0.027886518792068,Down,0.439609326294222,,,-2.43927211041572,0.00426000311977,Down
37,Os01g0285300,MYB,,"MYB61, OsMYB55/61",32.179028984035,1792,Turquoise,26.8842262072918,Myb transcription factor domain containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677), Molecular Function: protein binding (GO:0005515)",['RNA.regulation of transcription.MYB domain transcription factor family'],LOC_Os01g18240,-0.656040903309056,0.571043516196373,,-1.65804130765088,0.011079058894262,Down,-1.82990685118994,0.002929290168063,Down,-4.76685900042151,0.00203577686278,Down,-1.23348606130559,0.282145129799171,,0.356587751898211,0.764253824715622,
38,Os02g0739700,E2F/DP,,,107.655033456428,90,Turquoise,99.551622117959,E2F Family domain containing protein.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Cellular Component: transcription factor complex (GO:0005667), Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700)",['RNA.regulation of transcription.E2F/DP transcription factor family'],LOC_Os02g50630,0.934789302757944,0.323044625986155,,-0.811844843285988,0.389251080752116,,-1.69739487787283,0.019000674813026,Down,-2.31664734243156,0.001205703833286,Down,0.232509397044124,0.934346900562678,,0.123469978674095,,
39,Os01g0265100,,Endocytosis,OsARFA1e,57.9468700400307,567,Turquoise,51.0859053972499,Similar to ADP-ribosylation factor.,"Biological Process: small GTPase mediated signal transduction (GO:0007264), Cellular Component: intracellular (GO:0005622), Molecular Function: GTP binding (GO:0005525)",['protein.targeting.secretory pathway.unspecified'],LOC_Os01g16030,-0.066795880036369,0.985647714860696,,-2.3002266588019,0.000390014404456,Down,-3.28767076573799,1.74E-07,Down,1.5733494516959,,,-1.68364253483866,0.515367259906466,,0.248035871359592,,
40,Os01g0249200,,,OsGLP1-1,49.8227502486655,798,Turquoise,39.1622761463711,Similar to Nectarin 1 precursor (EC 1.15.1.1) (Superoxide dismutase [Mn]).,"Cellular Component: apoplast (GO:0048046), Molecular Function: manganese ion binding (GO:0030145), Molecular Function: nutrient reservoir activity (GO:0045735)",['stress.abiotic.unspecified'],LOC_Os01g14670,-0.14481645287669,0.909661219535266,,-0.487805919478844,0.281412465235065,,-0.954503039952143,0.00538495676491,,-1.53021251413797,1.59E-06,Down,-1.64006116675436,4.82E-07,Down,-1.35426117480898,,
41,Os02g0810900,NAC,,ONAC032|ONAC056,3.79620856338141,9828,Cyan,1.0639825111057,Similar to NAC-domain containing protein 21/22 (ANAC021) (ANAC022). Splice isoform 2.,"Biological Process: regulation of transcription, DNA-dependent (GO:0006355), Molecular Function: DNA binding (GO:0003677)",['development.unspecified'],LOC_Os02g56600,0.832542365175207,0.048481974577989,,1.30380151494759,0.000146717233098,Up,1.26136617545886,0.000199913271734,Up,-1.50089050745242,0.1875576600019,,-0.193725049777401,0.880722357236628,,-1.68289198313971,0.336836344553202,
42,Os07g0639000,,"Phenylpropanoid biosynthesis, Metabolic pathways, Biosynthesis of secondary metabolites",,40.7487718545737,1194,Turquoise,27.5431102796968,Similar to Class III peroxidase 46.,"Biological Process: response to oxidative stress (GO:0006979), Biological Process: oxidation-reduction process (GO:0055114), Molecular Function: peroxidase activity (GO:0004601), Molecular Function: heme binding (GO:0020037)",['misc.peroxidases'],LOC_Os07g44550,-0.732906775882604,0.72986729125791,,-2.45551669864565,0.008991976667117,Down,-4.72275602346041,1.83E-06,Down,-5.76722736707688,1.03E-05,Down,1.0705759394646,0.130679534573254,,0.269627677981588,,
43,Os04g0106000,,,OsPMEI17,0.806448697980815,12851,Grey,0.038926651431715,Pectinesterase inhibitor domain containing protein.,"Molecular Function: enzyme inhibitor activity (GO:0004857), Molecular Function: pectinesterase activity (GO:0030599)",['misc.invertase/pectin methylesterase inhibitor family protein'],LOC_Os04g01570,0.550174767776402,0.606367816598441,,0.975654584749177,0.103305057886537,,1.15671043841128,0.027928716961235,Up,1.12396411297698,0.026828949457931,Up,-2.39234461509007,0.000170075993573,Down,-2.23728005596187,1.60E-08,Down
44,Os02g0778400,,"Pyrimidine metabolism, Metabolic pathways",,14.596371728397,4722,royalBlue,2.82962567488225,Similar to UMP/CMP kinase a (EC 2.7.1.48).,"Biological Process: nucleobase-containing compound metabolic process (GO:0006139), Biological Process: nucleotide phosphorylation (GO:0046939), Molecular Function: ATP binding (GO:0005524), Molecular Function: phosphotransferase activity, phosphate group as acceptor (GO:0016776), Molecular Function: nucleotide kinase activity (GO:0019201), Molecular Function: nucleobase-containing compound kinase activity (GO:0019205)",['nucleotide metabolism.phosphotransfer and pyrophosphatases.uridylate kinase'],LOC_Os02g53790,-0.657571687706306,0.356713932699816,,-2.12223595285932,9.83E-07,Down,-2.57319109486619,1.39E-09,Down,-2.05786650083757,,,0.439609326294222,,,0.248035871359592,,
45,Os03g0302900,,,SSD1,140.142800054085,6,Turquoise,128.472574284099,Conserved hypothetical protein.,,['not assigned.unknown'],LOC_Os03g19080,1.03524665382136,0.269989402154106,,1.02593454903212,0.226964767702478,,0.205325512907332,0.870328266629532,,-1.73526511709204,6.92E-08,Down,-1.57882417377238,1.71E-06,Down,0.209541944514894,,
46,Os05g0500200,,,,0.456598140279765,13277,Magenta,0.207982860162869,Similar to UDP glucosyltransferase-1.,"Biological Process: metabolic process (GO:0008152), Molecular Function: transferase activity, transferring hexosyl groups (GO:0016758)",['misc.UDP glucosyl and glucoronyl transferases'],"LOC_Os05g42070, LOC_Os05g42080",-0.523529614218363,0.444932183617611,,-1.85935898443454,1.74E-06,Down,-1.11925128344169,0.005519045537084,Down,-3.82045058144577,0.008465006506733,Down,-0.838569578021854,,,0.248035871359593,,
